q, p, r, n, CN, PCN, gens
43, 43, 1, 2, 1764*, 480, (1 1 1)*: 42 (2 1 1)*: 42
43, 43, 1, 3, 74088*, 21168, (1 1 1)*: 42 (3 1 1)*: 1764
43, 43, 1, 4, 3259872*, 659712, (1 1 1)*: 42 (2 1 1)*: 42 (4 1 1)*: 1848
43, 43, 1, 5, 143589600*, 41025600, (1 1 1)*: 42 (5 1 1)*: 3418800
43, 43, 1, 6, 1194064448*, 1304511264, (1 1 1)*: 42 (2 1 1)*: 42 (3 1 1)*: 1764 (6 1 1)*: 1764
1849, 43, 2, 2, 3415104*, 691200, (1 1 1)*: 1848 (2 1 1)*: 1848
