q, p, r, n, CN, PCN, gens
37, 37, 1, 2, 1296*, 432, (1 1 1)*: 36 (2 1 1)*: 36
37, 37, 1, 3, 46656*, 13176, (1 1 1)*: 36 (3 1 1)*: 1296
37, 37, 1, 4, 1679616*, 420864, (1 1 1)*: 36 (2 1 1)*: 36 (4 1 1)*: 1296
37, 37, 1, 6, 2176782336*, 548654688, (1 1 1)*: 36 (2 1 1)*: 36 (3 1 1)*: 1296 (6 1 1)*: 1296
1369, 37, 2, 2, 1871424*, 470016, (1 1 1)*: 1368 (2 1 1)*: 1368
