p,r,mipo
147779,1,0:2 23:69 24:1 
147787,1,0:3 23:25 24:1 
147793,1,0:5 23:18 24:1 
147799,1,0:3 23:19 24:1 
147811,1,0:3 23:33 24:1 
147827,1,0:2 23:5 24:1 
147853,1,0:5 23:5 24:1 
147859,1,0:2 23:87 24:1 
147863,1,0:7 23:32 24:1 
147881,1,0:3 23:29 24:1 
147919,1,0:3 23:30 24:1 
147937,1,0:5 23:38 24:1 
147949,1,0:6 23:15 24:1 
147977,1,0:3 23:46 24:1 
147997,1,0:2 23:9 24:1 
148013,1,0:2 23:7 24:1 
148021,1,0:6 23:71 24:1 
148061,1,0:2 23:17 24:1 
148063,1,0:3 23:40 24:1 
148073,1,0:3 23:110 24:1 
148079,1,0:7 23:21 24:1 
148091,1,0:2 23:13 24:1 
148123,1,0:2 23:11 24:1 
148139,1,0:2 23:38 24:1 
148147,1,0:19 23:42 24:1 
148151,1,0:11 23:48 24:1 
148153,1,0:5 23:25 24:1 
148157,1,0:2 23:10 24:1 
148171,1,0:2 23:64 24:1 
148193,1,0:3 23:63 24:1 
148199,1,0:7 23:50 24:1 
148201,1,0:17 23:11 24:1 
148207,1,0:3 23:7 24:1 
148229,1,0:2 23:18 24:1 
148243,1,0:2 23:6 24:1 
148249,1,0:11 23:70 24:1 
148279,1,0:6 23:43 24:1 
148301,1,0:2 23:5 24:1 
148303,1,0:3 23:58 24:1 
148331,1,0:7 23:37 24:1 
148339,1,0:2 23:10 24:1 
148361,1,0:3 23:22 24:1 
148367,1,0:5 23:64 24:1 
148381,1,0:6 23:118 24:1 
148387,1,0:2 23:70 24:1 
148399,1,0:3 23:43 24:1 
148403,1,0:2 23:10 24:1 
148411,1,0:2 23:10 24:1 
148429,1,0:13 23:40 24:1 
148439,1,0:7 23:12 24:1 
148457,1,0:3 23:3 24:1 
148469,1,0:2 23:77 24:1 
148471,1,0:3 23:14 24:1 
148483,1,0:2 23:17 24:1 
148501,1,0:10 23:159 24:1 
148513,1,0:5 23:27 24:1 
148517,1,0:2 23:2 24:1 
148531,1,0:2 23:7 24:1 
148537,1,0:10 23:91 24:1 
148549,1,0:6 23:2 24:1 
148573,1,0:5 23:45 24:1 
148579,1,0:2 23:20 24:1 
148609,1,0:7 23:21 24:1 
148627,1,0:13 23:9 24:1 
148633,1,0:15 23:25 24:1 
148639,1,0:3 23:30 24:1 
148663,1,0:3 23:92 24:1 
148667,1,0:2 23:46 24:1 
148669,1,0:2 23:196 24:1 
148691,1,0:6 23:2 24:1 
148693,1,0:5 23:1 24:1 
148711,1,0:15 23:29 24:1 
148721,1,0:6 23:24 24:1 
148723,1,0:2 23:30 24:1 
148727,1,0:5 23:29 24:1 
148747,1,0:2 23:1 24:1 
148763,1,0:2 23:77 24:1 
148781,1,0:3 23:138 24:1 
148783,1,0:3 23:18 24:1 
148793,1,0:3 23:13 24:1 
148817,1,0:3 23:87 24:1 
148829,1,0:2 23:19 24:1 
148853,1,0:2 23:33 24:1 
148859,1,0:2 23:23 24:1 
148861,1,0:6 23:17 24:1 
148867,1,0:3 23:20 24:1 
148873,1,0:11 23:42 24:1 
148891,1,0:2 23:4 24:1 
148913,1,0:3 23:130 24:1 
148921,1,0:13 23:24 24:1 
148927,1,0:3 23:11 24:1 
148931,1,0:2 23:42 24:1 
148933,1,0:6 23:22 24:1 
148949,1,0:2 23:26 24:1 
148957,1,0:11 23:24 24:1 
148961,1,0:3 23:48 24:1 
148991,1,0:13 23:55 24:1 
148997,1,0:3 23:240 24:1 
149011,1,0:7 23:16 24:1 
149021,1,0:2 23:15 24:1 
149027,1,0:2 23:42 24:1 
149033,1,0:3 23:1 24:1 
149053,1,0:2 23:41 24:1 
149057,1,0:3 23:8 24:1 
149059,1,0:2 23:49 24:1 
149069,1,0:2 23:10 24:1 
149077,1,0:6 23:48 24:1 
149087,1,0:5 23:72 24:1 
149099,1,0:2 23:33 24:1 
149101,1,0:6 23:1 24:1 
149111,1,0:7 23:270 24:1 
149113,1,0:5 23:33 24:1 
149119,1,0:15 23:46 24:1 
149143,1,0:3 23:18 24:1 
149153,1,0:3 23:128 24:1 
149159,1,0:19 23:39 24:1 
149161,1,0:17 23:1 24:1 
149173,1,0:2 23:32 24:1 
149183,1,0:5 23:64 24:1 
149197,1,0:17 23:146 24:1 
149213,1,0:2 23:25 24:1 
149239,1,0:15 23:39 24:1 
149249,1,0:3 23:205 24:1 
149251,1,0:2 23:77 24:1 
149257,1,0:5 23:31 24:1 
149269,1,0:2 23:1 24:1 
149287,1,0:3 23:18 24:1 
149297,1,0:3 23:7 24:1 
149309,1,0:2 23:10 24:1 
149323,1,0:2 23:39 24:1 
149333,1,0:2 23:72 24:1 
149341,1,0:2 23:9 24:1 
149351,1,0:11 23:17 24:1 
149371,1,0:3 23:3 24:1 
149377,1,0:5 23:11 24:1 
149381,1,0:3 23:95 24:1 
149393,1,0:3 23:32 24:1 
149399,1,0:17 23:8 24:1 
149411,1,0:2 23:19 24:1 
149417,1,0:3 23:3 24:1 
149419,1,0:3 23:34 24:1 
149423,1,0:5 23:18 24:1 
149441,1,0:3 23:83 24:1 
149459,1,0:2 23:163 24:1 
149489,1,0:3 23:123 24:1 
149491,1,0:2 23:4 24:1 
149497,1,0:5 23:30 24:1 
149503,1,0:3 23:14 24:1 
149519,1,0:13 23:152 24:1 
149521,1,0:17 23:4 24:1 
149531,1,0:7 23:31 24:1 
149533,1,0:5 23:5 24:1 
149543,1,0:5 23:56 24:1 
149551,1,0:3 23:34 24:1 
149561,1,0:3 23:27 24:1 
149563,1,0:3 23:59 24:1 
149579,1,0:2 23:99 24:1 
149603,1,0:2 23:35 24:1 
149623,1,0:3 23:140 24:1 
149627,1,0:2 23:68 24:1 
149629,1,0:2 23:71 24:1 
149689,1,0:26 23:24 24:1 
149711,1,0:7 23:68 24:1 
149713,1,0:5 23:26 24:1 
149717,1,0:3 23:54 24:1 
149729,1,0:3 23:41 24:1 
149731,1,0:10 23:9 24:1 
149749,1,0:2 23:31 24:1 
149759,1,0:11 23:21 24:1 
149767,1,0:6 23:38 24:1 
149771,1,0:6 23:9 24:1 
149791,1,0:6 23:54 24:1 
149803,1,0:2 23:14 24:1 
149827,1,0:3 23:35 24:1 
149837,1,0:2 23:122 24:1 
149839,1,0:3 23:34 24:1 
149861,1,0:2 23:52 24:1 
149867,1,0:2 23:25 24:1 
149873,1,0:5 23:131 24:1 
149893,1,0:2 23:2 24:1 
149899,1,0:2 23:155 24:1 
149909,1,0:2 23:22 24:1 
149911,1,0:3 23:68 24:1 
149921,1,0:6 23:46 24:1 
149939,1,0:2 23:16 24:1 
149953,1,0:15 23:19 24:1 
149969,1,0:3 23:88 24:1 
149971,1,0:3 23:101 24:1 
149993,1,0:3 23:3 24:1 
150001,1,0:7 23:11 24:1 
150011,1,0:10 23:57 24:1 
150041,1,0:3 23:8 24:1 
150053,1,0:2 23:6 24:1 
150061,1,0:6 23:2 24:1 
150067,1,0:2 23:24 24:1 
150077,1,0:2 23:66 24:1 
150083,1,0:2 23:43 24:1 
150089,1,0:3 23:79 24:1 
150091,1,0:10 23:7 24:1 
150097,1,0:5 23:76 24:1 
150107,1,0:5 23:15 24:1 
150131,1,0:2 23:34 24:1 
150151,1,0:6 23:32 24:1 
150169,1,0:7 23:52 24:1 
150193,1,0:5 23:56 24:1 
150197,1,0:2 23:70 24:1 
150203,1,0:2 23:178 24:1 
150209,1,0:3 23:123 24:1 
150211,1,0:2 23:102 24:1 
150217,1,0:10 23:25 24:1 
150221,1,0:3 23:22 24:1 
150223,1,0:13 23:29 24:1 
150239,1,0:11 23:129 24:1 
150247,1,0:3 23:24 24:1 
150287,1,0:5 23:24 24:1 
150299,1,0:2 23:6 24:1 
150301,1,0:2 23:20 24:1 
150323,1,0:2 23:67 24:1 
150329,1,0:3 23:20 24:1 
150343,1,0:5 23:24 24:1 
150373,1,0:5 23:77 24:1 
150377,1,0:3 23:61 24:1 
150379,1,0:2 23:225 24:1 
150383,1,0:5 23:33 24:1 
150401,1,0:6 23:55 24:1 
150407,1,0:5 23:11 24:1 
150413,1,0:2 23:53 24:1 
150427,1,0:5 23:2 24:1 
150431,1,0:7 23:26 24:1 
150439,1,0:3 23:10 24:1 
150473,1,0:3 23:13 24:1 
150497,1,0:3 23:53 24:1 
150503,1,0:5 23:215 24:1 
150517,1,0:2 23:18 24:1 
150523,1,0:2 23:20 24:1 
150533,1,0:2 23:18 24:1 
150551,1,0:7 23:54 24:1 
150559,1,0:3 23:37 24:1 
150571,1,0:7 23:22 24:1 
150583,1,0:3 23:2 24:1 
150587,1,0:2 23:98 24:1 
150589,1,0:2 23:21 24:1 
150607,1,0:3 23:77 24:1 
150611,1,0:6 23:51 24:1 
150617,1,0:3 23:20 24:1 
150649,1,0:17 23:12 24:1 
150659,1,0:2 23:81 24:1 
150697,1,0:5 23:12 24:1 
150707,1,0:2 23:267 24:1 
150721,1,0:31 23:5 24:1 
150743,1,0:5 23:32 24:1 
150767,1,0:5 23:26 24:1 
150769,1,0:13 23:35 24:1 
150779,1,0:2 23:139 24:1 
150791,1,0:7 23:200 24:1 
150797,1,0:2 23:96 24:1 
150827,1,0:2 23:145 24:1 
150833,1,0:3 23:22 24:1 
150847,1,0:3 23:25 24:1 
150869,1,0:2 23:255 24:1 
150881,1,0:6 23:9 24:1 
150883,1,0:5 23:43 24:1 
150889,1,0:11 23:76 24:1 
150893,1,0:2 23:7 24:1 
150901,1,0:2 23:6 24:1 
150907,1,0:2 23:35 24:1 
150919,1,0:3 23:3 24:1 
150929,1,0:3 23:47 24:1 
150959,1,0:7 23:63 24:1 
150961,1,0:11 23:10 24:1 
150967,1,0:5 23:46 24:1 
150979,1,0:2 23:96 24:1 
150989,1,0:2 23:59 24:1 
150991,1,0:3 23:36 24:1 
151007,1,0:5 23:113 24:1 
151009,1,0:28 23:54 24:1 
151013,1,0:2 23:173 24:1 
151027,1,0:2 23:86 24:1 
151049,1,0:3 23:15 24:1 
151051,1,0:3 23:3 24:1 
151057,1,0:10 23:27 24:1 
151091,1,0:2 23:48 24:1 
151121,1,0:3 23:57 24:1 
151141,1,0:2 23:49 24:1 
151153,1,0:5 23:106 24:1 
151157,1,0:2 23:15 24:1 
151163,1,0:2 23:101 24:1 
151169,1,0:3 23:13 24:1 
151171,1,0:10 23:143 24:1 
151189,1,0:2 23:76 24:1 
151201,1,0:17 23:48 24:1 
151213,1,0:6 23:66 24:1 
151237,1,0:2 23:9 24:1 
151241,1,0:7 23:20 24:1 
151243,1,0:2 23:2 24:1 
151247,1,0:5 23:145 24:1 
151253,1,0:2 23:65 24:1 
151273,1,0:5 23:35 24:1 
151279,1,0:3 23:53 24:1 
151289,1,0:3 23:15 24:1 
151303,1,0:3 23:1 24:1 
151337,1,0:3 23:7 24:1 
151339,1,0:2 23:14 24:1 
151343,1,0:5 23:17 24:1 
151357,1,0:2 23:99 24:1 
151379,1,0:2 23:34 24:1 
151381,1,0:6 23:3 24:1 
151391,1,0:7 23:217 24:1 
151397,1,0:2 23:305 24:1 
151423,1,0:3 23:21 24:1 
151429,1,0:6 23:25 24:1 
151433,1,0:3 23:82 24:1 
151451,1,0:2 23:51 24:1 
151471,1,0:3 23:59 24:1 
151477,1,0:6 23:76 24:1 
151483,1,0:3 23:43 24:1 
151499,1,0:2 23:57 24:1 
151507,1,0:2 23:30 24:1 
151517,1,0:2 23:39 24:1 
151523,1,0:2 23:28 24:1 
151531,1,0:2 23:114 24:1 
151537,1,0:20 23:64 24:1 
151549,1,0:2 23:20 24:1 
151553,1,0:3 23:280 24:1 
151561,1,0:13 23:4 24:1 
151573,1,0:5 23:2 24:1 
151579,1,0:2 23:32 24:1 
151597,1,0:2 23:17 24:1 
151603,1,0:2 23:33 24:1 
151607,1,0:5 23:47 24:1 
151609,1,0:7 23:119 24:1 
151631,1,0:7 23:104 24:1 
151637,1,0:2 23:34 24:1 
151643,1,0:2 23:29 24:1 
151651,1,0:10 23:35 24:1 
151667,1,0:2 23:80 24:1 
151673,1,0:3 23:140 24:1 
151681,1,0:11 23:9 24:1 
151687,1,0:3 23:42 24:1 
151693,1,0:2 23:4 24:1 
151703,1,0:5 23:103 24:1 
151717,1,0:2 23:6 24:1 
151729,1,0:22 23:35 24:1 
151733,1,0:2 23:19 24:1 
151769,1,0:3 23:22 24:1 
151771,1,0:2 23:2 24:1 
151783,1,0:5 23:40 24:1 
151787,1,0:2 23:49 24:1 
151799,1,0:7 23:7 24:1 
151813,1,0:2 23:20 24:1 
151817,1,0:5 23:45 24:1 
151841,1,0:3 23:16 24:1 
151847,1,0:5 23:57 24:1 
151849,1,0:7 23:11 24:1 
151871,1,0:11 23:4 24:1 
151883,1,0:2 23:97 24:1 
151897,1,0:10 23:26 24:1 
151901,1,0:12 23:92 24:1 
151903,1,0:13 23:6 24:1 
151909,1,0:2 23:5 24:1 
151937,1,0:3 23:3 24:1 
151939,1,0:7 23:15 24:1 
151967,1,0:5 23:33 24:1 
151969,1,0:7 23:10 24:1 
152003,1,0:2 23:221 24:1 
152017,1,0:10 23:19 24:1 
152027,1,0:2 23:22 24:1 
152029,1,0:2 23:10 24:1 
152039,1,0:19 23:10 24:1 
152041,1,0:11 23:6 24:1 
152063,1,0:5 23:63 24:1 
152077,1,0:6 23:24 24:1 
152081,1,0:3 23:36 24:1 
152083,1,0:3 23:38 24:1 
152093,1,0:2 23:25 24:1 
152111,1,0:7 23:78 24:1 
152123,1,0:5 23:62 24:1 
152147,1,0:2 23:38 24:1 
152183,1,0:5 23:9 24:1 
152189,1,0:2 23:109 24:1 
152197,1,0:5 23:19 24:1 
152203,1,0:3 23:13 24:1 
152213,1,0:2 23:15 24:1 
152219,1,0:2 23:48 24:1 
152231,1,0:14 23:26 24:1 
152239,1,0:15 23:14 24:1 
152249,1,0:3 23:85 24:1 
152267,1,0:2 23:10 24:1 
152287,1,0:6 23:104 24:1 
152293,1,0:5 23:30 24:1 
152297,1,0:3 23:46 24:1 
152311,1,0:12 23:44 24:1 
152363,1,0:2 23:206 24:1 
152377,1,0:5 23:58 24:1 
152381,1,0:3 23:46 24:1 
152389,1,0:7 23:20 24:1 
152393,1,0:3 23:102 24:1 
152407,1,0:3 23:3 24:1 
152417,1,0:3 23:7 24:1 
152419,1,0:2 23:18 24:1 
152423,1,0:5 23:22 24:1 
152429,1,0:2 23:59 24:1 
152441,1,0:3 23:131 24:1 
152443,1,0:3 23:60 24:1 
152459,1,0:2 23:34 24:1 
152461,1,0:6 23:28 24:1 
152501,1,0:2 23:120 24:1 
152519,1,0:11 23:226 24:1 
152531,1,0:2 23:86 24:1 
152533,1,0:2 23:69 24:1 
152539,1,0:2 23:48 24:1 
152563,1,0:3 23:61 24:1 
152567,1,0:5 23:37 24:1 
152597,1,0:2 23:37 24:1 
152599,1,0:6 23:10 24:1 
152617,1,0:7 23:26 24:1 
152623,1,0:5 23:81 24:1 
152629,1,0:6 23:15 24:1 
152639,1,0:7 23:101 24:1 
152641,1,0:13 23:21 24:1 
152657,1,0:3 23:57 24:1 
152671,1,0:6 23:8 24:1 
152681,1,0:3 23:57 24:1 
152717,1,0:2 23:91 24:1 
152723,1,0:2 23:13 24:1 
152729,1,0:3 23:21 24:1 
152753,1,0:3 23:137 24:1 
152767,1,0:3 23:31 24:1 
152777,1,0:3 23:87 24:1 
152783,1,0:5 23:125 24:1 
152791,1,0:3 23:5 24:1 
152809,1,0:11 23:75 24:1 
152819,1,0:2 23:82 24:1 
152821,1,0:2 23:29 24:1 
152833,1,0:5 23:89 24:1 
152837,1,0:2 23:25 24:1 
152839,1,0:3 23:59 24:1 
152843,1,0:2 23:162 24:1 
152851,1,0:3 23:24 24:1 
152857,1,0:5 23:20 24:1 
152879,1,0:11 23:24 24:1 
152897,1,0:3 23:57 24:1 
152899,1,0:13 23:36 24:1 
152909,1,0:3 23:27 24:1 
152939,1,0:2 23:98 24:1 
152941,1,0:7 23:16 24:1 
152947,1,0:2 23:138 24:1 
152953,1,0:5 23:26 24:1 
152959,1,0:15 23:111 24:1 
152981,1,0:2 23:75 24:1 
152989,1,0:6 23:81 24:1 
152993,1,0:3 23:89 24:1 
153001,1,0:11 23:41 24:1 
153059,1,0:2 23:15 24:1 
153067,1,0:2 23:2 24:1 
153071,1,0:7 23:68 24:1 
153073,1,0:5 23:26 24:1 
153077,1,0:2 23:9 24:1 
153089,1,0:3 23:72 24:1 
153107,1,0:2 23:122 24:1 
153113,1,0:3 23:69 24:1 
153133,1,0:2 23:80 24:1 
153137,1,0:5 23:182 24:1 
153151,1,0:3 23:16 24:1 
153191,1,0:11 23:5 24:1 
153247,1,0:3 23:27 24:1 
153259,1,0:7 23:31 24:1 
153269,1,0:2 23:107 24:1 
153271,1,0:19 23:7 24:1 
153277,1,0:2 23:9 24:1 
153281,1,0:3 23:31 24:1 
153287,1,0:5 23:58 24:1 
153313,1,0:5 23:18 24:1 
153319,1,0:11 23:27 24:1 
153337,1,0:10 23:57 24:1 
153343,1,0:5 23:23 24:1 
153353,1,0:3 23:65 24:1 
153359,1,0:13 23:37 24:1 
153371,1,0:6 23:8 24:1 
153379,1,0:2 23:78 24:1 
153407,1,0:5 23:76 24:1 
153409,1,0:19 23:49 24:1 
153421,1,0:2 23:10 24:1 
153427,1,0:2 23:18 24:1 
153437,1,0:2 23:51 24:1 
153443,1,0:5 23:171 24:1 
153449,1,0:3 23:35 24:1 
153457,1,0:5 23:59 24:1 
153469,1,0:2 23:55 24:1 
153487,1,0:3 23:2 24:1 
153499,1,0:3 23:153 24:1 
153509,1,0:2 23:31 24:1 
153511,1,0:7 23:29 24:1 
153521,1,0:6 23:41 24:1 
153523,1,0:3 23:3 24:1 
153529,1,0:7 23:34 24:1 
153533,1,0:2 23:26 24:1 
153557,1,0:2 23:18 24:1 
153563,1,0:2 23:96 24:1 
153589,1,0:2 23:11 24:1 
153607,1,0:3 23:2 24:1 
153611,1,0:2 23:66 24:1 
153623,1,0:5 23:91 24:1 
153641,1,0:3 23:16 24:1 
153649,1,0:7 23:26 24:1 
153689,1,0:3 23:14 24:1 
153701,1,0:3 23:1 24:1 
153719,1,0:11 23:22 24:1 
153733,1,0:2 23:26 24:1 
153739,1,0:2 23:74 24:1 
153743,1,0:5 23:80 24:1 
153749,1,0:10 23:74 24:1 
153757,1,0:2 23:62 24:1 
153763,1,0:2 23:20 24:1 
153817,1,0:5 23:15 24:1 
153841,1,0:11 23:27 24:1 
153871,1,0:6 23:36 24:1 
153877,1,0:2 23:64 24:1 
153887,1,0:5 23:34 24:1 
153889,1,0:11 23:7 24:1 
153911,1,0:7 23:238 24:1 
153913,1,0:10 23:87 24:1 
153929,1,0:6 23:18 24:1 
153941,1,0:2 23:136 24:1 
153947,1,0:2 23:162 24:1 
153949,1,0:2 23:35 24:1 
153953,1,0:3 23:62 24:1 
153991,1,0:13 23:6 24:1 
153997,1,0:2 23:69 24:1 
154001,1,0:3 23:35 24:1 
154027,1,0:2 23:15 24:1 
154043,1,0:2 23:2 24:1 
154057,1,0:5 23:40 24:1 
154061,1,0:3 23:17 24:1 
154067,1,0:2 23:301 24:1 
154073,1,0:3 23:149 24:1 
154079,1,0:7 23:7 24:1 
154081,1,0:19 23:4 24:1 
154087,1,0:5 23:85 24:1 
154097,1,0:3 23:15 24:1 
154111,1,0:11 23:14 24:1 
154127,1,0:5 23:99 24:1 
154153,1,0:5 23:3 24:1 
154157,1,0:2 23:73 24:1 
154159,1,0:3 23:71 24:1 
154181,1,0:2 23:114 24:1 
154183,1,0:3 23:12 24:1 
154211,1,0:2 23:20 24:1 
154213,1,0:2 23:27 24:1 
154229,1,0:2 23:19 24:1 
154243,1,0:3 23:55 24:1 
154247,1,0:5 23:14 24:1 
154267,1,0:7 23:95 24:1 
154277,1,0:2 23:45 24:1 
154279,1,0:3 23:10 24:1 
154291,1,0:3 23:7 24:1 
154303,1,0:5 23:11 24:1 
154313,1,0:3 23:43 24:1 
154321,1,0:7 23:52 24:1 
154333,1,0:2 23:19 24:1 
154339,1,0:3 23:40 24:1 
154351,1,0:6 23:10 24:1 
154369,1,0:7 23:28 24:1 
154373,1,0:2 23:65 24:1 
154387,1,0:2 23:43 24:1 
154409,1,0:3 23:21 24:1 
154417,1,0:10 23:41 24:1 
154423,1,0:5 23:104 24:1 
154439,1,0:19 23:37 24:1 
154459,1,0:2 23:27 24:1 
154487,1,0:5 23:51 24:1 
154493,1,0:2 23:9 24:1 
154501,1,0:17 23:9 24:1 
154523,1,0:2 23:167 24:1 
154543,1,0:3 23:1 24:1 
154571,1,0:6 23:109 24:1 
154573,1,0:2 23:25 24:1 
154579,1,0:14 23:8 24:1 
154589,1,0:2 23:102 24:1 
154591,1,0:6 23:10 24:1 
154613,1,0:2 23:37 24:1 
154619,1,0:2 23:109 24:1 
154621,1,0:7 23:17 24:1 
154643,1,0:2 23:19 24:1 
154667,1,0:2 23:43 24:1 
154669,1,0:2 23:91 24:1 
154681,1,0:11 23:38 24:1 
154691,1,0:2 23:12 24:1 
154699,1,0:3 23:2 24:1 
154723,1,0:7 23:46 24:1 
154727,1,0:5 23:13 24:1 
154733,1,0:2 23:102 24:1 
154747,1,0:2 23:1 24:1 
154753,1,0:5 23:7 24:1 
154769,1,0:3 23:94 24:1 
154787,1,0:2 23:5 24:1 
154789,1,0:2 23:18 24:1 
154799,1,0:7 23:36 24:1 
154807,1,0:3 23:11 24:1 
154823,1,0:5 23:9 24:1 
154841,1,0:15 23:24 24:1 
154849,1,0:11 23:16 24:1 
154871,1,0:13 23:53 24:1 
154873,1,0:7 23:1 24:1 
154877,1,0:2 23:297 24:1 
154883,1,0:2 23:12 24:1 
154897,1,0:11 23:3 24:1 
154927,1,0:3 23:43 24:1 
154933,1,0:2 23:167 24:1 
154937,1,0:3 23:44 24:1 
154943,1,0:5 23:21 24:1 
154981,1,0:2 23:40 24:1 
154991,1,0:11 23:37 24:1 
155003,1,0:2 23:37 24:1 
155009,1,0:3 23:30 24:1 
155017,1,0:10 23:10 24:1 
155027,1,0:2 23:25 24:1 
155047,1,0:5 23:49 24:1 
155069,1,0:2 23:61 24:1 
155081,1,0:3 23:32 24:1 
155083,1,0:2 23:10 24:1 
155087,1,0:5 23:1 24:1 
155119,1,0:3 23:17 24:1 
155137,1,0:13 23:28 24:1 
155153,1,0:3 23:31 24:1 
155161,1,0:14 23:18 24:1 
155167,1,0:3 23:133 24:1 
155171,1,0:2 23:134 24:1 
155191,1,0:6 23:8 24:1 
155201,1,0:3 23:33 24:1 
155203,1,0:3 23:21 24:1 
155209,1,0:7 23:72 24:1 
155219,1,0:2 23:35 24:1 
155231,1,0:19 23:78 24:1 
155251,1,0:2 23:8 24:1 
155269,1,0:6 23:5 24:1 
155291,1,0:6 23:95 24:1 
155299,1,0:3 23:1 24:1 
155303,1,0:7 23:3 24:1 
155317,1,0:5 23:10 24:1 
155327,1,0:5 23:81 24:1 
155333,1,0:2 23:70 24:1 
155371,1,0:2 23:91 24:1 
155377,1,0:5 23:18 24:1 
155381,1,0:2 23:36 24:1 
155383,1,0:6 23:52 24:1 
155387,1,0:2 23:61 24:1 
155399,1,0:19 23:59 24:1 
155413,1,0:2 23:75 24:1 
155423,1,0:5 23:153 24:1 
155443,1,0:5 23:18 24:1 
155453,1,0:2 23:46 24:1 
155461,1,0:7 23:18 24:1 
155473,1,0:11 23:2 24:1 
155501,1,0:2 23:25 24:1 
155509,1,0:2 23:51 24:1 
155521,1,0:34 23:19 24:1 
155537,1,0:3 23:22 24:1 
155539,1,0:2 23:47 24:1 
155557,1,0:2 23:72 24:1 
155569,1,0:13 23:4 24:1 
155579,1,0:2 23:11 24:1 
155581,1,0:6 23:23 24:1 
155593,1,0:19 23:3 24:1 
155599,1,0:6 23:5 24:1 
155609,1,0:6 23:19 24:1 
155621,1,0:2 23:57 24:1 
155627,1,0:2 23:119 24:1 
155653,1,0:2 23:72 24:1 
155657,1,0:3 23:130 24:1 
155663,1,0:5 23:263 24:1 
155671,1,0:21 23:54 24:1 
155689,1,0:17 23:260 24:1 
155693,1,0:2 23:10 24:1 
155699,1,0:2 23:42 24:1 
155707,1,0:3 23:31 24:1 
155717,1,0:2 23:475 24:1 
155719,1,0:7 23:20 24:1 
155723,1,0:2 23:69 24:1 
155731,1,0:2 23:2 24:1 
155741,1,0:10 23:139 24:1 
155747,1,0:2 23:174 24:1 
155773,1,0:5 23:109 24:1 
155777,1,0:3 23:13 24:1 
155783,1,0:5 23:49 24:1 
155797,1,0:2 23:118 24:1 
155801,1,0:3 23:65 24:1 
155809,1,0:14 23:19 24:1 
155821,1,0:6 23:9 24:1 
155833,1,0:7 23:59 24:1 
155849,1,0:3 23:13 24:1 
155851,1,0:10 23:157 24:1 
155861,1,0:7 23:41 24:1 
155863,1,0:3 23:5 24:1 
155887,1,0:3 23:11 24:1 
155891,1,0:6 23:147 24:1 
155893,1,0:5 23:12 24:1 
155921,1,0:3 23:37 24:1 
156007,1,0:3 23:9 24:1 
156011,1,0:2 23:62 24:1 
156019,1,0:2 23:61 24:1 
156041,1,0:6 23:91 24:1 
156059,1,0:2 23:233 24:1 
156061,1,0:2 23:66 24:1 
156071,1,0:11 23:165 24:1 
156089,1,0:3 23:10 24:1 
156109,1,0:2 23:76 24:1 
156119,1,0:13 23:32 24:1 
156127,1,0:3 23:7 24:1 
156131,1,0:2 23:90 24:1 
156139,1,0:7 23:32 24:1 
156151,1,0:3 23:6 24:1 
156157,1,0:6 23:12 24:1 
156217,1,0:5 23:59 24:1 
156227,1,0:2 23:112 24:1 
156229,1,0:6 23:82 24:1 
156241,1,0:11 23:71 24:1 
156253,1,0:2 23:39 24:1 
156257,1,0:3 23:1 24:1 
156259,1,0:2 23:13 24:1 
156269,1,0:2 23:7 24:1 
156307,1,0:13 23:13 24:1 
156319,1,0:3 23:28 24:1 
156329,1,0:3 23:31 24:1 
156347,1,0:2 23:36 24:1 
156353,1,0:5 23:16 24:1 
156361,1,0:17 23:74 24:1 
156371,1,0:2 23:68 24:1 
156419,1,0:2 23:41 24:1 
156421,1,0:7 23:12 24:1 
156437,1,0:2 23:76 24:1 
156467,1,0:2 23:105 24:1 
156487,1,0:3 23:64 24:1 
156491,1,0:2 23:13 24:1 
156493,1,0:2 23:9 24:1 
156511,1,0:3 23:44 24:1 
156521,1,0:6 23:27 24:1 
156539,1,0:2 23:39 24:1 
156577,1,0:13 23:7 24:1 
156589,1,0:2 23:25 24:1 
156593,1,0:3 23:18 24:1 
156601,1,0:41 23:12 24:1 
156619,1,0:11 23:36 24:1 
156623,1,0:5 23:68 24:1 
156631,1,0:6 23:1 24:1 
156641,1,0:3 23:6 24:1 
156659,1,0:2 23:47 24:1 
156671,1,0:7 23:45 24:1 
156677,1,0:2 23:35 24:1 
156679,1,0:3 23:6 24:1 
156683,1,0:2 23:7 24:1 
156691,1,0:2 23:1 24:1 
156703,1,0:3 23:84 24:1 
156707,1,0:2 23:21 24:1 
156719,1,0:19 23:71 24:1 
156727,1,0:3 23:67 24:1 
156733,1,0:2 23:16 24:1 
156749,1,0:2 23:22 24:1 
156781,1,0:2 23:23 24:1 
156797,1,0:2 23:183 24:1 
156799,1,0:3 23:37 24:1 
156817,1,0:7 23:14 24:1 
156823,1,0:3 23:18 24:1 
156833,1,0:3 23:127 24:1 
156841,1,0:14 23:28 24:1 
156887,1,0:5 23:30 24:1 
156899,1,0:2 23:78 24:1 
156901,1,0:6 23:17 24:1 
156913,1,0:5 23:89 24:1 
156941,1,0:2 23:54 24:1 
156943,1,0:3 23:114 24:1 
156967,1,0:5 23:97 24:1 
156971,1,0:2 23:37 24:1 
156979,1,0:3 23:16 24:1 
157007,1,0:10 23:49 24:1 
157013,1,0:2 23:11 24:1 
157019,1,0:2 23:241 24:1 
