p,r,mipo
60899,1,0:51 19:1 20:1 
60901,1,0:224 19:1 20:1 
60913,1,0:244 19:1 20:1 
60917,1,0:80 19:1 20:1 
60919,1,0:666 19:1 20:1 
60923,1,0:84 19:1 20:1 
60937,1,0:134 19:1 20:1 
60943,1,0:71 19:1 20:1 
60953,1,0:147 19:1 20:1 
60961,1,0:93 19:1 20:1 
61001,1,0:27 19:1 20:1 
61007,1,0:213 19:1 20:1 
61027,1,0:109 19:1 20:1 
61031,1,0:89 19:1 20:1 
61043,1,0:254 19:1 20:1 
61051,1,0:160 19:1 20:1 
61057,1,0:51 19:1 20:1 
61091,1,0:10 19:1 20:1 
61099,1,0:182 19:1 20:1 
61121,1,0:68 19:1 20:1 
61129,1,0:22 19:1 20:1 
61141,1,0:22 19:1 20:1 
61151,1,0:376 19:1 20:1 
61153,1,0:240 19:1 20:1 
61169,1,0:37 19:1 20:1 
61211,1,0:24 19:1 20:1 
61223,1,0:34 19:1 20:1 
61231,1,0:55 19:1 20:1 
61253,1,0:148 19:1 20:1 
61261,1,0:51 19:1 20:1 
61283,1,0:206 19:1 20:1 
61291,1,0:236 19:1 20:1 
61297,1,0:52 19:1 20:1 
61331,1,0:96 19:1 20:1 
61333,1,0:44 19:1 20:1 
61339,1,0:13 19:1 20:1 
61343,1,0:41 19:1 20:1 
61357,1,0:141 19:1 20:1 
61363,1,0:11 19:1 20:1 
61379,1,0:282 19:1 20:1 
61381,1,0:7 19:1 20:1 
61403,1,0:134 19:1 20:1 
61409,1,0:136 19:1 20:1 
61417,1,0:180 19:1 20:1 
61441,1,0:264 19:1 20:1 
61463,1,0:115 19:1 20:1 
61469,1,0:60 19:1 20:1 
61471,1,0:11 19:1 20:1 
61483,1,0:12 19:1 20:1 
61487,1,0:118 19:1 20:1 
61493,1,0:104 19:1 20:1 
61507,1,0:72 19:1 20:1 
61511,1,0:21 19:1 20:1 
61519,1,0:84 19:1 20:1 
61543,1,0:3 19:1 20:1 
61547,1,0:22 19:1 20:1 
61553,1,0:79 19:1 20:1 
61559,1,0:35 19:1 20:1 
61561,1,0:14 19:1 20:1 
61583,1,0:134 19:1 20:1 
61603,1,0:62 19:1 20:1 
61609,1,0:79 19:1 20:1 
61613,1,0:92 19:1 20:1 
61627,1,0:167 19:1 20:1 
61631,1,0:79 19:1 20:1 
61637,1,0:37 19:1 20:1 
61643,1,0:18 19:1 20:1 
61651,1,0:7 19:1 20:1 
61657,1,0:5 19:1 20:1 
61667,1,0:50 19:1 20:1 
61673,1,0:99 19:1 20:1 
61681,1,0:31 19:1 20:1 
61687,1,0:158 19:1 20:1 
61703,1,0:70 19:1 20:1 
61717,1,0:60 19:1 20:1 
61723,1,0:234 19:1 20:1 
61729,1,0:178 19:1 20:1 
61751,1,0:28 19:1 20:1 
61757,1,0:57 19:1 20:1 
61781,1,0:238 19:1 20:1 
61813,1,0:179 19:1 20:1 
61819,1,0:146 19:1 20:1 
61837,1,0:145 19:1 20:1 
61843,1,0:93 19:1 20:1 
61861,1,0:195 19:1 20:1 
61871,1,0:203 19:1 20:1 
61879,1,0:148 19:1 20:1 
61909,1,0:182 19:1 20:1 
61927,1,0:62 19:1 20:1 
61933,1,0:57 19:1 20:1 
61949,1,0:27 19:1 20:1 
61961,1,0:19 19:1 20:1 
61967,1,0:30 19:1 20:1 
61979,1,0:10 19:1 20:1 
61981,1,0:150 19:1 20:1 
61987,1,0:284 19:1 20:1 
61991,1,0:201 19:1 20:1 
62003,1,0:77 19:1 20:1 
62011,1,0:159 19:1 20:1 
62017,1,0:10 19:1 20:1 
62039,1,0:85 19:1 20:1 
62047,1,0:87 19:1 20:1 
62053,1,0:15 19:1 20:1 
62057,1,0:250 19:1 20:1 
62071,1,0:56 19:1 20:1 
62081,1,0:38 19:1 20:1 
62099,1,0:188 19:1 20:1 
62119,1,0:424 19:1 20:1 
62129,1,0:58 19:1 20:1 
62131,1,0:11 19:1 20:1 
62137,1,0:83 19:1 20:1 
62141,1,0:61 19:1 20:1 
62143,1,0:56 19:1 20:1 
62171,1,0:47 19:1 20:1 
62189,1,0:18 19:1 20:1 
62191,1,0:203 19:1 20:1 
62201,1,0:12 19:1 20:1 
62207,1,0:215 19:1 20:1 
62213,1,0:106 19:1 20:1 
62219,1,0:485 19:1 20:1 
62233,1,0:134 19:1 20:1 
62273,1,0:19 19:1 20:1 
62297,1,0:89 19:1 20:1 
62299,1,0:22 19:1 20:1 
62303,1,0:15 19:1 20:1 
62311,1,0:31 19:1 20:1 
62323,1,0:103 19:1 20:1 
62327,1,0:326 19:1 20:1 
62347,1,0:37 19:1 20:1 
62351,1,0:209 19:1 20:1 
62383,1,0:67 19:1 20:1 
62401,1,0:31 19:1 20:1 
62417,1,0:109 19:1 20:1 
62423,1,0:184 19:1 20:1 
62459,1,0:95 19:1 20:1 
62467,1,0:147 19:1 20:1 
62473,1,0:39 19:1 20:1 
62477,1,0:111 19:1 20:1 
62483,1,0:13 19:1 20:1 
62497,1,0:120 19:1 20:1 
62501,1,0:41 19:1 20:1 
62507,1,0:11 19:1 20:1 
62533,1,0:18 19:1 20:1 
62539,1,0:12 19:1 20:1 
62549,1,0:179 19:1 20:1 
62563,1,0:72 19:1 20:1 
62581,1,0:142 19:1 20:1 
62591,1,0:136 19:1 20:1 
62597,1,0:28 19:1 20:1 
62603,1,0:13 19:1 20:1 
62617,1,0:20 19:1 20:1 
62627,1,0:86 19:1 20:1 
62633,1,0:439 19:1 20:1 
62639,1,0:26 19:1 20:1 
62653,1,0:71 19:1 20:1 
62659,1,0:147 19:1 20:1 
62683,1,0:358 19:1 20:1 
62687,1,0:5 19:1 20:1 
62701,1,0:14 19:1 20:1 
62723,1,0:24 19:1 20:1 
62731,1,0:66 19:1 20:1 
62743,1,0:119 19:1 20:1 
62753,1,0:185 19:1 20:1 
62761,1,0:211 19:1 20:1 
62773,1,0:222 19:1 20:1 
62791,1,0:451 19:1 20:1 
62801,1,0:88 19:1 20:1 
62819,1,0:86 19:1 20:1 
62827,1,0:59 19:1 20:1 
62851,1,0:116 19:1 20:1 
62861,1,0:27 19:1 20:1 
62869,1,0:110 19:1 20:1 
62873,1,0:22 19:1 20:1 
62897,1,0:108 19:1 20:1 
62903,1,0:60 19:1 20:1 
62921,1,0:134 19:1 20:1 
62927,1,0:201 19:1 20:1 
62929,1,0:47 19:1 20:1 
62939,1,0:68 19:1 20:1 
62969,1,0:164 19:1 20:1 
62971,1,0:142 19:1 20:1 
62981,1,0:83 19:1 20:1 
62983,1,0:80 19:1 20:1 
62987,1,0:37 19:1 20:1 
62989,1,0:112 19:1 20:1 
63029,1,0:265 19:1 20:1 
63031,1,0:105 19:1 20:1 
63059,1,0:103 19:1 20:1 
63067,1,0:2 19:1 20:1 
63073,1,0:14 19:1 20:1 
63079,1,0:159 19:1 20:1 
63097,1,0:47 19:1 20:1 
63103,1,0:250 19:1 20:1 
63113,1,0:103 19:1 20:1 
63127,1,0:5 19:1 20:1 
63131,1,0:435 19:1 20:1 
63149,1,0:13 19:1 20:1 
63179,1,0:161 19:1 20:1 
63197,1,0:46 19:1 20:1 
63199,1,0:15 19:1 20:1 
63211,1,0:48 19:1 20:1 
63241,1,0:176 19:1 20:1 
63247,1,0:12 19:1 20:1 
63277,1,0:124 19:1 20:1 
63281,1,0:17 19:1 20:1 
63299,1,0:168 19:1 20:1 
63311,1,0:102 19:1 20:1 
63313,1,0:21 19:1 20:1 
63317,1,0:22 19:1 20:1 
63331,1,0:387 19:1 20:1 
63337,1,0:65 19:1 20:1 
63347,1,0:98 19:1 20:1 
63353,1,0:29 19:1 20:1 
63361,1,0:190 19:1 20:1 
63367,1,0:23 19:1 20:1 
63377,1,0:3 19:1 20:1 
63389,1,0:66 19:1 20:1 
63391,1,0:210 19:1 20:1 
63397,1,0:71 19:1 20:1 
63409,1,0:104 19:1 20:1 
63419,1,0:54 19:1 20:1 
63421,1,0:109 19:1 20:1 
63439,1,0:19 19:1 20:1 
63443,1,0:291 19:1 20:1 
63463,1,0:39 19:1 20:1 
63467,1,0:107 19:1 20:1 
63473,1,0:5 19:1 20:1 
63487,1,0:20 19:1 20:1 
63493,1,0:171 19:1 20:1 
63499,1,0:79 19:1 20:1 
63521,1,0:12 19:1 20:1 
63527,1,0:53 19:1 20:1 
63533,1,0:20 19:1 20:1 
63541,1,0:206 19:1 20:1 
63559,1,0:334 19:1 20:1 
63577,1,0:207 19:1 20:1 
63587,1,0:127 19:1 20:1 
63589,1,0:179 19:1 20:1 
63599,1,0:62 19:1 20:1 
63601,1,0:44 19:1 20:1 
63607,1,0:134 19:1 20:1 
63611,1,0:24 19:1 20:1 
63617,1,0:70 19:1 20:1 
63629,1,0:13 19:1 20:1 
63647,1,0:375 19:1 20:1 
63649,1,0:47 19:1 20:1 
63659,1,0:2 19:1 20:1 
63667,1,0:168 19:1 20:1 
63671,1,0:264 19:1 20:1 
63689,1,0:114 19:1 20:1 
63691,1,0:50 19:1 20:1 
63697,1,0:69 19:1 20:1 
63703,1,0:260 19:1 20:1 
63709,1,0:17 19:1 20:1 
63719,1,0:291 19:1 20:1 
63727,1,0:118 19:1 20:1 
63737,1,0:42 19:1 20:1 
63743,1,0:41 19:1 20:1 
63761,1,0:30 19:1 20:1 
63773,1,0:174 19:1 20:1 
63781,1,0:127 19:1 20:1 
63793,1,0:335 19:1 20:1 
63799,1,0:350 19:1 20:1 
63803,1,0:118 19:1 20:1 
63809,1,0:111 19:1 20:1 
63823,1,0:13 19:1 20:1 
63839,1,0:186 19:1 20:1 
63841,1,0:55 19:1 20:1 
63853,1,0:218 19:1 20:1 
63857,1,0:20 19:1 20:1 
63863,1,0:94 19:1 20:1 
63901,1,0:116 19:1 20:1 
63907,1,0:32 19:1 20:1 
63913,1,0:51 19:1 20:1 
63929,1,0:243 19:1 20:1 
63949,1,0:220 19:1 20:1 
63977,1,0:94 19:1 20:1 
63997,1,0:119 19:1 20:1 
64007,1,0:197 19:1 20:1 
64013,1,0:109 19:1 20:1 
64019,1,0:58 19:1 20:1 
64033,1,0:88 19:1 20:1 
64037,1,0:3 19:1 20:1 
64063,1,0:42 19:1 20:1 
64067,1,0:188 19:1 20:1 
64081,1,0:140 19:1 20:1 
64091,1,0:6 19:1 20:1 
64109,1,0:128 19:1 20:1 
64123,1,0:242 19:1 20:1 
64151,1,0:57 19:1 20:1 
64153,1,0:272 19:1 20:1 
64157,1,0:114 19:1 20:1 
64171,1,0:290 19:1 20:1 
64187,1,0:213 19:1 20:1 
64189,1,0:28 19:1 20:1 
64217,1,0:89 19:1 20:1 
64223,1,0:164 19:1 20:1 
64231,1,0:305 19:1 20:1 
64237,1,0:32 19:1 20:1 
64271,1,0:69 19:1 20:1 
64279,1,0:255 19:1 20:1 
64283,1,0:220 19:1 20:1 
64301,1,0:89 19:1 20:1 
64303,1,0:90 19:1 20:1 
64319,1,0:53 19:1 20:1 
64327,1,0:62 19:1 20:1 
64333,1,0:150 19:1 20:1 
64373,1,0:243 19:1 20:1 
64381,1,0:10 19:1 20:1 
64399,1,0:272 19:1 20:1 
64403,1,0:14 19:1 20:1 
64433,1,0:10 19:1 20:1 
64439,1,0:14 19:1 20:1 
64451,1,0:50 19:1 20:1 
64453,1,0:146 19:1 20:1 
64483,1,0:12 19:1 20:1 
64489,1,0:247 19:1 20:1 
64499,1,0:161 19:1 20:1 
64513,1,0:69 19:1 20:1 
64553,1,0:250 19:1 20:1 
64567,1,0:133 19:1 20:1 
64577,1,0:75 19:1 20:1 
64579,1,0:392 19:1 20:1 
64591,1,0:61 19:1 20:1 
64601,1,0:108 19:1 20:1 
64609,1,0:71 19:1 20:1 
64613,1,0:104 19:1 20:1 
64621,1,0:98 19:1 20:1 
64627,1,0:79 19:1 20:1 
64633,1,0:38 19:1 20:1 
64661,1,0:132 19:1 20:1 
64663,1,0:161 19:1 20:1 
64667,1,0:5 19:1 20:1 
64679,1,0:136 19:1 20:1 
64693,1,0:230 19:1 20:1 
64709,1,0:506 19:1 20:1 
64717,1,0:29 19:1 20:1 
64747,1,0:118 19:1 20:1 
64763,1,0:22 19:1 20:1 
64781,1,0:134 19:1 20:1 
64783,1,0:186 19:1 20:1 
64793,1,0:3 19:1 20:1 
64811,1,0:151 19:1 20:1 
64817,1,0:97 19:1 20:1 
64849,1,0:187 19:1 20:1 
64853,1,0:179 19:1 20:1 
64871,1,0:22 19:1 20:1 
64877,1,0:246 19:1 20:1 
64879,1,0:157 19:1 20:1 
64891,1,0:90 19:1 20:1 
64901,1,0:105 19:1 20:1 
64919,1,0:189 19:1 20:1 
64921,1,0:97 19:1 20:1 
64927,1,0:257 19:1 20:1 
64937,1,0:105 19:1 20:1 
64951,1,0:137 19:1 20:1 
64969,1,0:86 19:1 20:1 
64997,1,0:128 19:1 20:1 
65003,1,0:221 19:1 20:1 
65011,1,0:98 19:1 20:1 
65027,1,0:98 19:1 20:1 
65029,1,0:124 19:1 20:1 
65033,1,0:6 19:1 20:1 
65053,1,0:99 19:1 20:1 
65063,1,0:411 19:1 20:1 
65071,1,0:153 19:1 20:1 
65089,1,0:129 19:1 20:1 
65099,1,0:8 19:1 20:1 
65101,1,0:96 19:1 20:1 
65111,1,0:431 19:1 20:1 
65119,1,0:3 19:1 20:1 
65123,1,0:21 19:1 20:1 
65129,1,0:300 19:1 20:1 
65141,1,0:108 19:1 20:1 
65147,1,0:60 19:1 20:1 
65167,1,0:146 19:1 20:1 
65171,1,0:187 19:1 20:1 
65173,1,0:151 19:1 20:1 
65179,1,0:58 19:1 20:1 
65183,1,0:191 19:1 20:1 
65203,1,0:91 19:1 20:1 
65213,1,0:242 19:1 20:1 
65239,1,0:104 19:1 20:1 
65257,1,0:131 19:1 20:1 
65267,1,0:122 19:1 20:1 
65269,1,0:98 19:1 20:1 
65287,1,0:55 19:1 20:1 
65293,1,0:335 19:1 20:1 
65309,1,0:516 19:1 20:1 
65323,1,0:138 19:1 20:1 
65327,1,0:442 19:1 20:1 
65353,1,0:30 19:1 20:1 
65357,1,0:20 19:1 20:1 
65371,1,0:44 19:1 20:1 
65381,1,0:214 19:1 20:1 
65393,1,0:63 19:1 20:1 
65407,1,0:3 19:1 20:1 
65413,1,0:74 19:1 20:1 
65419,1,0:17 19:1 20:1 
65423,1,0:71 19:1 20:1 
65437,1,0:56 19:1 20:1 
65447,1,0:34 19:1 20:1 
65449,1,0:67 19:1 20:1 
65479,1,0:28 19:1 20:1 
65497,1,0:257 19:1 20:1 
65519,1,0:141 19:1 20:1 
65521,1,0:61 19:1 20:1 
65537,1,0:3 19:1 20:1 
65539,1,0:14 19:1 20:1 
65543,1,0:5 19:1 20:1 
65551,1,0:61 19:1 20:1 
65557,1,0:92 19:1 20:1 
65563,1,0:20 19:1 20:1 
65579,1,0:23 19:1 20:1 
65581,1,0:112 19:1 20:1 
65587,1,0:38 19:1 20:1 
65599,1,0:171 19:1 20:1 
65609,1,0:58 19:1 20:1 
65617,1,0:58 19:1 20:1 
65629,1,0:96 19:1 20:1 
65633,1,0:21 19:1 20:1 
65647,1,0:164 19:1 20:1 
65651,1,0:106 19:1 20:1 
65657,1,0:193 19:1 20:1 
65677,1,0:21 19:1 20:1 
65687,1,0:155 19:1 20:1 
65699,1,0:30 19:1 20:1 
65701,1,0:323 19:1 20:1 
65707,1,0:32 19:1 20:1 
65713,1,0:202 19:1 20:1 
65717,1,0:102 19:1 20:1 
65719,1,0:76 19:1 20:1 
65729,1,0:56 19:1 20:1 
65731,1,0:327 19:1 20:1 
65761,1,0:56 19:1 20:1 
65777,1,0:141 19:1 20:1 
65789,1,0:72 19:1 20:1 
65809,1,0:148 19:1 20:1 
65827,1,0:11 19:1 20:1 
65831,1,0:111 19:1 20:1 
65837,1,0:230 19:1 20:1 
65839,1,0:44 19:1 20:1 
65843,1,0:24 19:1 20:1 
65851,1,0:65 19:1 20:1 
65867,1,0:84 19:1 20:1 
65881,1,0:55 19:1 20:1 
65899,1,0:12 19:1 20:1 
65921,1,0:166 19:1 20:1 
65927,1,0:53 19:1 20:1 
65929,1,0:42 19:1 20:1 
65951,1,0:112 19:1 20:1 
65957,1,0:167 19:1 20:1 
65963,1,0:53 19:1 20:1 
65981,1,0:18 19:1 20:1 
65983,1,0:59 19:1 20:1 
65993,1,0:3 19:1 20:1 
66029,1,0:40 19:1 20:1 
66037,1,0:107 19:1 20:1 
66041,1,0:60 19:1 20:1 
66047,1,0:14 19:1 20:1 
66067,1,0:65 19:1 20:1 
66071,1,0:31 19:1 20:1 
66083,1,0:15 19:1 20:1 
66089,1,0:39 19:1 20:1 
66103,1,0:224 19:1 20:1 
66107,1,0:41 19:1 20:1 
66109,1,0:102 19:1 20:1 
66137,1,0:29 19:1 20:1 
66161,1,0:109 19:1 20:1 
66169,1,0:70 19:1 20:1 
66173,1,0:66 19:1 20:1 
66179,1,0:47 19:1 20:1 
66191,1,0:165 19:1 20:1 
66221,1,0:103 19:1 20:1 
66239,1,0:218 19:1 20:1 
66271,1,0:140 19:1 20:1 
66293,1,0:23 19:1 20:1 
66301,1,0:95 19:1 20:1 
66337,1,0:116 19:1 20:1 
66343,1,0:154 19:1 20:1 
66347,1,0:162 19:1 20:1 
66359,1,0:214 19:1 20:1 
66361,1,0:241 19:1 20:1 
66373,1,0:13 19:1 20:1 
66377,1,0:80 19:1 20:1 
66383,1,0:26 19:1 20:1 
66403,1,0:55 19:1 20:1 
66413,1,0:176 19:1 20:1 
66431,1,0:61 19:1 20:1 
66449,1,0:163 19:1 20:1 
66457,1,0:137 19:1 20:1 
66463,1,0:166 19:1 20:1 
66467,1,0:166 19:1 20:1 
66491,1,0:10 19:1 20:1 
66499,1,0:741 19:1 20:1 
66509,1,0:8 19:1 20:1 
66523,1,0:78 19:1 20:1 
66529,1,0:31 19:1 20:1 
66533,1,0:7 19:1 20:1 
66541,1,0:387 19:1 20:1 
66553,1,0:87 19:1 20:1 
66569,1,0:35 19:1 20:1 
66571,1,0:302 19:1 20:1 
66587,1,0:524 19:1 20:1 
66593,1,0:138 19:1 20:1 
66601,1,0:330 19:1 20:1 
66617,1,0:12 19:1 20:1 
66629,1,0:53 19:1 20:1 
66643,1,0:79 19:1 20:1 
66653,1,0:3 19:1 20:1 
66683,1,0:29 19:1 20:1 
66697,1,0:263 19:1 20:1 
66701,1,0:15 19:1 20:1 
66713,1,0:220 19:1 20:1 
66721,1,0:129 19:1 20:1 
66733,1,0:33 19:1 20:1 
66739,1,0:410 19:1 20:1 
66749,1,0:251 19:1 20:1 
66751,1,0:398 19:1 20:1 
66763,1,0:5 19:1 20:1 
66791,1,0:28 19:1 20:1 
66797,1,0:18 19:1 20:1 
66809,1,0:6 19:1 20:1 
66821,1,0:103 19:1 20:1 
66841,1,0:63 19:1 20:1 
66851,1,0:425 19:1 20:1 
66853,1,0:13 19:1 20:1 
66863,1,0:155 19:1 20:1 
66877,1,0:62 19:1 20:1 
66883,1,0:68 19:1 20:1 
66889,1,0:92 19:1 20:1 
66919,1,0:528 19:1 20:1 
66923,1,0:2 19:1 20:1 
66931,1,0:75 19:1 20:1 
66943,1,0:96 19:1 20:1 
66947,1,0:5 19:1 20:1 
66949,1,0:158 19:1 20:1 
66959,1,0:261 19:1 20:1 
66973,1,0:35 19:1 20:1 
66977,1,0:62 19:1 20:1 
67003,1,0:26 19:1 20:1 
67021,1,0:127 19:1 20:1 
67033,1,0:170 19:1 20:1 
67043,1,0:24 19:1 20:1 
67049,1,0:317 19:1 20:1 
67057,1,0:37 19:1 20:1 
67061,1,0:18 19:1 20:1 
67073,1,0:89 19:1 20:1 
67079,1,0:19 19:1 20:1 
67103,1,0:206 19:1 20:1 
67121,1,0:230 19:1 20:1 
67129,1,0:244 19:1 20:1 
67139,1,0:54 19:1 20:1 
67141,1,0:2 19:1 20:1 
67153,1,0:117 19:1 20:1 
67157,1,0:72 19:1 20:1 
67169,1,0:255 19:1 20:1 
67181,1,0:130 19:1 20:1 
67187,1,0:6 19:1 20:1 
67189,1,0:336 19:1 20:1 
67211,1,0:7 19:1 20:1 
67213,1,0:145 19:1 20:1 
67217,1,0:413 19:1 20:1 
67219,1,0:207 19:1 20:1 
67231,1,0:37 19:1 20:1 
67247,1,0:11 19:1 20:1 
67261,1,0:685 19:1 20:1 
67271,1,0:310 19:1 20:1 
67273,1,0:69 19:1 20:1 
67289,1,0:37 19:1 20:1 
67307,1,0:62 19:1 20:1 
67339,1,0:192 19:1 20:1 
67343,1,0:278 19:1 20:1 
67349,1,0:21 19:1 20:1 
67369,1,0:57 19:1 20:1 
67391,1,0:203 19:1 20:1 
67399,1,0:116 19:1 20:1 
67409,1,0:24 19:1 20:1 
67411,1,0:17 19:1 20:1 
67421,1,0:56 19:1 20:1 
67427,1,0:8 19:1 20:1 
67429,1,0:200 19:1 20:1 
67433,1,0:10 19:1 20:1 
67447,1,0:108 19:1 20:1 
67453,1,0:131 19:1 20:1 
67477,1,0:22 19:1 20:1 
67481,1,0:145 19:1 20:1 
67489,1,0:439 19:1 20:1 
67493,1,0:39 19:1 20:1 
67499,1,0:55 19:1 20:1 
67511,1,0:69 19:1 20:1 
67523,1,0:131 19:1 20:1 
67531,1,0:132 19:1 20:1 
67537,1,0:182 19:1 20:1 
67547,1,0:79 19:1 20:1 
67559,1,0:189 19:1 20:1 
67567,1,0:44 19:1 20:1 
67577,1,0:39 19:1 20:1 
67579,1,0:87 19:1 20:1 
67589,1,0:123 19:1 20:1 
67601,1,0:48 19:1 20:1 
67607,1,0:10 19:1 20:1 
67619,1,0:271 19:1 20:1 
67631,1,0:11 19:1 20:1 
67651,1,0:178 19:1 20:1 
67679,1,0:337 19:1 20:1 
67699,1,0:250 19:1 20:1 
67709,1,0:87 19:1 20:1 
67723,1,0:75 19:1 20:1 
67733,1,0:18 19:1 20:1 
67741,1,0:13 19:1 20:1 
67751,1,0:469 19:1 20:1 
67757,1,0:74 19:1 20:1 
67759,1,0:48 19:1 20:1 
67763,1,0:14 19:1 20:1 
67777,1,0:7 19:1 20:1 
67783,1,0:28 19:1 20:1 
67789,1,0:31 19:1 20:1 
67801,1,0:252 19:1 20:1 
67807,1,0:3 19:1 20:1 
67819,1,0:94 19:1 20:1 
67829,1,0:251 19:1 20:1 
67843,1,0:218 19:1 20:1 
67853,1,0:18 19:1 20:1 
67867,1,0:111 19:1 20:1 
67883,1,0:79 19:1 20:1 
67891,1,0:74 19:1 20:1 
67901,1,0:151 19:1 20:1 
67927,1,0:24 19:1 20:1 
67931,1,0:74 19:1 20:1 
67933,1,0:447 19:1 20:1 
67939,1,0:338 19:1 20:1 
67943,1,0:307 19:1 20:1 
67957,1,0:2 19:1 20:1 
67961,1,0:217 19:1 20:1 
67967,1,0:60 19:1 20:1 
67979,1,0:30 19:1 20:1 
67987,1,0:20 19:1 20:1 
67993,1,0:23 19:1 20:1 
68023,1,0:23 19:1 20:1 
68041,1,0:555 19:1 20:1 
68053,1,0:15 19:1 20:1 
68059,1,0:10 19:1 20:1 
68071,1,0:103 19:1 20:1 
68087,1,0:55 19:1 20:1 
68099,1,0:2 19:1 20:1 
68111,1,0:382 19:1 20:1 
68113,1,0:13 19:1 20:1 
68141,1,0:222 19:1 20:1 
68147,1,0:21 19:1 20:1 
68161,1,0:39 19:1 20:1 
68171,1,0:318 19:1 20:1 
68207,1,0:35 19:1 20:1 
68209,1,0:265 19:1 20:1 
68213,1,0:11 19:1 20:1 
68219,1,0:84 19:1 20:1 
68227,1,0:20 19:1 20:1 
68239,1,0:283 19:1 20:1 
68261,1,0:53 19:1 20:1 
68279,1,0:568 19:1 20:1 
68281,1,0:260 19:1 20:1 
68311,1,0:239 19:1 20:1 
68329,1,0:204 19:1 20:1 
68351,1,0:172 19:1 20:1 
68371,1,0:28 19:1 20:1 
68389,1,0:21 19:1 20:1 
68399,1,0:149 19:1 20:1 
68437,1,0:44 19:1 20:1 
68443,1,0:112 19:1 20:1 
68447,1,0:7 19:1 20:1 
68449,1,0:44 19:1 20:1 
68473,1,0:111 19:1 20:1 
68477,1,0:116 19:1 20:1 
68483,1,0:23 19:1 20:1 
68489,1,0:316 19:1 20:1 
68491,1,0:48 19:1 20:1 
68501,1,0:507 19:1 20:1 
68507,1,0:42 19:1 20:1 
68521,1,0:215 19:1 20:1 
68531,1,0:24 19:1 20:1 
68539,1,0:156 19:1 20:1 
68543,1,0:109 19:1 20:1 
68567,1,0:63 19:1 20:1 
68581,1,0:56 19:1 20:1 
68597,1,0:5 19:1 20:1 
68611,1,0:137 19:1 20:1 
68633,1,0:3 19:1 20:1 
68639,1,0:105 19:1 20:1 
68659,1,0:60 19:1 20:1 
68669,1,0:18 19:1 20:1 
68683,1,0:59 19:1 20:1 
68687,1,0:161 19:1 20:1 
68699,1,0:11 19:1 20:1 
68711,1,0:482 19:1 20:1 
68713,1,0:86 19:1 20:1 
68729,1,0:12 19:1 20:1 
68737,1,0:20 19:1 20:1 
68743,1,0:38 19:1 20:1 
68749,1,0:74 19:1 20:1 
68767,1,0:115 19:1 20:1 
68771,1,0:339 19:1 20:1 
68777,1,0:27 19:1 20:1 
68791,1,0:227 19:1 20:1 
68813,1,0:19 19:1 20:1 
68819,1,0:165 19:1 20:1 
68821,1,0:19 19:1 20:1 
68863,1,0:19 19:1 20:1 
68879,1,0:74 19:1 20:1 
68881,1,0:173 19:1 20:1 
68891,1,0:18 19:1 20:1 
68897,1,0:59 19:1 20:1 
68899,1,0:268 19:1 20:1 
68903,1,0:23 19:1 20:1 
68909,1,0:19 19:1 20:1 
68917,1,0:104 19:1 20:1 
68927,1,0:33 19:1 20:1 
68947,1,0:59 19:1 20:1 
68963,1,0:110 19:1 20:1 
68993,1,0:27 19:1 20:1 
69001,1,0:67 19:1 20:1 
69011,1,0:18 19:1 20:1 
69019,1,0:232 19:1 20:1 
69029,1,0:3 19:1 20:1 
69031,1,0:3 19:1 20:1 
69061,1,0:43 19:1 20:1 
69067,1,0:118 19:1 20:1 
69073,1,0:59 19:1 20:1 
69109,1,0:38 19:1 20:1 
69119,1,0:114 19:1 20:1 
69127,1,0:46 19:1 20:1 
69143,1,0:237 19:1 20:1 
69149,1,0:48 19:1 20:1 
69151,1,0:17 19:1 20:1 
69163,1,0:32 19:1 20:1 
69191,1,0:13 19:1 20:1 
69193,1,0:113 19:1 20:1 
69197,1,0:11 19:1 20:1 
69203,1,0:32 19:1 20:1 
69221,1,0:7 19:1 20:1 
69233,1,0:102 19:1 20:1 
69239,1,0:263 19:1 20:1 
69247,1,0:3 19:1 20:1 
69257,1,0:276 19:1 20:1 
69259,1,0:257 19:1 20:1 
69263,1,0:34 19:1 20:1 
69313,1,0:33 19:1 20:1 
69317,1,0:265 19:1 20:1 
69337,1,0:79 19:1 20:1 
69341,1,0:29 19:1 20:1 
69371,1,0:73 19:1 20:1 
69379,1,0:77 19:1 20:1 
69383,1,0:123 19:1 20:1 
69389,1,0:112 19:1 20:1 
69401,1,0:13 19:1 20:1 
69403,1,0:183 19:1 20:1 
69427,1,0:70 19:1 20:1 
69431,1,0:130 19:1 20:1 
69439,1,0:157 19:1 20:1 
69457,1,0:296 19:1 20:1 
69463,1,0:90 19:1 20:1 
69467,1,0:202 19:1 20:1 
69473,1,0:74 19:1 20:1 
69481,1,0:94 19:1 20:1 
69491,1,0:10 19:1 20:1 
69493,1,0:23 19:1 20:1 
69497,1,0:54 19:1 20:1 
69499,1,0:158 19:1 20:1 
69539,1,0:53 19:1 20:1 
69557,1,0:263 19:1 20:1 
69593,1,0:19 19:1 20:1 
69623,1,0:118 19:1 20:1 
69653,1,0:114 19:1 20:1 
69661,1,0:127 19:1 20:1 
69677,1,0:222 19:1 20:1 
69691,1,0:128 19:1 20:1 
69697,1,0:87 19:1 20:1 
69709,1,0:11 19:1 20:1 
