p,r,mipo
12401,1,0:54 11:1 12:1 
12409,1,0:35 11:1 12:1 
12413,1,0:272 11:1 12:1 
12421,1,0:208 11:1 12:1 
12433,1,0:97 11:1 12:1 
12437,1,0:91 11:1 12:1 
12451,1,0:105 11:1 12:1 
12457,1,0:80 11:1 12:1 
12473,1,0:111 11:1 12:1 
12479,1,0:61 11:1 12:1 
12487,1,0:47 11:1 12:1 
12491,1,0:91 11:1 12:1 
12497,1,0:515 11:1 12:1 
12503,1,0:53 11:1 12:1 
12511,1,0:55 11:1 12:1 
12517,1,0:13 11:1 12:1 
12527,1,0:28 11:1 12:1 
12539,1,0:51 11:1 12:1 
12541,1,0:127 11:1 12:1 
12547,1,0:52 11:1 12:1 
12553,1,0:31 11:1 12:1 
12569,1,0:22 11:1 12:1 
12577,1,0:145 11:1 12:1 
12583,1,0:67 11:1 12:1 
12589,1,0:22 11:1 12:1 
12601,1,0:87 11:1 12:1 
12611,1,0:26 11:1 12:1 
12613,1,0:86 11:1 12:1 
12619,1,0:48 11:1 12:1 
12637,1,0:55 11:1 12:1 
12641,1,0:23 11:1 12:1 
12647,1,0:15 11:1 12:1 
12653,1,0:111 11:1 12:1 
12659,1,0:32 11:1 12:1 
12671,1,0:152 11:1 12:1 
12689,1,0:27 11:1 12:1 
12697,1,0:60 11:1 12:1 
12703,1,0:12 11:1 12:1 
12713,1,0:24 11:1 12:1 
12721,1,0:116 11:1 12:1 
12739,1,0:146 11:1 12:1 
12743,1,0:22 11:1 12:1 
12757,1,0:11 11:1 12:1 
12763,1,0:32 11:1 12:1 
12781,1,0:89 11:1 12:1 
12791,1,0:34 11:1 12:1 
12799,1,0:57 11:1 12:1 
12809,1,0:19 11:1 12:1 
12821,1,0:14 11:1 12:1 
12823,1,0:10 11:1 12:1 
12829,1,0:18 11:1 12:1 
12841,1,0:59 11:1 12:1 
12853,1,0:22 11:1 12:1 
12889,1,0:117 11:1 12:1 
12893,1,0:132 11:1 12:1 
12899,1,0:26 11:1 12:1 
12907,1,0:35 11:1 12:1 
12911,1,0:146 11:1 12:1 
12917,1,0:68 11:1 12:1 
12919,1,0:75 11:1 12:1 
12923,1,0:91 11:1 12:1 
12941,1,0:28 11:1 12:1 
12953,1,0:13 11:1 12:1 
12959,1,0:63 11:1 12:1 
12967,1,0:40 11:1 12:1 
12973,1,0:43 11:1 12:1 
12979,1,0:162 11:1 12:1 
12983,1,0:82 11:1 12:1 
13001,1,0:44 11:1 12:1 
13003,1,0:66 11:1 12:1 
13007,1,0:86 11:1 12:1 
13009,1,0:103 11:1 12:1 
13033,1,0:90 11:1 12:1 
13037,1,0:30 11:1 12:1 
13043,1,0:15 11:1 12:1 
13049,1,0:38 11:1 12:1 
13063,1,0:57 11:1 12:1 
13093,1,0:60 11:1 12:1 
13099,1,0:3 11:1 12:1 
13103,1,0:30 11:1 12:1 
13109,1,0:10 11:1 12:1 
13121,1,0:37 11:1 12:1 
13127,1,0:74 11:1 12:1 
13147,1,0:59 11:1 12:1 
13151,1,0:26 11:1 12:1 
13159,1,0:21 11:1 12:1 
13163,1,0:2 11:1 12:1 
13171,1,0:50 11:1 12:1 
13177,1,0:10 11:1 12:1 
13183,1,0:11 11:1 12:1 
13187,1,0:68 11:1 12:1 
13217,1,0:3 11:1 12:1 
13219,1,0:21 11:1 12:1 
13229,1,0:11 11:1 12:1 
13241,1,0:22 11:1 12:1 
13249,1,0:129 11:1 12:1 
13259,1,0:30 11:1 12:1 
13267,1,0:42 11:1 12:1 
13291,1,0:66 11:1 12:1 
13297,1,0:20 11:1 12:1 
13309,1,0:24 11:1 12:1 
13313,1,0:204 11:1 12:1 
13327,1,0:51 11:1 12:1 
13331,1,0:70 11:1 12:1 
13337,1,0:38 11:1 12:1 
13339,1,0:67 11:1 12:1 
13367,1,0:21 11:1 12:1 
13381,1,0:24 11:1 12:1 
13397,1,0:85 11:1 12:1 
13399,1,0:78 11:1 12:1 
13411,1,0:3 11:1 12:1 
13417,1,0:135 11:1 12:1 
13421,1,0:56 11:1 12:1 
13441,1,0:33 11:1 12:1 
13451,1,0:46 11:1 12:1 
13457,1,0:40 11:1 12:1 
13463,1,0:40 11:1 12:1 
13469,1,0:58 11:1 12:1 
13477,1,0:31 11:1 12:1 
13487,1,0:10 11:1 12:1 
13499,1,0:14 11:1 12:1 
13513,1,0:20 11:1 12:1 
13523,1,0:168 11:1 12:1 
13537,1,0:11 11:1 12:1 
13553,1,0:71 11:1 12:1 
13567,1,0:24 11:1 12:1 
13577,1,0:52 11:1 12:1 
13591,1,0:53 11:1 12:1 
13597,1,0:51 11:1 12:1 
13613,1,0:2 11:1 12:1 
13619,1,0:44 11:1 12:1 
13627,1,0:29 11:1 12:1 
13633,1,0:85 11:1 12:1 
13649,1,0:29 11:1 12:1 
13669,1,0:30 11:1 12:1 
13679,1,0:28 11:1 12:1 
13681,1,0:46 11:1 12:1 
13687,1,0:6 11:1 12:1 
13691,1,0:2 11:1 12:1 
13693,1,0:15 11:1 12:1 
13697,1,0:147 11:1 12:1 
13709,1,0:53 11:1 12:1 
13711,1,0:11 11:1 12:1 
13721,1,0:130 11:1 12:1 
13723,1,0:19 11:1 12:1 
13729,1,0:111 11:1 12:1 
13751,1,0:62 11:1 12:1 
13757,1,0:69 11:1 12:1 
13759,1,0:30 11:1 12:1 
13763,1,0:63 11:1 12:1 
13781,1,0:75 11:1 12:1 
13789,1,0:19 11:1 12:1 
13799,1,0:26 11:1 12:1 
13807,1,0:29 11:1 12:1 
13829,1,0:101 11:1 12:1 
13831,1,0:103 11:1 12:1 
13841,1,0:48 11:1 12:1 
13859,1,0:73 11:1 12:1 
13873,1,0:80 11:1 12:1 
13877,1,0:8 11:1 12:1 
13879,1,0:48 11:1 12:1 
13883,1,0:20 11:1 12:1 
13901,1,0:44 11:1 12:1 
13903,1,0:34 11:1 12:1 
13907,1,0:128 11:1 12:1 
13913,1,0:75 11:1 12:1 
13921,1,0:126 11:1 12:1 
13931,1,0:72 11:1 12:1 
13933,1,0:44 11:1 12:1 
13963,1,0:107 11:1 12:1 
13967,1,0:5 11:1 12:1 
13997,1,0:19 11:1 12:1 
13999,1,0:158 11:1 12:1 
14009,1,0:69 11:1 12:1 
14011,1,0:23 11:1 12:1 
14029,1,0:123 11:1 12:1 
14033,1,0:12 11:1 12:1 
14051,1,0:30 11:1 12:1 
14057,1,0:21 11:1 12:1 
14071,1,0:23 11:1 12:1 
14081,1,0:38 11:1 12:1 
14083,1,0:18 11:1 12:1 
14087,1,0:17 11:1 12:1 
14107,1,0:12 11:1 12:1 
14143,1,0:54 11:1 12:1 
14149,1,0:70 11:1 12:1 
14153,1,0:96 11:1 12:1 
14159,1,0:130 11:1 12:1 
14173,1,0:6 11:1 12:1 
14177,1,0:24 11:1 12:1 
14197,1,0:42 11:1 12:1 
14207,1,0:26 11:1 12:1 
14221,1,0:130 11:1 12:1 
14243,1,0:67 11:1 12:1 
14249,1,0:210 11:1 12:1 
14251,1,0:3 11:1 12:1 
14281,1,0:82 11:1 12:1 
14293,1,0:15 11:1 12:1 
14303,1,0:21 11:1 12:1 
14321,1,0:41 11:1 12:1 
14323,1,0:107 11:1 12:1 
14327,1,0:37 11:1 12:1 
14341,1,0:46 11:1 12:1 
14347,1,0:151 11:1 12:1 
14369,1,0:66 11:1 12:1 
14387,1,0:43 11:1 12:1 
14389,1,0:40 11:1 12:1 
14401,1,0:55 11:1 12:1 
14407,1,0:94 11:1 12:1 
14411,1,0:6 11:1 12:1 
14419,1,0:18 11:1 12:1 
14423,1,0:5 11:1 12:1 
14431,1,0:159 11:1 12:1 
14437,1,0:264 11:1 12:1 
14447,1,0:15 11:1 12:1 
14449,1,0:209 11:1 12:1 
14461,1,0:7 11:1 12:1 
14479,1,0:3 11:1 12:1 
14489,1,0:99 11:1 12:1 
14503,1,0:35 11:1 12:1 
14519,1,0:74 11:1 12:1 
14533,1,0:174 11:1 12:1 
14537,1,0:12 11:1 12:1 
14543,1,0:21 11:1 12:1 
14549,1,0:28 11:1 12:1 
14551,1,0:22 11:1 12:1 
14557,1,0:128 11:1 12:1 
14561,1,0:149 11:1 12:1 
14563,1,0:22 11:1 12:1 
14591,1,0:39 11:1 12:1 
14593,1,0:37 11:1 12:1 
14621,1,0:44 11:1 12:1 
14627,1,0:22 11:1 12:1 
14629,1,0:79 11:1 12:1 
14633,1,0:123 11:1 12:1 
14639,1,0:84 11:1 12:1 
14653,1,0:45 11:1 12:1 
14657,1,0:148 11:1 12:1 
14669,1,0:98 11:1 12:1 
14683,1,0:28 11:1 12:1 
14699,1,0:32 11:1 12:1 
14713,1,0:53 11:1 12:1 
14717,1,0:11 11:1 12:1 
14723,1,0:19 11:1 12:1 
14731,1,0:52 11:1 12:1 
14737,1,0:173 11:1 12:1 
14741,1,0:7 11:1 12:1 
14747,1,0:32 11:1 12:1 
14753,1,0:5 11:1 12:1 
14759,1,0:47 11:1 12:1 
14767,1,0:6 11:1 12:1 
14771,1,0:30 11:1 12:1 
14779,1,0:35 11:1 12:1 
14783,1,0:74 11:1 12:1 
14797,1,0:7 11:1 12:1 
14813,1,0:99 11:1 12:1 
14821,1,0:6 11:1 12:1 
14827,1,0:28 11:1 12:1 
14831,1,0:13 11:1 12:1 
14843,1,0:85 11:1 12:1 
14851,1,0:112 11:1 12:1 
14867,1,0:8 11:1 12:1 
14869,1,0:50 11:1 12:1 
14879,1,0:29 11:1 12:1 
14887,1,0:124 11:1 12:1 
14891,1,0:87 11:1 12:1 
14897,1,0:43 11:1 12:1 
14923,1,0:226 11:1 12:1 
14929,1,0:296 11:1 12:1 
14939,1,0:52 11:1 12:1 
14947,1,0:45 11:1 12:1 
14951,1,0:83 11:1 12:1 
14957,1,0:27 11:1 12:1 
14969,1,0:6 11:1 12:1 
14983,1,0:29 11:1 12:1 
15013,1,0:58 11:1 12:1 
15017,1,0:3 11:1 12:1 
15031,1,0:136 11:1 12:1 
15053,1,0:59 11:1 12:1 
15061,1,0:90 11:1 12:1 
15073,1,0:15 11:1 12:1 
15077,1,0:110 11:1 12:1 
15083,1,0:19 11:1 12:1 
15091,1,0:85 11:1 12:1 
15101,1,0:15 11:1 12:1 
15107,1,0:17 11:1 12:1 
15121,1,0:43 11:1 12:1 
15131,1,0:63 11:1 12:1 
15137,1,0:17 11:1 12:1 
15139,1,0:15 11:1 12:1 
15149,1,0:71 11:1 12:1 
15161,1,0:17 11:1 12:1 
15173,1,0:14 11:1 12:1 
15187,1,0:69 11:1 12:1 
15193,1,0:20 11:1 12:1 
15199,1,0:328 11:1 12:1 
15217,1,0:39 11:1 12:1 
15227,1,0:94 11:1 12:1 
15233,1,0:61 11:1 12:1 
15241,1,0:163 11:1 12:1 
15259,1,0:124 11:1 12:1 
15263,1,0:133 11:1 12:1 
15269,1,0:53 11:1 12:1 
15271,1,0:39 11:1 12:1 
15277,1,0:18 11:1 12:1 
15287,1,0:222 11:1 12:1 
15289,1,0:55 11:1 12:1 
15299,1,0:102 11:1 12:1 
15307,1,0:62 11:1 12:1 
15313,1,0:180 11:1 12:1 
15319,1,0:23 11:1 12:1 
15329,1,0:62 11:1 12:1 
15331,1,0:35 11:1 12:1 
15349,1,0:28 11:1 12:1 
15359,1,0:35 11:1 12:1 
15361,1,0:13 11:1 12:1 
15373,1,0:6 11:1 12:1 
15377,1,0:6 11:1 12:1 
15383,1,0:15 11:1 12:1 
15391,1,0:79 11:1 12:1 
15401,1,0:111 11:1 12:1 
15413,1,0:57 11:1 12:1 
15427,1,0:12 11:1 12:1 
15439,1,0:287 11:1 12:1 
15443,1,0:17 11:1 12:1 
15451,1,0:42 11:1 12:1 
15461,1,0:26 11:1 12:1 
15467,1,0:6 11:1 12:1 
15473,1,0:11 11:1 12:1 
15493,1,0:82 11:1 12:1 
15497,1,0:34 11:1 12:1 
15511,1,0:41 11:1 12:1 
15527,1,0:76 11:1 12:1 
15541,1,0:54 11:1 12:1 
15551,1,0:23 11:1 12:1 
15559,1,0:6 11:1 12:1 
15569,1,0:12 11:1 12:1 
15581,1,0:22 11:1 12:1 
15583,1,0:54 11:1 12:1 
15601,1,0:35 11:1 12:1 
15607,1,0:26 11:1 12:1 
15619,1,0:60 11:1 12:1 
15629,1,0:73 11:1 12:1 
15641,1,0:142 11:1 12:1 
15643,1,0:19 11:1 12:1 
15647,1,0:21 11:1 12:1 
15649,1,0:166 11:1 12:1 
15661,1,0:30 11:1 12:1 
15667,1,0:154 11:1 12:1 
15671,1,0:89 11:1 12:1 
15679,1,0:99 11:1 12:1 
15683,1,0:15 11:1 12:1 
15727,1,0:41 11:1 12:1 
15731,1,0:31 11:1 12:1 
15733,1,0:38 11:1 12:1 
15737,1,0:44 11:1 12:1 
15739,1,0:126 11:1 12:1 
15749,1,0:62 11:1 12:1 
15761,1,0:13 11:1 12:1 
15767,1,0:46 11:1 12:1 
15773,1,0:98 11:1 12:1 
15787,1,0:3 11:1 12:1 
15791,1,0:259 11:1 12:1 
15797,1,0:53 11:1 12:1 
15803,1,0:20 11:1 12:1 
15809,1,0:120 11:1 12:1 
15817,1,0:51 11:1 12:1 
15823,1,0:3 11:1 12:1 
15859,1,0:94 11:1 12:1 
15877,1,0:24 11:1 12:1 
15881,1,0:6 11:1 12:1 
15887,1,0:139 11:1 12:1 
15889,1,0:61 11:1 12:1 
15901,1,0:42 11:1 12:1 
15907,1,0:211 11:1 12:1 
15913,1,0:205 11:1 12:1 
15919,1,0:17 11:1 12:1 
15923,1,0:124 11:1 12:1 
15937,1,0:7 11:1 12:1 
15959,1,0:62 11:1 12:1 
15971,1,0:10 11:1 12:1 
15973,1,0:41 11:1 12:1 
15991,1,0:15 11:1 12:1 
16001,1,0:27 11:1 12:1 
16007,1,0:37 11:1 12:1 
16033,1,0:90 11:1 12:1 
16057,1,0:129 11:1 12:1 
16061,1,0:152 11:1 12:1 
16063,1,0:79 11:1 12:1 
16067,1,0:6 11:1 12:1 
16069,1,0:66 11:1 12:1 
16073,1,0:24 11:1 12:1 
16087,1,0:96 11:1 12:1 
16091,1,0:19 11:1 12:1 
16097,1,0:20 11:1 12:1 
16103,1,0:46 11:1 12:1 
16111,1,0:187 11:1 12:1 
16127,1,0:10 11:1 12:1 
16139,1,0:63 11:1 12:1 
16141,1,0:105 11:1 12:1 
16183,1,0:3 11:1 12:1 
16187,1,0:230 11:1 12:1 
16189,1,0:73 11:1 12:1 
16193,1,0:206 11:1 12:1 
16217,1,0:75 11:1 12:1 
16223,1,0:45 11:1 12:1 
16229,1,0:41 11:1 12:1 
16231,1,0:89 11:1 12:1 
16249,1,0:191 11:1 12:1 
16253,1,0:42 11:1 12:1 
16267,1,0:48 11:1 12:1 
16273,1,0:14 11:1 12:1 
16301,1,0:72 11:1 12:1 
16319,1,0:493 11:1 12:1 
16333,1,0:66 11:1 12:1 
16339,1,0:35 11:1 12:1 
16349,1,0:22 11:1 12:1 
16361,1,0:89 11:1 12:1 
16363,1,0:53 11:1 12:1 
16369,1,0:104 11:1 12:1 
16381,1,0:94 11:1 12:1 
16411,1,0:190 11:1 12:1 
16417,1,0:330 11:1 12:1 
16421,1,0:118 11:1 12:1 
16427,1,0:39 11:1 12:1 
16433,1,0:29 11:1 12:1 
16447,1,0:57 11:1 12:1 
16451,1,0:19 11:1 12:1 
16453,1,0:5 11:1 12:1 
16477,1,0:11 11:1 12:1 
16481,1,0:87 11:1 12:1 
16487,1,0:34 11:1 12:1 
16493,1,0:47 11:1 12:1 
16519,1,0:146 11:1 12:1 
16529,1,0:62 11:1 12:1 
16547,1,0:51 11:1 12:1 
16553,1,0:10 11:1 12:1 
16561,1,0:99 11:1 12:1 
16567,1,0:235 11:1 12:1 
16573,1,0:47 11:1 12:1 
16603,1,0:52 11:1 12:1 
16607,1,0:40 11:1 12:1 
16619,1,0:53 11:1 12:1 
16631,1,0:123 11:1 12:1 
16633,1,0:637 11:1 12:1 
16649,1,0:114 11:1 12:1 
16651,1,0:14 11:1 12:1 
16657,1,0:19 11:1 12:1 
16661,1,0:59 11:1 12:1 
16673,1,0:86 11:1 12:1 
16691,1,0:17 11:1 12:1 
16693,1,0:15 11:1 12:1 
16699,1,0:42 11:1 12:1 
16703,1,0:145 11:1 12:1 
16729,1,0:42 11:1 12:1 
16741,1,0:40 11:1 12:1 
16747,1,0:34 11:1 12:1 
16759,1,0:374 11:1 12:1 
16763,1,0:55 11:1 12:1 
16787,1,0:33 11:1 12:1 
16811,1,0:102 11:1 12:1 
16823,1,0:197 11:1 12:1 
16829,1,0:87 11:1 12:1 
16831,1,0:59 11:1 12:1 
16843,1,0:28 11:1 12:1 
16871,1,0:138 11:1 12:1 
16879,1,0:43 11:1 12:1 
16883,1,0:187 11:1 12:1 
16889,1,0:24 11:1 12:1 
16901,1,0:7 11:1 12:1 
16903,1,0:59 11:1 12:1 
16921,1,0:233 11:1 12:1 
16927,1,0:22 11:1 12:1 
16931,1,0:31 11:1 12:1 
16937,1,0:21 11:1 12:1 
16943,1,0:34 11:1 12:1 
16963,1,0:37 11:1 12:1 
16979,1,0:73 11:1 12:1 
16981,1,0:78 11:1 12:1 
16987,1,0:98 11:1 12:1 
16993,1,0:67 11:1 12:1 
17011,1,0:78 11:1 12:1 
17021,1,0:70 11:1 12:1 
17027,1,0:50 11:1 12:1 
17029,1,0:68 11:1 12:1 
17033,1,0:10 11:1 12:1 
17041,1,0:22 11:1 12:1 
17047,1,0:40 11:1 12:1 
17053,1,0:32 11:1 12:1 
17077,1,0:57 11:1 12:1 
17093,1,0:72 11:1 12:1 
17099,1,0:85 11:1 12:1 
17107,1,0:20 11:1 12:1 
17117,1,0:57 11:1 12:1 
17123,1,0:6 11:1 12:1 
17137,1,0:57 11:1 12:1 
17159,1,0:168 11:1 12:1 
17167,1,0:168 11:1 12:1 
17183,1,0:111 11:1 12:1 
17189,1,0:76 11:1 12:1 
17191,1,0:6 11:1 12:1 
17203,1,0:20 11:1 12:1 
17207,1,0:106 11:1 12:1 
17209,1,0:61 11:1 12:1 
17231,1,0:267 11:1 12:1 
17239,1,0:94 11:1 12:1 
17257,1,0:15 11:1 12:1 
17291,1,0:40 11:1 12:1 
17293,1,0:137 11:1 12:1 
17299,1,0:153 11:1 12:1 
17317,1,0:58 11:1 12:1 
17321,1,0:63 11:1 12:1 
17327,1,0:86 11:1 12:1 
17333,1,0:87 11:1 12:1 
17341,1,0:73 11:1 12:1 
17351,1,0:47 11:1 12:1 
17359,1,0:6 11:1 12:1 
17377,1,0:127 11:1 12:1 
17383,1,0:165 11:1 12:1 
17387,1,0:50 11:1 12:1 
17389,1,0:66 11:1 12:1 
17393,1,0:56 11:1 12:1 
17401,1,0:13 11:1 12:1 
17417,1,0:40 11:1 12:1 
17419,1,0:10 11:1 12:1 
17431,1,0:68 11:1 12:1 
17443,1,0:12 11:1 12:1 
17449,1,0:74 11:1 12:1 
17467,1,0:83 11:1 12:1 
17471,1,0:178 11:1 12:1 
17477,1,0:43 11:1 12:1 
17483,1,0:146 11:1 12:1 
17489,1,0:27 11:1 12:1 
17491,1,0:12 11:1 12:1 
17497,1,0:116 11:1 12:1 
17509,1,0:58 11:1 12:1 
17519,1,0:41 11:1 12:1 
17539,1,0:152 11:1 12:1 
17551,1,0:7 11:1 12:1 
17569,1,0:23 11:1 12:1 
17573,1,0:105 11:1 12:1 
17579,1,0:7 11:1 12:1 
17581,1,0:101 11:1 12:1 
17597,1,0:5 11:1 12:1 
17599,1,0:59 11:1 12:1 
17609,1,0:207 11:1 12:1 
17623,1,0:112 11:1 12:1 
17627,1,0:20 11:1 12:1 
17657,1,0:5 11:1 12:1 
17659,1,0:31 11:1 12:1 
17669,1,0:240 11:1 12:1 
17681,1,0:30 11:1 12:1 
17683,1,0:43 11:1 12:1 
17707,1,0:17 11:1 12:1 
17713,1,0:30 11:1 12:1 
17729,1,0:19 11:1 12:1 
17737,1,0:52 11:1 12:1 
17747,1,0:199 11:1 12:1 
17749,1,0:128 11:1 12:1 
17761,1,0:23 11:1 12:1 
17783,1,0:141 11:1 12:1 
17789,1,0:12 11:1 12:1 
17791,1,0:83 11:1 12:1 
17807,1,0:123 11:1 12:1 
17827,1,0:3 11:1 12:1 
17837,1,0:279 11:1 12:1 
17839,1,0:6 11:1 12:1 
17851,1,0:13 11:1 12:1 
17863,1,0:80 11:1 12:1 
17881,1,0:189 11:1 12:1 
17891,1,0:24 11:1 12:1 
17903,1,0:30 11:1 12:1 
17909,1,0:32 11:1 12:1 
17911,1,0:24 11:1 12:1 
17921,1,0:27 11:1 12:1 
17923,1,0:50 11:1 12:1 
17929,1,0:248 11:1 12:1 
17939,1,0:62 11:1 12:1 
17957,1,0:381 11:1 12:1 
17959,1,0:30 11:1 12:1 
17971,1,0:15 11:1 12:1 
17977,1,0:20 11:1 12:1 
17981,1,0:50 11:1 12:1 
17987,1,0:143 11:1 12:1 
17989,1,0:217 11:1 12:1 
18013,1,0:24 11:1 12:1 
18041,1,0:129 11:1 12:1 
18043,1,0:105 11:1 12:1 
18047,1,0:14 11:1 12:1 
18049,1,0:59 11:1 12:1 
18059,1,0:17 11:1 12:1 
18061,1,0:11 11:1 12:1 
18077,1,0:33 11:1 12:1 
18089,1,0:24 11:1 12:1 
18097,1,0:35 11:1 12:1 
18119,1,0:61 11:1 12:1 
18121,1,0:124 11:1 12:1 
18127,1,0:3 11:1 12:1 
18131,1,0:248 11:1 12:1 
18133,1,0:114 11:1 12:1 
18143,1,0:10 11:1 12:1 
18149,1,0:15 11:1 12:1 
18169,1,0:29 11:1 12:1 
18181,1,0:2 11:1 12:1 
18191,1,0:214 11:1 12:1 
18199,1,0:42 11:1 12:1 
18211,1,0:95 11:1 12:1 
18217,1,0:388 11:1 12:1 
18223,1,0:237 11:1 12:1 
18229,1,0:258 11:1 12:1 
18233,1,0:46 11:1 12:1 
18251,1,0:78 11:1 12:1 
18253,1,0:239 11:1 12:1 
18257,1,0:26 11:1 12:1 
18269,1,0:7 11:1 12:1 
18287,1,0:206 11:1 12:1 
18289,1,0:39 11:1 12:1 
18301,1,0:21 11:1 12:1 
18307,1,0:146 11:1 12:1 
18311,1,0:83 11:1 12:1 
18313,1,0:82 11:1 12:1 
18329,1,0:107 11:1 12:1 
18341,1,0:115 11:1 12:1 
18353,1,0:159 11:1 12:1 
18367,1,0:40 11:1 12:1 
18371,1,0:52 11:1 12:1 
18379,1,0:18 11:1 12:1 
18397,1,0:14 11:1 12:1 
18401,1,0:14 11:1 12:1 
18413,1,0:53 11:1 12:1 
18427,1,0:82 11:1 12:1 
18433,1,0:40 11:1 12:1 
18439,1,0:6 11:1 12:1 
18443,1,0:55 11:1 12:1 
18451,1,0:11 11:1 12:1 
18457,1,0:67 11:1 12:1 
18461,1,0:127 11:1 12:1 
18481,1,0:104 11:1 12:1 
18493,1,0:2 11:1 12:1 
18503,1,0:99 11:1 12:1 
18517,1,0:88 11:1 12:1 
18521,1,0:88 11:1 12:1 
18523,1,0:105 11:1 12:1 
18539,1,0:10 11:1 12:1 
18541,1,0:98 11:1 12:1 
18553,1,0:84 11:1 12:1 
18583,1,0:12 11:1 12:1 
18587,1,0:23 11:1 12:1 
18593,1,0:55 11:1 12:1 
18617,1,0:45 11:1 12:1 
18637,1,0:59 11:1 12:1 
18661,1,0:13 11:1 12:1 
18671,1,0:28 11:1 12:1 
18679,1,0:48 11:1 12:1 
18691,1,0:62 11:1 12:1 
18701,1,0:3 11:1 12:1 
18713,1,0:3 11:1 12:1 
18719,1,0:177 11:1 12:1 
18731,1,0:47 11:1 12:1 
18743,1,0:55 11:1 12:1 
18749,1,0:33 11:1 12:1 
18757,1,0:60 11:1 12:1 
18773,1,0:72 11:1 12:1 
18787,1,0:69 11:1 12:1 
18793,1,0:53 11:1 12:1 
18797,1,0:21 11:1 12:1 
18803,1,0:245 11:1 12:1 
18839,1,0:37 11:1 12:1 
18859,1,0:142 11:1 12:1 
18869,1,0:12 11:1 12:1 
18899,1,0:11 11:1 12:1 
18911,1,0:14 11:1 12:1 
18913,1,0:111 11:1 12:1 
18917,1,0:20 11:1 12:1 
18919,1,0:129 11:1 12:1 
18947,1,0:62 11:1 12:1 
18959,1,0:157 11:1 12:1 
18973,1,0:39 11:1 12:1 
18979,1,0:76 11:1 12:1 
19001,1,0:467 11:1 12:1 
19009,1,0:87 11:1 12:1 
19013,1,0:45 11:1 12:1 
19031,1,0:44 11:1 12:1 
19037,1,0:13 11:1 12:1 
19051,1,0:41 11:1 12:1 
19069,1,0:85 11:1 12:1 
19073,1,0:6 11:1 12:1 
19079,1,0:89 11:1 12:1 
19081,1,0:47 11:1 12:1 
19087,1,0:35 11:1 12:1 
19121,1,0:61 11:1 12:1 
19139,1,0:79 11:1 12:1 
19141,1,0:52 11:1 12:1 
19157,1,0:32 11:1 12:1 
19163,1,0:26 11:1 12:1 
19181,1,0:19 11:1 12:1 
19183,1,0:13 11:1 12:1 
19207,1,0:62 11:1 12:1 
19211,1,0:92 11:1 12:1 
19213,1,0:20 11:1 12:1 
19219,1,0:228 11:1 12:1 
19231,1,0:23 11:1 12:1 
19237,1,0:32 11:1 12:1 
19249,1,0:51 11:1 12:1 
19259,1,0:87 11:1 12:1 
19267,1,0:108 11:1 12:1 
19273,1,0:10 11:1 12:1 
19289,1,0:3 11:1 12:1 
19301,1,0:12 11:1 12:1 
19309,1,0:96 11:1 12:1 
19319,1,0:33 11:1 12:1 
19333,1,0:122 11:1 12:1 
19373,1,0:143 11:1 12:1 
19379,1,0:94 11:1 12:1 
19381,1,0:106 11:1 12:1 
19387,1,0:18 11:1 12:1 
19391,1,0:61 11:1 12:1 
19403,1,0:8 11:1 12:1 
19417,1,0:26 11:1 12:1 
19421,1,0:399 11:1 12:1 
19423,1,0:42 11:1 12:1 
19427,1,0:309 11:1 12:1 
19429,1,0:14 11:1 12:1 
19433,1,0:26 11:1 12:1 
19441,1,0:59 11:1 12:1 
19447,1,0:29 11:1 12:1 
19457,1,0:216 11:1 12:1 
19463,1,0:60 11:1 12:1 
19469,1,0:13 11:1 12:1 
19471,1,0:30 11:1 12:1 
19477,1,0:24 11:1 12:1 
19483,1,0:42 11:1 12:1 
19489,1,0:34 11:1 12:1 
19501,1,0:133 11:1 12:1 
19507,1,0:11 11:1 12:1 
19531,1,0:73 11:1 12:1 
19541,1,0:48 11:1 12:1 
19543,1,0:180 11:1 12:1 
19553,1,0:89 11:1 12:1 
19559,1,0:73 11:1 12:1 
19571,1,0:31 11:1 12:1 
19577,1,0:11 11:1 12:1 
19583,1,0:14 11:1 12:1 
19597,1,0:46 11:1 12:1 
19603,1,0:85 11:1 12:1 
19609,1,0:44 11:1 12:1 
19661,1,0:107 11:1 12:1 
19681,1,0:33 11:1 12:1 
19687,1,0:104 11:1 12:1 
19697,1,0:20 11:1 12:1 
19699,1,0:26 11:1 12:1 
19709,1,0:11 11:1 12:1 
19717,1,0:18 11:1 12:1 
19727,1,0:19 11:1 12:1 
19739,1,0:53 11:1 12:1 
19751,1,0:89 11:1 12:1 
19753,1,0:62 11:1 12:1 
19759,1,0:79 11:1 12:1 
19763,1,0:55 11:1 12:1 
19777,1,0:111 11:1 12:1 
19793,1,0:54 11:1 12:1 
19801,1,0:62 11:1 12:1 
19813,1,0:50 11:1 12:1 
19819,1,0:89 11:1 12:1 
19841,1,0:48 11:1 12:1 
19843,1,0:269 11:1 12:1 
19853,1,0:180 11:1 12:1 
19861,1,0:31 11:1 12:1 
19867,1,0:38 11:1 12:1 
19889,1,0:60 11:1 12:1 
19891,1,0:76 11:1 12:1 
19913,1,0:33 11:1 12:1 
19919,1,0:57 11:1 12:1 
19927,1,0:46 11:1 12:1 
19937,1,0:101 11:1 12:1 
19949,1,0:42 11:1 12:1 
19961,1,0:12 11:1 12:1 
