p,	poly
2711,	x^10 + x^9 + 47
2713,	x^10 + x^9 + 41
2719,	x^10 + x^9 + 96
2729,	x^10 + x^9 + 53
2731,	x^10 + x^9 + 10
2741,	x^10 + x^9 + 91
2749,	x^10 + x^9 + 19
2753,	x^10 + x^9 + 35
2767,	x^10 + x^9 + 5
2777,	x^10 + x^9 + 77
2789,	x^10 + x^9 + 181
2791,	x^10 + x^9 + 68
2797,	x^10 + x^9 + 14
2801,	x^10 + x^9 + 3
2803,	x^10 + x^9 + 18
2819,	x^10 + x^9 + 14
2833,	x^10 + x^9 + 40
2837,	x^10 + x^9 + 44
2843,	x^10 + x^9 + 65
2851,	x^10 + x^9 + 165
2857,	x^10 + x^9 + 138
2861,	x^10 + x^9 + 3
2879,	x^10 + x^9 + 21
2887,	x^10 + x^9 + 39
2897,	x^10 + x^9 + 26
2903,	x^10 + x^9 + 15
2909,	x^10 + x^9 + 2
2917,	x^10 + x^9 + 57
2927,	x^10 + x^9 + 10
2939,	x^10 + x^9 + 10
2953,	x^10 + x^9 + 30
2957,	x^10 + x^9 + 63
2963,	x^10 + x^9 + 128
2969,	x^10 + x^9 + 12
2971,	x^10 + x^9 + 10
2999,	x^10 + x^9 + 79
3001,	x^10 + x^9 + 26
3011,	x^10 + x^9 + 194
3019,	x^10 + x^9 + 71
3023,	x^10 + x^9 + 35
3037,	x^10 + x^9 + 88
3041,	x^10 + x^9 + 60
3049,	x^10 + x^9 + 13
3061,	x^10 + x^9 + 74
3067,	x^10 + x^9 + 45
3079,	x^10 + x^9 + 105
3083,	x^10 + x^9 + 5
3089,	x^10 + x^9 + 17
3109,	x^10 + x^9 + 55
3119,	x^10 + x^9 + 179
3121,	x^10 + x^9 + 97
3137,	x^10 + x^9 + 74
3163,	x^10 + x^9 + 97
3167,	x^10 + x^9 + 35
3169,	x^10 + x^9 + 7
3181,	x^10 + x^9 + 131
3187,	x^10 + x^9 + 92
3191,	x^10 + x^9 + 91
3203,	x^10 + x^9 + 112
3209,	x^10 + x^9 + 63
3217,	x^10 + x^9 + 109
3221,	x^10 + x^9 + 19
3229,	x^10 + x^9 + 33
3251,	x^10 + x^9 + 26
3253,	x^10 + x^9 + 21
3257,	x^10 + x^9 + 17
3259,	x^10 + x^9 + 47
3271,	x^10 + x^9 + 174
3299,	x^10 + x^9 + 8
3301,	x^10 + x^9 + 71
3307,	x^10 + x^9 + 21
3313,	x^10 + x^9 + 10
3319,	x^10 + x^9 + 15
3323,	x^10 + x^9 + 5
3329,	x^10 + x^9 + 31
3331,	x^10 + x^9 + 66
3343,	x^10 + x^9 + 29
3347,	x^10 + x^9 + 11
3359,	x^10 + x^9 + 78
3361,	x^10 + x^9 + 55
3371,	x^10 + x^9 + 17
3373,	x^10 + x^9 + 15
3389,	x^10 + x^9 + 62
3391,	x^10 + x^9 + 11
3407,	x^10 + x^9 + 15
3413,	x^10 + x^9 + 8
3433,	x^10 + x^9 + 14
3449,	x^10 + x^9 + 110
3457,	x^10 + x^9 + 17
3461,	x^10 + x^9 + 60
3463,	x^10 + x^9 + 5
3467,	x^10 + x^9 + 24
3469,	x^10 + x^9 + 47
3491,	x^10 + x^9 + 128
3499,	x^10 + x^9 + 29
3511,	x^10 + x^9 + 179
3517,	x^10 + x^9 + 15
3527,	x^10 + x^9 + 45
3529,	x^10 + x^9 + 67
3533,	x^10 + x^9 + 5
3539,	x^10 + x^9 + 37
3541,	x^10 + x^9 + 35
3547,	x^10 + x^9 + 13
3557,	x^10 + x^9 + 35
3559,	x^10 + x^9 + 3
3571,	x^10 + x^9 + 34
3581,	x^10 + x^9 + 18
3583,	x^10 + x^9 + 20
3593,	x^10 + x^9 + 17
3607,	x^10 + x^9 + 20
3613,	x^10 + x^9 + 47
3617,	x^10 + x^9 + 5
3623,	x^10 + x^9 + 20
3631,	x^10 + x^9 + 15
3637,	x^10 + x^9 + 46
3643,	x^10 + x^9 + 21
3659,	x^10 + x^9 + 6
3671,	x^10 + x^9 + 43
3673,	x^10 + x^9 + 5
3677,	x^10 + x^9 + 52
3691,	x^10 + x^9 + 19
3697,	x^10 + x^9 + 46
3701,	x^10 + x^9 + 19
3709,	x^10 + x^9 + 33
3719,	x^10 + x^9 + 21
3727,	x^10 + x^9 + 47
3733,	x^10 + x^9 + 18
3739,	x^10 + x^9 + 50
3761,	x^10 + x^9 + 22
3767,	x^10 + x^9 + 29
3769,	x^10 + x^9 + 42
3779,	x^10 + x^9 + 88
3793,	x^10 + x^9 + 65
3797,	x^10 + x^9 + 5
3803,	x^10 + x^9 + 39
3821,	x^10 + x^9 + 141
3823,	x^10 + x^9 + 3
3833,	x^10 + x^9 + 23
3847,	x^10 + x^9 + 23
3851,	x^10 + x^9 + 33
3853,	x^10 + x^9 + 2
3863,	x^10 + x^9 + 97
3877,	x^10 + x^9 + 32
3881,	x^10 + x^9 + 89
3889,	x^10 + x^9 + 76
3907,	x^10 + x^9 + 17
3911,	x^10 + x^9 + 13
3917,	x^10 + x^9 + 37
3919,	x^10 + x^9 + 22
3923,	x^10 + x^9 + 14
3929,	x^10 + x^9 + 31
3931,	x^10 + x^9 + 7
3943,	x^10 + x^9 + 99
3947,	x^10 + x^9 + 15
3967,	x^10 + x^9 + 55
3989,	x^10 + x^9 + 58
4001,	x^10 + x^9 + 23
4003,	x^10 + x^9 + 33
4007,	x^10 + x^9 + 5
4013,	x^10 + x^9 + 65
4019,	x^10 + x^9 + 6
4021,	x^10 + x^9 + 11
4027,	x^10 + x^9 + 20
4049,	x^10 + x^9 + 54
4051,	x^10 + x^9 + 15
4057,	x^10 + x^9 + 10
4073,	x^10 + x^9 + 7
4079,	x^10 + x^9 + 92
4091,	x^10 + x^9 + 150
4093,	x^10 + x^9 + 53
4099,	x^10 + x^9 + 40
4111,	x^10 + x^9 + 54
4127,	x^10 + x^9 + 30
4129,	x^10 + x^9 + 26
4133,	x^10 + x^9 + 18
4139,	x^10 + x^9 + 84
4153,	x^10 + x^9 + 35
4157,	x^10 + x^9 + 23
4159,	x^10 + x^9 + 22
4177,	x^10 + x^9 + 7
4201,	x^10 + x^9 + 19
4211,	x^10 + x^9 + 38
4217,	x^10 + x^9 + 26
4219,	x^10 + x^9 + 62
4229,	x^10 + x^9 + 84
4231,	x^10 + x^9 + 43
4241,	x^10 + x^9 + 74
4243,	x^10 + x^9 + 3
4253,	x^10 + x^9 + 2
4259,	x^10 + x^9 + 136
4261,	x^10 + x^9 + 10
4271,	x^10 + x^9 + 7
4273,	x^10 + x^9 + 45
4283,	x^10 + x^9 + 59
4289,	x^10 + x^9 + 60
4297,	x^10 + x^9 + 63
4327,	x^10 + x^9 + 48
4337,	x^10 + x^9 + 3
4339,	x^10 + x^9 + 14
4349,	x^10 + x^9 + 12
4357,	x^10 + x^9 + 128
4363,	x^10 + x^9 + 61
4373,	x^10 + x^9 + 20
4391,	x^10 + x^9 + 63
4397,	x^10 + x^9 + 71
4409,	x^10 + x^9 + 14
4421,	x^10 + x^9 + 56
4423,	x^10 + x^9 + 69
4441,	x^10 + x^9 + 21
4447,	x^10 + x^9 + 34
4451,	x^10 + x^9 + 66
4457,	x^10 + x^9 + 14
4463,	x^10 + x^9 + 5
4481,	x^10 + x^9 + 59
4483,	x^10 + x^9 + 52
4493,	x^10 + x^9 + 33
4507,	x^10 + x^9 + 39
4513,	x^10 + x^9 + 116
4517,	x^10 + x^9 + 20
4519,	x^10 + x^9 + 13
4523,	x^10 + x^9 + 20
4547,	x^10 + x^9 + 58
4549,	x^10 + x^9 + 111
4561,	x^10 + x^9 + 66
4567,	x^10 + x^9 + 46
4583,	x^10 + x^9 + 69
4591,	x^10 + x^9 + 21
4597,	x^10 + x^9 + 11
4603,	x^10 + x^9 + 44
4621,	x^10 + x^9 + 103
4637,	x^10 + x^9 + 12
4639,	x^10 + x^9 + 24
4643,	x^10 + x^9 + 52
4649,	x^10 + x^9 + 3
4651,	x^10 + x^9 + 26
4657,	x^10 + x^9 + 30
4663,	x^10 + x^9 + 109
4673,	x^10 + x^9 + 21
4679,	x^10 + x^9 + 33
4691,	x^10 + x^9 + 21
4703,	x^10 + x^9 + 45
4721,	x^10 + x^9 + 7
4723,	x^10 + x^9 + 2
4729,	x^10 + x^9 + 51
4733,	x^10 + x^9 + 159
4751,	x^10 + x^9 + 69
4759,	x^10 + x^9 + 37
4783,	x^10 + x^9 + 14
4787,	x^10 + x^9 + 126
4789,	x^10 + x^9 + 24
4793,	x^10 + x^9 + 20
4799,	x^10 + x^9 + 13
4801,	x^10 + x^9 + 21
4813,	x^10 + x^9 + 73
4817,	x^10 + x^9 + 23
4831,	x^10 + x^9 + 54
4861,	x^10 + x^9 + 21
4871,	x^10 + x^9 + 38
4877,	x^10 + x^9 + 5
4889,	x^10 + x^9 + 63
4903,	x^10 + x^9 + 26
4909,	x^10 + x^9 + 13
4919,	x^10 + x^9 + 37
4931,	x^10 + x^9 + 218
4933,	x^10 + x^9 + 13
4937,	x^10 + x^9 + 33
4943,	x^10 + x^9 + 30
4951,	x^10 + x^9 + 30
4957,	x^10 + x^9 + 14
4967,	x^10 + x^9 + 7
4969,	x^10 + x^9 + 33
4973,	x^10 + x^9 + 8
4987,	x^10 + x^9 + 37
4993,	x^10 + x^9 + 5
4999,	x^10 + x^9 + 3
5003,	x^10 + x^9 + 18
5009,	x^10 + x^9 + 82
5011,	x^10 + x^9 + 12
5021,	x^10 + x^9 + 23
5023,	x^10 + x^9 + 3
5039,	x^10 + x^9 + 79
5051,	x^10 + x^9 + 2
5059,	x^10 + x^9 + 90
5077,	x^10 + x^9 + 18
5081,	x^10 + x^9 + 3
5087,	x^10 + x^9 + 46
5099,	x^10 + x^9 + 69
5101,	x^10 + x^9 + 21
5107,	x^10 + x^9 + 97
5113,	x^10 + x^9 + 57
5119,	x^10 + x^9 + 37
5147,	x^10 + x^9 + 5
5153,	x^10 + x^9 + 35
5167,	x^10 + x^9 + 79
5171,	x^10 + x^9 + 47
5179,	x^10 + x^9 + 12
5189,	x^10 + x^9 + 10
5197,	x^10 + x^9 + 89
5209,	x^10 + x^9 + 61
5227,	x^10 + x^9 + 38
5231,	x^10 + x^9 + 76
5233,	x^10 + x^9 + 43
5237,	x^10 + x^9 + 48
5261,	x^10 + x^9 + 2
5273,	x^10 + x^9 + 6
5279,	x^10 + x^9 + 155
5281,	x^10 + x^9 + 63
5297,	x^10 + x^9 + 38
5303,	x^10 + x^9 + 15
5309,	x^10 + x^9 + 13
5323,	x^10 + x^9 + 20
5333,	x^10 + x^9 + 48
5347,	x^10 + x^9 + 35
5351,	x^10 + x^9 + 33
5381,	x^10 + x^9 + 3
5387,	x^10 + x^9 + 28
5393,	x^10 + x^9 + 26
5399,	x^10 + x^9 + 7
5407,	x^10 + x^9 + 66
5413,	x^10 + x^9 + 52
5417,	x^10 + x^9 + 5
5419,	x^10 + x^9 + 50
5431,	x^10 + x^9 + 75
5437,	x^10 + x^9 + 7
5441,	x^10 + x^9 + 55
5443,	x^10 + x^9 + 2
5449,	x^10 + x^9 + 13
5471,	x^10 + x^9 + 21
5477,	x^10 + x^9 + 5
5479,	x^10 + x^9 + 3
5483,	x^10 + x^9 + 6
5501,	x^10 + x^9 + 140
5503,	x^10 + x^9 + 12
5507,	x^10 + x^9 + 24
5519,	x^10 + x^9 + 197
5521,	x^10 + x^9 + 11
5527,	x^10 + x^9 + 6
5531,	x^10 + x^9 + 79
5557,	x^10 + x^9 + 29
5563,	x^10 + x^9 + 26
5569,	x^10 + x^9 + 57
5573,	x^10 + x^9 + 30
5581,	x^10 + x^9 + 85
5591,	x^10 + x^9 + 95
5623,	x^10 + x^9 + 29
5639,	x^10 + x^9 + 71
5641,	x^10 + x^9 + 28
5647,	x^10 + x^9 + 46
5651,	x^10 + x^9 + 6
5653,	x^10 + x^9 + 20
5657,	x^10 + x^9 + 92
5659,	x^10 + x^9 + 44
5669,	x^10 + x^9 + 23
5683,	x^10 + x^9 + 38
5689,	x^10 + x^9 + 103
5693,	x^10 + x^9 + 51
5701,	x^10 + x^9 + 21
5711,	x^10 + x^9 + 67
5717,	x^10 + x^9 + 102
5737,	x^10 + x^9 + 89
5741,	x^10 + x^9 + 3
5743,	x^10 + x^9 + 156
5749,	x^10 + x^9 + 68
5779,	x^10 + x^9 + 10
5783,	x^10 + x^9 + 77
5791,	x^10 + x^9 + 110
5801,	x^10 + x^9 + 39
5807,	x^10 + x^9 + 41
5813,	x^10 + x^9 + 23
5821,	x^10 + x^9 + 10
5827,	x^10 + x^9 + 57
5839,	x^10 + x^9 + 373
5843,	x^10 + x^9 + 15
5849,	x^10 + x^9 + 48
5851,	x^10 + x^9 + 50
5857,	x^10 + x^9 + 13
5861,	x^10 + x^9 + 92
5867,	x^10 + x^9 + 61
5869,	x^10 + x^9 + 18
5879,	x^10 + x^9 + 22
5881,	x^10 + x^9 + 38
5897,	x^10 + x^9 + 5
5903,	x^10 + x^9 + 42
5923,	x^10 + x^9 + 42
5927,	x^10 + x^9 + 119
5939,	x^10 + x^9 + 164
5953,	x^10 + x^9 + 47
5981,	x^10 + x^9 + 15
5987,	x^10 + x^9 + 11
6007,	x^10 + x^9 + 59
6011,	x^10 + x^9 + 24
6029,	x^10 + x^9 + 261
6037,	x^10 + x^9 + 55
6043,	x^10 + x^9 + 7
6047,	x^10 + x^9 + 68
6053,	x^10 + x^9 + 72
6067,	x^10 + x^9 + 2
6073,	x^10 + x^9 + 19
6079,	x^10 + x^9 + 41
6089,	x^10 + x^9 + 28
6091,	x^10 + x^9 + 93
6101,	x^10 + x^9 + 34
6113,	x^10 + x^9 + 11
6121,	x^10 + x^9 + 21
6131,	x^10 + x^9 + 41
6133,	x^10 + x^9 + 19
6143,	x^10 + x^9 + 13
6151,	x^10 + x^9 + 6
6163,	x^10 + x^9 + 107
6173,	x^10 + x^9 + 13
6197,	x^10 + x^9 + 75
6199,	x^10 + x^9 + 13
6203,	x^10 + x^9 + 20
6211,	x^10 + x^9 + 2
6217,	x^10 + x^9 + 89
6221,	x^10 + x^9 + 52
6229,	x^10 + x^9 + 128
6247,	x^10 + x^9 + 10
6257,	x^10 + x^9 + 43
6263,	x^10 + x^9 + 22
6269,	x^10 + x^9 + 60
6271,	x^10 + x^9 + 11
6277,	x^10 + x^9 + 21
6287,	x^10 + x^9 + 26
6299,	x^10 + x^9 + 32
6301,	x^10 + x^9 + 51
6311,	x^10 + x^9 + 13
6317,	x^10 + x^9 + 17
6323,	x^10 + x^9 + 154
6329,	x^10 + x^9 + 65
6337,	x^10 + x^9 + 58
6343,	x^10 + x^9 + 66
6353,	x^10 + x^9 + 3
6359,	x^10 + x^9 + 74
6361,	x^10 + x^9 + 62
