p,	poly
613,	x^22 + x^21 + 74
617,	x^22 + x^21 + 23
619,	x^22 + x^21 + 85
631,	x^22 + x^21 + 15
641,	x^22 + x^21 + 312
643,	x^22 + x^21 + 84
647,	x^22 + x^21 + 105
653,	x^22 + x^21 + 75
659,	x^22 + x^21 + 26
661,	x^22 + x^21 + 40
673,	x^22 + x^21 + 188
677,	x^22 + x^21 + 2
683,	x^22 + x^21 + 6
691,	x^22 + x^21 + 74
701,	x^22 + x^21 + 244
709,	x^22 + x^21 + 56
719,	x^22 + x^21 + 44
727,	x^22 + x^21 + 10
733,	x^22 + x^21 + 99
739,	x^22 + x^21 + 3
743,	x^22 + x^21 + 14
751,	x^22 + x^21 + 431
757,	x^22 + x^21 + 253
761,	x^22 + x^21 + 56
769,	x^22 + x^21 + 237
773,	x^22 + x^21 + 48
787,	x^22 + x^21 + 2
797,	x^22 + x^21 + 19
809,	x^22 + x^21 + 48
811,	x^22 + x^21 + 48
821,	x^22 + x^21 + 97
823,	x^22 + x^21 + 186
827,	x^22 + x^21 + 148
829,	x^22 + x^21 + 6
839,	x^22 + x^21 + 62
853,	x^22 + x^21 + 6
857,	x^22 + x^21 + 12
859,	x^22 + x^21 + 283
863,	x^22 + x^21 + 33
877,	x^22 + x^21 + 14
881,	x^22 + x^21 + 310
883,	x^22 + x^21 + 147
887,	x^22 + x^21 + 134
907,	x^22 + x^21 + 59
911,	x^22 + x^21 + 364
919,	x^22 + x^21 + 7
929,	x^22 + x^21 + 266
937,	x^22 + x^21 + 149
941,	x^22 + x^21 + 99
947,	x^22 + x^21 + 92
953,	x^22 + x^21 + 76
967,	x^22 + x^21 + 56
971,	x^22 + x^21 + 288
977,	x^22 + x^21 + 42
983,	x^22 + x^21 + 40
991,	x^22 + x^21 + 23
997,	x^22 + x^21 + 123
1009,	x^22 + x^21 + 88
1013,	x^22 + x^21 + 26
1019,	x^22 + x^21 + 58
1021,	x^22 + x^21 + 53
1031,	x^22 + x^21 + 161
1033,	x^22 + x^21 + 97
1039,	x^22 + x^21 + 57
1049,	x^22 + x^21 + 407
1051,	x^22 + x^21 + 10
1061,	x^22 + x^21 + 105
1063,	x^22 + x^21 + 6
1069,	x^22 + x^21 + 306
1087,	x^22 + x^21 + 61
1091,	x^22 + x^21 + 53
1093,	x^22 + x^21 + 15
1097,	x^22 + x^21 + 26
1103,	x^22 + x^21 + 63
1109,	x^22 + x^21 + 48
1117,	x^22 + x^21 + 116
1123,	x^22 + x^21 + 69
1129,	x^22 + x^21 + 11
1151,	x^22 + x^21 + 23
1153,	x^22 + x^21 + 34
1163,	x^22 + x^21 + 249
1171,	x^22 + x^21 + 18
1181,	x^22 + x^21 + 12
1187,	x^22 + x^21 + 97
1193,	x^22 + x^21 + 131
1201,	x^22 + x^21 + 94
1213,	x^22 + x^21 + 69
1217,	x^22 + x^21 + 14
1223,	x^22 + x^21 + 114
1229,	x^22 + x^21 + 52
1231,	x^22 + x^21 + 75
1237,	x^22 + x^21 + 210
1249,	x^22 + x^21 + 21
1259,	x^22 + x^21 + 40
1277,	x^22 + x^21 + 28
1279,	x^22 + x^21 + 65
1283,	x^22 + x^21 + 34
1289,	x^22 + x^21 + 26
1291,	x^22 + x^21 + 23
1297,	x^22 + x^21 + 129
1301,	x^22 + x^21 + 170
1303,	x^22 + x^21 + 6
1307,	x^22 + x^21 + 13
1319,	x^22 + x^21 + 438
1321,	x^22 + x^21 + 471
1327,	x^22 + x^21 + 249
1361,	x^22 + x^21 + 47
1367,	x^22 + x^21 + 26
1373,	x^22 + x^21 + 74
1381,	x^22 + x^21 + 19
1399,	x^22 + x^21 + 151
1409,	x^22 + x^21 + 3
1423,	x^22 + x^21 + 79
1427,	x^22 + x^21 + 298
1429,	x^22 + x^21 + 168
1433,	x^22 + x^21 + 47
1439,	x^22 + x^21 + 14
1447,	x^22 + x^21 + 129
1451,	x^22 + x^21 + 232
1453,	x^22 + x^21 + 45
1459,	x^22 + x^21 + 139
1471,	x^22 + x^21 + 29
1481,	x^22 + x^21 + 43
1483,	x^22 + x^21 + 239
1487,	x^22 + x^21 + 35
1489,	x^22 + x^21 + 107
1493,	x^22 + x^21 + 103
1499,	x^22 + x^21 + 141
1511,	x^22 + x^21 + 194
1523,	x^22 + x^21 + 13
1531,	x^22 + x^21 + 51
1543,	x^22 + x^21 + 82
1549,	x^22 + x^21 + 18
1553,	x^22 + x^21 + 3
1559,	x^22 + x^21 + 376
1567,	x^22 + x^21 + 184
1571,	x^22 + x^21 + 46
1579,	x^22 + x^21 + 152
1583,	x^22 + x^21 + 371
1597,	x^22 + x^21 + 33
1601,	x^22 + x^21 + 26
1607,	x^22 + x^21 + 60
1609,	x^22 + x^21 + 43
1613,	x^22 + x^21 + 11
1619,	x^22 + x^21 + 124
1621,	x^22 + x^21 + 269
1627,	x^22 + x^21 + 46
1637,	x^22 + x^21 + 26
1657,	x^22 + x^21 + 90
1663,	x^22 + x^21 + 3
1667,	x^22 + x^21 + 112
1669,	x^22 + x^21 + 174
1693,	x^22 + x^21 + 228
1697,	x^22 + x^21 + 90
1699,	x^22 + x^21 + 3
1709,	x^22 + x^21 + 10
1721,	x^22 + x^21 + 30
1723,	x^22 + x^21 + 29
1733,	x^22 + x^21 + 30
1741,	x^22 + x^21 + 26
1747,	x^22 + x^21 + 89
1753,	x^22 + x^21 + 120
1759,	x^22 + x^21 + 101
1777,	x^22 + x^21 + 21
1783,	x^22 + x^21 + 40
1787,	x^22 + x^21 + 47
1789,	x^22 + x^21 + 107
1801,	x^22 + x^21 + 39
1811,	x^22 + x^21 + 233
1823,	x^22 + x^21 + 35
1831,	x^22 + x^21 + 22
1847,	x^22 + x^21 + 114
1861,	x^22 + x^21 + 23
1867,	x^22 + x^21 + 117
1871,	x^22 + x^21 + 378
1873,	x^22 + x^21 + 41
1877,	x^22 + x^21 + 72
1879,	x^22 + x^21 + 108
1889,	x^22 + x^21 + 302
1901,	x^22 + x^21 + 18
1907,	x^22 + x^21 + 2
1913,	x^22 + x^21 + 75
1931,	x^22 + x^21 + 313
1933,	x^22 + x^21 + 80
1949,	x^22 + x^21 + 236
1951,	x^22 + x^21 + 59
1973,	x^22 + x^21 + 431
1979,	x^22 + x^21 + 94
1987,	x^22 + x^21 + 589
1993,	x^22 + x^21 + 33
1997,	x^22 + x^21 + 30
1999,	x^22 + x^21 + 156
2003,	x^22 + x^21 + 43
2011,	x^22 + x^21 + 12
2017,	x^22 + x^21 + 37
2027,	x^22 + x^21 + 20
2029,	x^22 + x^21 + 6
2039,	x^22 + x^21 + 161
2053,	x^22 + x^21 + 104
2063,	x^22 + x^21 + 47
2069,	x^22 + x^21 + 31
2081,	x^22 + x^21 + 99
2083,	x^22 + x^21 + 407
2087,	x^22 + x^21 + 135
2089,	x^22 + x^21 + 7
2099,	x^22 + x^21 + 70
2111,	x^22 + x^21 + 151
2113,	x^22 + x^21 + 40
2129,	x^22 + x^21 + 43
2131,	x^22 + x^21 + 57
2137,	x^22 + x^21 + 34
2141,	x^22 + x^21 + 11
2143,	x^22 + x^21 + 10
2153,	x^22 + x^21 + 68
2161,	x^22 + x^21 + 92
2179,	x^22 + x^21 + 79
2203,	x^22 + x^21 + 77
2207,	x^22 + x^21 + 7
2213,	x^22 + x^21 + 48
2221,	x^22 + x^21 + 51
2237,	x^22 + x^21 + 93
2239,	x^22 + x^21 + 123
2243,	x^22 + x^21 + 69
2251,	x^22 + x^21 + 222
2267,	x^22 + x^21 + 60
2269,	x^22 + x^21 + 31
2273,	x^22 + x^21 + 26
2281,	x^22 + x^21 + 237
2287,	x^22 + x^21 + 33
2293,	x^22 + x^21 + 22
2297,	x^22 + x^21 + 217
2309,	x^22 + x^21 + 137
2311,	x^22 + x^21 + 11
2333,	x^22 + x^21 + 56
2339,	x^22 + x^21 + 118
2341,	x^22 + x^21 + 163
2347,	x^22 + x^21 + 12
2351,	x^22 + x^21 + 41
2357,	x^22 + x^21 + 45
2371,	x^22 + x^21 + 91
2377,	x^22 + x^21 + 30
2381,	x^22 + x^21 + 199
2383,	x^22 + x^21 + 5
2389,	x^22 + x^21 + 131
2393,	x^22 + x^21 + 251
2399,	x^22 + x^21 + 257
2411,	x^22 + x^21 + 19
2417,	x^22 + x^21 + 99
2423,	x^22 + x^21 + 14
2437,	x^22 + x^21 + 2
2441,	x^22 + x^21 + 17
2447,	x^22 + x^21 + 135
2459,	x^22 + x^21 + 24
2467,	x^22 + x^21 + 2
2473,	x^22 + x^21 + 201
2477,	x^22 + x^21 + 284
2503,	x^22 + x^21 + 110
2521,	x^22 + x^21 + 59
2531,	x^22 + x^21 + 30
2539,	x^22 + x^21 + 124
2543,	x^22 + x^21 + 68
2549,	x^22 + x^21 + 27
2551,	x^22 + x^21 + 60
2557,	x^22 + x^21 + 237
2579,	x^22 + x^21 + 260
2591,	x^22 + x^21 + 190
2593,	x^22 + x^21 + 66
2609,	x^22 + x^21 + 63
2617,	x^22 + x^21 + 66
2621,	x^22 + x^21 + 41
2633,	x^22 + x^21 + 236
2647,	x^22 + x^21 + 113
2657,	x^22 + x^21 + 29
2659,	x^22 + x^21 + 90
2663,	x^22 + x^21 + 314
2671,	x^22 + x^21 + 15
2677,	x^22 + x^21 + 200
2683,	x^22 + x^21 + 304
2687,	x^22 + x^21 + 315
2689,	x^22 + x^21 + 76
2693,	x^22 + x^21 + 105
2699,	x^22 + x^21 + 179
2707,	x^22 + x^21 + 61
2711,	x^22 + x^21 + 31
2713,	x^22 + x^21 + 262
2719,	x^22 + x^21 + 84
2729,	x^22 + x^21 + 24
2731,	x^22 + x^21 + 112
2741,	x^22 + x^21 + 2
2749,	x^22 + x^21 + 99
2753,	x^22 + x^21 + 73
2767,	x^22 + x^21 + 20
2777,	x^22 + x^21 + 41
2789,	x^22 + x^21 + 3
2791,	x^22 + x^21 + 213
2797,	x^22 + x^21 + 22
2801,	x^22 + x^21 + 111
2803,	x^22 + x^21 + 79
2819,	x^22 + x^21 + 17
2833,	x^22 + x^21 + 66
2837,	x^22 + x^21 + 34
2843,	x^22 + x^21 + 71
2851,	x^22 + x^21 + 7
2857,	x^22 + x^21 + 66
2861,	x^22 + x^21 + 47
2879,	x^22 + x^21 + 104
2887,	x^22 + x^21 + 6
2897,	x^22 + x^21 + 92
2903,	x^22 + x^21 + 62
2909,	x^22 + x^21 + 34
2917,	x^22 + x^21 + 176
2927,	x^22 + x^21 + 34
2939,	x^22 + x^21 + 124
2953,	x^22 + x^21 + 371
2957,	x^22 + x^21 + 45
2963,	x^22 + x^21 + 65
2969,	x^22 + x^21 + 223
2971,	x^22 + x^21 + 167
2999,	x^22 + x^21 + 133
3001,	x^22 + x^21 + 129
3011,	x^22 + x^21 + 214
3019,	x^22 + x^21 + 67
3023,	x^22 + x^21 + 66
3037,	x^22 + x^21 + 143
3041,	x^22 + x^21 + 7
3049,	x^22 + x^21 + 86
3061,	x^22 + x^21 + 56
3067,	x^22 + x^21 + 11
3079,	x^22 + x^21 + 30
3083,	x^22 + x^21 + 18
3089,	x^22 + x^21 + 6
3109,	x^22 + x^21 + 18
3119,	x^22 + x^21 + 21
3121,	x^22 + x^21 + 143
3137,	x^22 + x^21 + 65
3163,	x^22 + x^21 + 18
3167,	x^22 + x^21 + 70
3169,	x^22 + x^21 + 271
3181,	x^22 + x^21 + 55
3187,	x^22 + x^21 + 55
3191,	x^22 + x^21 + 59
3203,	x^22 + x^21 + 61
3209,	x^22 + x^21 + 83
3217,	x^22 + x^21 + 59
3221,	x^22 + x^21 + 15
3229,	x^22 + x^21 + 235
3251,	x^22 + x^21 + 149
3253,	x^22 + x^21 + 38
3257,	x^22 + x^21 + 48
3259,	x^22 + x^21 + 47
3271,	x^22 + x^21 + 68
3299,	x^22 + x^21 + 292
3301,	x^22 + x^21 + 37
3307,	x^22 + x^21 + 83
3313,	x^22 + x^21 + 31
3319,	x^22 + x^21 + 6
3323,	x^22 + x^21 + 8
3329,	x^22 + x^21 + 24
3331,	x^22 + x^21 + 18
3343,	x^22 + x^21 + 167
3347,	x^22 + x^21 + 52
3359,	x^22 + x^21 + 82
3361,	x^22 + x^21 + 159
3371,	x^22 + x^21 + 2
3373,	x^22 + x^21 + 208
3389,	x^22 + x^21 + 187
3391,	x^22 + x^21 + 76
3407,	x^22 + x^21 + 174
3413,	x^22 + x^21 + 75
3433,	x^22 + x^21 + 30
3449,	x^22 + x^21 + 127
3457,	x^22 + x^21 + 60
3461,	x^22 + x^21 + 83
3463,	x^22 + x^21 + 82
3467,	x^22 + x^21 + 34
3469,	x^22 + x^21 + 13
3491,	x^22 + x^21 + 51
3499,	x^22 + x^21 + 85
3511,	x^22 + x^21 + 132
3517,	x^22 + x^21 + 45
3527,	x^22 + x^21 + 71
3529,	x^22 + x^21 + 26
3533,	x^22 + x^21 + 8
3539,	x^22 + x^21 + 18
3541,	x^22 + x^21 + 18
3547,	x^22 + x^21 + 14
3557,	x^22 + x^21 + 30
3559,	x^22 + x^21 + 78
3571,	x^22 + x^21 + 252
3581,	x^22 + x^21 + 10
3583,	x^22 + x^21 + 76
3593,	x^22 + x^21 + 46
3607,	x^22 + x^21 + 93
3613,	x^22 + x^21 + 5
3617,	x^22 + x^21 + 20
3623,	x^22 + x^21 + 23
3631,	x^22 + x^21 + 69
3637,	x^22 + x^21 + 18
3643,	x^22 + x^21 + 73
3659,	x^22 + x^21 + 262
3671,	x^22 + x^21 + 86
3673,	x^22 + x^21 + 5
3677,	x^22 + x^21 + 32
3691,	x^22 + x^21 + 31
3697,	x^22 + x^21 + 91
3701,	x^22 + x^21 + 153
3709,	x^22 + x^21 + 153
3719,	x^22 + x^21 + 70
3727,	x^22 + x^21 + 96
3733,	x^22 + x^21 + 18
3739,	x^22 + x^21 + 221
3761,	x^22 + x^21 + 171
3767,	x^22 + x^21 + 20
3769,	x^22 + x^21 + 51
3779,	x^22 + x^21 + 2
3793,	x^22 + x^21 + 511
3797,	x^22 + x^21 + 108
3803,	x^22 + x^21 + 61
3821,	x^22 + x^21 + 95
3823,	x^22 + x^21 + 96
3833,	x^22 + x^21 + 40
3847,	x^22 + x^21 + 105
3851,	x^22 + x^21 + 40
3853,	x^22 + x^21 + 57
3863,	x^22 + x^21 + 107
3877,	x^22 + x^21 + 401
3881,	x^22 + x^21 + 26
3889,	x^22 + x^21 + 22
3907,	x^22 + x^21 + 2
3911,	x^22 + x^21 + 57
3917,	x^22 + x^21 + 98
3919,	x^22 + x^21 + 106
3923,	x^22 + x^21 + 34
3929,	x^22 + x^21 + 115
3931,	x^22 + x^21 + 44
3943,	x^22 + x^21 + 78
3947,	x^22 + x^21 + 59
3967,	x^22 + x^21 + 119
3989,	x^22 + x^21 + 43
4001,	x^22 + x^21 + 134
4003,	x^22 + x^21 + 2
4007,	x^22 + x^21 + 44
4013,	x^22 + x^21 + 79
4019,	x^22 + x^21 + 29
4021,	x^22 + x^21 + 247
4027,	x^22 + x^21 + 193
4049,	x^22 + x^21 + 7
4051,	x^22 + x^21 + 138
4057,	x^22 + x^21 + 93
4073,	x^22 + x^21 + 87
4079,	x^22 + x^21 + 22
4091,	x^22 + x^21 + 79
4093,	x^22 + x^21 + 21
4099,	x^22 + x^21 + 15
4111,	x^22 + x^21 + 154
4127,	x^22 + x^21 + 80
4129,	x^22 + x^21 + 238
4133,	x^22 + x^21 + 120
4139,	x^22 + x^21 + 13
4153,	x^22 + x^21 + 134
4157,	x^22 + x^21 + 42
4159,	x^22 + x^21 + 126
4177,	x^22 + x^21 + 95
4201,	x^22 + x^21 + 23
4211,	x^22 + x^21 + 26
4217,	x^22 + x^21 + 58
4219,	x^22 + x^21 + 82
4229,	x^22 + x^21 + 34
4231,	x^22 + x^21 + 29
4241,	x^22 + x^21 + 151
4243,	x^22 + x^21 + 76
4253,	x^22 + x^21 + 8
4259,	x^22 + x^21 + 10
4261,	x^22 + x^21 + 86
4271,	x^22 + x^21 + 116
4273,	x^22 + x^21 + 37
4283,	x^22 + x^21 + 130
4289,	x^22 + x^21 + 62
4297,	x^22 + x^21 + 14
4327,	x^22 + x^21 + 52
4337,	x^22 + x^21 + 10
4339,	x^22 + x^21 + 40
4349,	x^22 + x^21 + 78
4357,	x^22 + x^21 + 51
4363,	x^22 + x^21 + 12
4373,	x^22 + x^21 + 8
4391,	x^22 + x^21 + 29
4397,	x^22 + x^21 + 19
4409,	x^22 + x^21 + 241
4421,	x^22 + x^21 + 66
4423,	x^22 + x^21 + 48
4441,	x^22 + x^21 + 78
4447,	x^22 + x^21 + 24
4451,	x^22 + x^21 + 106
4457,	x^22 + x^21 + 43
4463,	x^22 + x^21 + 63
4481,	x^22 + x^21 + 135
4483,	x^22 + x^21 + 224
4493,	x^22 + x^21 + 79
4507,	x^22 + x^21 + 12
4513,	x^22 + x^21 + 28
4517,	x^22 + x^21 + 117
4519,	x^22 + x^21 + 7
4523,	x^22 + x^21 + 72
4547,	x^22 + x^21 + 134
4549,	x^22 + x^21 + 319
4561,	x^22 + x^21 + 78
4567,	x^22 + x^21 + 65
4583,	x^22 + x^21 + 5
4591,	x^22 + x^21 + 111
4597,	x^22 + x^21 + 76
4603,	x^22 + x^21 + 5
4621,	x^22 + x^21 + 89
4637,	x^22 + x^21 + 70
4639,	x^22 + x^21 + 97
4643,	x^22 + x^21 + 39
4649,	x^22 + x^21 + 22
4651,	x^22 + x^21 + 273
4657,	x^22 + x^21 + 89
4663,	x^22 + x^21 + 34
4673,	x^22 + x^21 + 55
4679,	x^22 + x^21 + 71
4691,	x^22 + x^21 + 119
4703,	x^22 + x^21 + 70
4721,	x^22 + x^21 + 7
4723,	x^22 + x^21 + 2
4729,	x^22 + x^21 + 85
4733,	x^22 + x^21 + 20
4751,	x^22 + x^21 + 115
4759,	x^22 + x^21 + 47
4783,	x^22 + x^21 + 263
4787,	x^22 + x^21 + 2
4789,	x^22 + x^21 + 67
4793,	x^22 + x^21 + 47
4799,	x^22 + x^21 + 95
4801,	x^22 + x^21 + 124
4813,	x^22 + x^21 + 183
4817,	x^22 + x^21 + 77
4831,	x^22 + x^21 + 54
4861,	x^22 + x^21 + 96
4871,	x^22 + x^21 + 132
4877,	x^22 + x^21 + 3
4889,	x^22 + x^21 + 27
4903,	x^22 + x^21 + 38
4909,	x^22 + x^21 + 142
4919,	x^22 + x^21 + 13
4931,	x^22 + x^21 + 31
4933,	x^22 + x^21 + 67
4937,	x^22 + x^21 + 189
4943,	x^22 + x^21 + 224
4951,	x^22 + x^21 + 6
4957,	x^22 + x^21 + 5
4967,	x^22 + x^21 + 34
4969,	x^22 + x^21 + 99
4973,	x^22 + x^21 + 253
4987,	x^22 + x^21 + 149
4993,	x^22 + x^21 + 105
4999,	x^22 + x^21 + 113
5003,	x^22 + x^21 + 2
5009,	x^22 + x^21 + 12
5011,	x^22 + x^21 + 134
5021,	x^22 + x^21 + 115
5023,	x^22 + x^21 + 192
5039,	x^22 + x^21 + 11
5051,	x^22 + x^21 + 34
5059,	x^22 + x^21 + 163
5077,	x^22 + x^21 + 56
5081,	x^22 + x^21 + 13
5087,	x^22 + x^21 + 11
5099,	x^22 + x^21 + 19
5101,	x^22 + x^21 + 244
5107,	x^22 + x^21 + 130
5113,	x^22 + x^21 + 38
5119,	x^22 + x^21 + 258
5147,	x^22 + x^21 + 93
5153,	x^22 + x^21 + 61
5167,	x^22 + x^21 + 433
5171,	x^22 + x^21 + 338
5179,	x^22 + x^21 + 2
5189,	x^22 + x^21 + 127
5197,	x^22 + x^21 + 91
5209,	x^22 + x^21 + 71
5227,	x^22 + x^21 + 34
5231,	x^22 + x^21 + 94
5233,	x^22 + x^21 + 20
5237,	x^22 + x^21 + 192
5261,	x^22 + x^21 + 8
5273,	x^22 + x^21 + 21
5279,	x^22 + x^21 + 186
5281,	x^22 + x^21 + 175
5297,	x^22 + x^21 + 3
5303,	x^22 + x^21 + 90
5309,	x^22 + x^21 + 243
5323,	x^22 + x^21 + 184
5333,	x^22 + x^21 + 27
5347,	x^22 + x^21 + 75
5351,	x^22 + x^21 + 195
5381,	x^22 + x^21 + 87
5387,	x^22 + x^21 + 46
5393,	x^22 + x^21 + 103
5399,	x^22 + x^21 + 17
5407,	x^22 + x^21 + 45
5413,	x^22 + x^21 + 29
5417,	x^22 + x^21 + 34
5419,	x^22 + x^21 + 22
5431,	x^22 + x^21 + 41
5437,	x^22 + x^21 + 134
5441,	x^22 + x^21 + 82
5443,	x^22 + x^21 + 2
5449,	x^22 + x^21 + 210
5471,	x^22 + x^21 + 97
5477,	x^22 + x^21 + 38
5479,	x^22 + x^21 + 104
5483,	x^22 + x^21 + 78
5501,	x^22 + x^21 + 60
5503,	x^22 + x^21 + 7
5507,	x^22 + x^21 + 34
5519,	x^22 + x^21 + 17
5521,	x^22 + x^21 + 161
5527,	x^22 + x^21 + 11
5531,	x^22 + x^21 + 10
5557,	x^22 + x^21 + 29
5563,	x^22 + x^21 + 71
5569,	x^22 + x^21 + 26
5573,	x^22 + x^21 + 3
5581,	x^22 + x^21 + 82
5591,	x^22 + x^21 + 19
5623,	x^22 + x^21 + 45
5639,	x^22 + x^21 + 172
5641,	x^22 + x^21 + 14
5647,	x^22 + x^21 + 41
5651,	x^22 + x^21 + 38
5653,	x^22 + x^21 + 127
5657,	x^22 + x^21 + 40
5659,	x^22 + x^21 + 75
5669,	x^22 + x^21 + 214
5683,	x^22 + x^21 + 80
5689,	x^22 + x^21 + 13
5693,	x^22 + x^21 + 69
5701,	x^22 + x^21 + 2
5711,	x^22 + x^21 + 107
5717,	x^22 + x^21 + 61
5737,	x^22 + x^21 + 40
5741,	x^22 + x^21 + 15
5743,	x^22 + x^21 + 68
5749,	x^22 + x^21 + 143
5779,	x^22 + x^21 + 128
5783,	x^22 + x^21 + 21
5791,	x^22 + x^21 + 87
5801,	x^22 + x^21 + 33
5807,	x^22 + x^21 + 20
5813,	x^22 + x^21 + 232
5821,	x^22 + x^21 + 149
5827,	x^22 + x^21 + 56
5839,	x^22 + x^21 + 55
5843,	x^22 + x^21 + 60
5849,	x^22 + x^21 + 108
5851,	x^22 + x^21 + 26
5857,	x^22 + x^21 + 203
5861,	x^22 + x^21 + 38
5867,	x^22 + x^21 + 44
5869,	x^22 + x^21 + 310
5879,	x^22 + x^21 + 83
5881,	x^22 + x^21 + 114
5897,	x^22 + x^21 + 27
5903,	x^22 + x^21 + 97
5923,	x^22 + x^21 + 45
5927,	x^22 + x^21 + 15
5939,	x^22 + x^21 + 47
5953,	x^22 + x^21 + 185
5981,	x^22 + x^21 + 183
5987,	x^22 + x^21 + 24
6007,	x^22 + x^21 + 14
6011,	x^22 + x^21 + 76
6029,	x^22 + x^21 + 57
6037,	x^22 + x^21 + 23
6043,	x^22 + x^21 + 13
6047,	x^22 + x^21 + 212
6053,	x^22 + x^21 + 95
6067,	x^22 + x^21 + 84
6073,	x^22 + x^21 + 67
6079,	x^22 + x^21 + 170
6089,	x^22 + x^21 + 35
6091,	x^22 + x^21 + 93
6101,	x^22 + x^21 + 66
6113,	x^22 + x^21 + 3
6121,	x^22 + x^21 + 26
6131,	x^22 + x^21 + 98
6133,	x^22 + x^21 + 33
6143,	x^22 + x^21 + 14
6151,	x^22 + x^21 + 29
6163,	x^22 + x^21 + 106
6173,	x^22 + x^21 + 18
6197,	x^22 + x^21 + 218
6199,	x^22 + x^21 + 6
6203,	x^22 + x^21 + 41
6211,	x^22 + x^21 + 106
6217,	x^22 + x^21 + 66
6221,	x^22 + x^21 + 284
6229,	x^22 + x^21 + 187
6247,	x^22 + x^21 + 115
6257,	x^22 + x^21 + 31
6263,	x^22 + x^21 + 40
6269,	x^22 + x^21 + 8
6271,	x^22 + x^21 + 117
6277,	x^22 + x^21 + 150
6287,	x^22 + x^21 + 135
6299,	x^22 + x^21 + 270
6301,	x^22 + x^21 + 17
6311,	x^22 + x^21 + 65
6317,	x^22 + x^21 + 43
6323,	x^22 + x^21 + 62
6329,	x^22 + x^21 + 42
6337,	x^22 + x^21 + 10
6343,	x^22 + x^21 + 51
6353,	x^22 + x^21 + 79
6359,	x^22 + x^21 + 111
