p,	poly
431,	x^21 + x^20 + 41
433,	x^21 + x^20 + 10
439,	x^21 + x^20 + 45
443,	x^21 + x^20 + 27
449,	x^21 + x^20 + 68
457,	x^21 + x^20 + 13
461,	x^21 + x^20 + 2
463,	x^21 + x^20 + 9
467,	x^21 + x^20 + 22
479,	x^21 + x^20 + 10
487,	x^21 + x^20 + 21
491,	x^21 + x^20 + 31
499,	x^21 + x^20 + 267
503,	x^21 + x^20 + 11
509,	x^21 + x^20 + 3
521,	x^21 + x^20 + 109
523,	x^21 + x^20 + 96
541,	x^21 + x^20 + 291
547,	x^21 + x^20 + 15
557,	x^21 + x^20 + 34
563,	x^21 + x^20 + 69
569,	x^21 + x^20 + 23
571,	x^21 + x^20 + 119
577,	x^21 + x^20 + 158
587,	x^21 + x^20 + 53
593,	x^21 + x^20 + 89
599,	x^21 + x^20 + 71
601,	x^21 + x^20 + 7
607,	x^21 + x^20 + 18
613,	x^21 + x^20 + 33
617,	x^21 + x^20 + 151
619,	x^21 + x^20 + 45
631,	x^21 + x^20 + 17
641,	x^21 + x^20 + 46
643,	x^21 + x^20 + 371
647,	x^21 + x^20 + 87
653,	x^21 + x^20 + 26
659,	x^21 + x^20 + 100
661,	x^21 + x^20 + 37
673,	x^21 + x^20 + 47
677,	x^21 + x^20 + 23
683,	x^21 + x^20 + 19
691,	x^21 + x^20 + 63
701,	x^21 + x^20 + 3
709,	x^21 + x^20 + 118
719,	x^21 + x^20 + 30
727,	x^21 + x^20 + 15
733,	x^21 + x^20 + 6
739,	x^21 + x^20 + 49
743,	x^21 + x^20 + 11
751,	x^21 + x^20 + 5
757,	x^21 + x^20 + 96
761,	x^21 + x^20 + 43
769,	x^21 + x^20 + 145
773,	x^21 + x^20 + 13
787,	x^21 + x^20 + 25
797,	x^21 + x^20 + 51
809,	x^21 + x^20 + 31
811,	x^21 + x^20 + 45
821,	x^21 + x^20 + 44
823,	x^21 + x^20 + 15
827,	x^21 + x^20 + 76
829,	x^21 + x^20 + 30
839,	x^21 + x^20 + 24
853,	x^21 + x^20 + 86
857,	x^21 + x^20 + 20
859,	x^21 + x^20 + 16
863,	x^21 + x^20 + 17
877,	x^21 + x^20 + 180
881,	x^21 + x^20 + 287
883,	x^21 + x^20 + 21
887,	x^21 + x^20 + 27
907,	x^21 + x^20 + 78
911,	x^21 + x^20 + 38
919,	x^21 + x^20 + 90
929,	x^21 + x^20 + 65
937,	x^21 + x^20 + 47
941,	x^21 + x^20 + 58
947,	x^21 + x^20 + 85
953,	x^21 + x^20 + 27
967,	x^21 + x^20 + 223
971,	x^21 + x^20 + 103
977,	x^21 + x^20 + 118
983,	x^21 + x^20 + 25
991,	x^21 + x^20 + 4
997,	x^21 + x^20 + 43
1009,	x^21 + x^20 + 34
1013,	x^21 + x^20 + 26
1019,	x^21 + x^20 + 64
1021,	x^21 + x^20 + 66
1031,	x^21 + x^20 + 6
1033,	x^21 + x^20 + 45
1039,	x^21 + x^20 + 17
1049,	x^21 + x^20 + 63
1051,	x^21 + x^20 + 107
1061,	x^21 + x^20 + 68
1063,	x^21 + x^20 + 187
1069,	x^21 + x^20 + 200
1087,	x^21 + x^20 + 86
1091,	x^21 + x^20 + 4
1093,	x^21 + x^20 + 53
1097,	x^21 + x^20 + 86
1103,	x^21 + x^20 + 27
1109,	x^21 + x^20 + 35
1117,	x^21 + x^20 + 219
1123,	x^21 + x^20 + 16
1129,	x^21 + x^20 + 65
1151,	x^21 + x^20 + 21
1153,	x^21 + x^20 + 168
1163,	x^21 + x^20 + 12
1171,	x^21 + x^20 + 106
1181,	x^21 + x^20 + 12
1187,	x^21 + x^20 + 12
1193,	x^21 + x^20 + 118
1201,	x^21 + x^20 + 26
1213,	x^21 + x^20 + 55
1217,	x^21 + x^20 + 44
1223,	x^21 + x^20 + 11
1229,	x^21 + x^20 + 23
1231,	x^21 + x^20 + 7
1237,	x^21 + x^20 + 264
1249,	x^21 + x^20 + 41
1259,	x^21 + x^20 + 68
1277,	x^21 + x^20 + 43
1279,	x^21 + x^20 + 9
1283,	x^21 + x^20 + 27
1289,	x^21 + x^20 + 47
1291,	x^21 + x^20 + 58
1297,	x^21 + x^20 + 45
1301,	x^21 + x^20 + 18
1303,	x^21 + x^20 + 42
1307,	x^21 + x^20 + 49
1319,	x^21 + x^20 + 7
1321,	x^21 + x^20 + 57
1327,	x^21 + x^20 + 84
1361,	x^21 + x^20 + 30
1367,	x^21 + x^20 + 24
1373,	x^21 + x^20 + 53
1381,	x^21 + x^20 + 107
1399,	x^21 + x^20 + 29
1409,	x^21 + x^20 + 79
1423,	x^21 + x^20 + 97
1427,	x^21 + x^20 + 9
1429,	x^21 + x^20 + 509
1433,	x^21 + x^20 + 185
1439,	x^21 + x^20 + 16
1447,	x^21 + x^20 + 2
1451,	x^21 + x^20 + 45
1453,	x^21 + x^20 + 66
1459,	x^21 + x^20 + 61
1471,	x^21 + x^20 + 11
1481,	x^21 + x^20 + 76
1483,	x^21 + x^20 + 4
1487,	x^21 + x^20 + 2
1489,	x^21 + x^20 + 138
1493,	x^21 + x^20 + 109
1499,	x^21 + x^20 + 81
1511,	x^21 + x^20 + 112
1523,	x^21 + x^20 + 25
1531,	x^21 + x^20 + 16
1543,	x^21 + x^20 + 16
1549,	x^21 + x^20 + 56
1553,	x^21 + x^20 + 34
1559,	x^21 + x^20 + 22
1567,	x^21 + x^20 + 29
1571,	x^21 + x^20 + 60
1579,	x^21 + x^20 + 23
1583,	x^21 + x^20 + 88
1597,	x^21 + x^20 + 42
1601,	x^21 + x^20 + 92
1607,	x^21 + x^20 + 23
1609,	x^21 + x^20 + 83
1613,	x^21 + x^20 + 11
1619,	x^21 + x^20 + 186
1621,	x^21 + x^20 + 87
1627,	x^21 + x^20 + 15
1637,	x^21 + x^20 + 58
1657,	x^21 + x^20 + 21
1663,	x^21 + x^20 + 52
1667,	x^21 + x^20 + 3
1669,	x^21 + x^20 + 41
1693,	x^21 + x^20 + 99
1697,	x^21 + x^20 + 3
1699,	x^21 + x^20 + 6
1709,	x^21 + x^20 + 13
1721,	x^21 + x^20 + 35
1723,	x^21 + x^20 + 214
1733,	x^21 + x^20 + 32
1741,	x^21 + x^20 + 200
1747,	x^21 + x^20 + 16
1753,	x^21 + x^20 + 15
1759,	x^21 + x^20 + 18
1777,	x^21 + x^20 + 85
1783,	x^21 + x^20 + 15
1787,	x^21 + x^20 + 17
1789,	x^21 + x^20 + 42
1801,	x^21 + x^20 + 141
1811,	x^21 + x^20 + 9
1823,	x^21 + x^20 + 25
1831,	x^21 + x^20 + 79
1847,	x^21 + x^20 + 2
1861,	x^21 + x^20 + 63
1867,	x^21 + x^20 + 199
1871,	x^21 + x^20 + 26
1873,	x^21 + x^20 + 59
1877,	x^21 + x^20 + 185
1879,	x^21 + x^20 + 47
1889,	x^21 + x^20 + 12
1901,	x^21 + x^20 + 12
1907,	x^21 + x^20 + 38
1913,	x^21 + x^20 + 11
1931,	x^21 + x^20 + 26
1933,	x^21 + x^20 + 106
1949,	x^21 + x^20 + 18
1951,	x^21 + x^20 + 9
1973,	x^21 + x^20 + 80
1979,	x^21 + x^20 + 21
1987,	x^21 + x^20 + 16
1993,	x^21 + x^20 + 7
1997,	x^21 + x^20 + 74
1999,	x^21 + x^20 + 79
2003,	x^21 + x^20 + 25
2011,	x^21 + x^20 + 9
2017,	x^21 + x^20 + 104
2027,	x^21 + x^20 + 58
2029,	x^21 + x^20 + 30
2039,	x^21 + x^20 + 3
2053,	x^21 + x^20 + 103
2063,	x^21 + x^20 + 26
2069,	x^21 + x^20 + 31
2081,	x^21 + x^20 + 21
2083,	x^21 + x^20 + 55
2087,	x^21 + x^20 + 2
2089,	x^21 + x^20 + 119
2099,	x^21 + x^20 + 31
2111,	x^21 + x^20 + 128
2113,	x^21 + x^20 + 94
2129,	x^21 + x^20 + 116
2131,	x^21 + x^20 + 142
2137,	x^21 + x^20 + 30
2141,	x^21 + x^20 + 40
2143,	x^21 + x^20 + 49
2153,	x^21 + x^20 + 10
2161,	x^21 + x^20 + 53
2179,	x^21 + x^20 + 30
2203,	x^21 + x^20 + 25
2207,	x^21 + x^20 + 22
2213,	x^21 + x^20 + 58
2221,	x^21 + x^20 + 18
2237,	x^21 + x^20 + 132
2239,	x^21 + x^20 + 112
2243,	x^21 + x^20 + 118
2251,	x^21 + x^20 + 259
2267,	x^21 + x^20 + 65
2269,	x^21 + x^20 + 67
2273,	x^21 + x^20 + 19
2281,	x^21 + x^20 + 177
2287,	x^21 + x^20 + 119
2293,	x^21 + x^20 + 55
2297,	x^21 + x^20 + 10
2309,	x^21 + x^20 + 2
2311,	x^21 + x^20 + 121
2333,	x^21 + x^20 + 128
2339,	x^21 + x^20 + 41
2341,	x^21 + x^20 + 30
2347,	x^21 + x^20 + 135
2351,	x^21 + x^20 + 132
2357,	x^21 + x^20 + 18
2371,	x^21 + x^20 + 80
2377,	x^21 + x^20 + 43
2381,	x^21 + x^20 + 178
2383,	x^21 + x^20 + 13
2389,	x^21 + x^20 + 67
2393,	x^21 + x^20 + 102
2399,	x^21 + x^20 + 158
2411,	x^21 + x^20 + 7
2417,	x^21 + x^20 + 61
2423,	x^21 + x^20 + 4
2437,	x^21 + x^20 + 2
2441,	x^21 + x^20 + 57
2447,	x^21 + x^20 + 81
2459,	x^21 + x^20 + 109
2467,	x^21 + x^20 + 70
2473,	x^21 + x^20 + 29
2477,	x^21 + x^20 + 2
2503,	x^21 + x^20 + 2
2521,	x^21 + x^20 + 43
2531,	x^21 + x^20 + 62
2539,	x^21 + x^20 + 9
2543,	x^21 + x^20 + 119
2549,	x^21 + x^20 + 8
2551,	x^21 + x^20 + 5
2557,	x^21 + x^20 + 32
2579,	x^21 + x^20 + 71
2591,	x^21 + x^20 + 50
2593,	x^21 + x^20 + 69
2609,	x^21 + x^20 + 22
2617,	x^21 + x^20 + 142
2621,	x^21 + x^20 + 31
2633,	x^21 + x^20 + 80
2647,	x^21 + x^20 + 9
2657,	x^21 + x^20 + 95
2659,	x^21 + x^20 + 6
2663,	x^21 + x^20 + 8
2671,	x^21 + x^20 + 160
2677,	x^21 + x^20 + 18
2683,	x^21 + x^20 + 23
2687,	x^21 + x^20 + 14
2689,	x^21 + x^20 + 82
2693,	x^21 + x^20 + 17
2699,	x^21 + x^20 + 36
2707,	x^21 + x^20 + 74
2711,	x^21 + x^20 + 27
2713,	x^21 + x^20 + 65
2719,	x^21 + x^20 + 80
2729,	x^21 + x^20 + 30
2731,	x^21 + x^20 + 24
2741,	x^21 + x^20 + 189
2749,	x^21 + x^20 + 86
2753,	x^21 + x^20 + 58
2767,	x^21 + x^20 + 53
2777,	x^21 + x^20 + 75
2789,	x^21 + x^20 + 2
2791,	x^21 + x^20 + 74
2797,	x^21 + x^20 + 130
2801,	x^21 + x^20 + 27
2803,	x^21 + x^20 + 60
2819,	x^21 + x^20 + 53
2833,	x^21 + x^20 + 5
2837,	x^21 + x^20 + 136
2843,	x^21 + x^20 + 59
2851,	x^21 + x^20 + 262
2857,	x^21 + x^20 + 43
2861,	x^21 + x^20 + 60
2879,	x^21 + x^20 + 90
2887,	x^21 + x^20 + 103
2897,	x^21 + x^20 + 118
2903,	x^21 + x^20 + 19
2909,	x^21 + x^20 + 60
2917,	x^21 + x^20 + 44
2927,	x^21 + x^20 + 77
2939,	x^21 + x^20 + 16
2953,	x^21 + x^20 + 143
2957,	x^21 + x^20 + 46
2963,	x^21 + x^20 + 4
2969,	x^21 + x^20 + 6
2971,	x^21 + x^20 + 26
2999,	x^21 + x^20 + 10
3001,	x^21 + x^20 + 254
3011,	x^21 + x^20 + 3
3019,	x^21 + x^20 + 88
3023,	x^21 + x^20 + 6
3037,	x^21 + x^20 + 22
3041,	x^21 + x^20 + 15
3049,	x^21 + x^20 + 123
3061,	x^21 + x^20 + 96
3067,	x^21 + x^20 + 14
3079,	x^21 + x^20 + 41
3083,	x^21 + x^20 + 4
3089,	x^21 + x^20 + 113
3109,	x^21 + x^20 + 138
3119,	x^21 + x^20 + 46
3121,	x^21 + x^20 + 132
3137,	x^21 + x^20 + 19
3163,	x^21 + x^20 + 17
3167,	x^21 + x^20 + 83
3169,	x^21 + x^20 + 109
3181,	x^21 + x^20 + 78
3187,	x^21 + x^20 + 54
3191,	x^21 + x^20 + 54
3203,	x^21 + x^20 + 10
3209,	x^21 + x^20 + 30
3217,	x^21 + x^20 + 73
3221,	x^21 + x^20 + 22
3229,	x^21 + x^20 + 44
3251,	x^21 + x^20 + 49
3253,	x^21 + x^20 + 5
3257,	x^21 + x^20 + 75
3259,	x^21 + x^20 + 20
3271,	x^21 + x^20 + 245
3299,	x^21 + x^20 + 44
3301,	x^21 + x^20 + 47
3307,	x^21 + x^20 + 82
3313,	x^21 + x^20 + 104
3319,	x^21 + x^20 + 25
3323,	x^21 + x^20 + 17
3329,	x^21 + x^20 + 99
3331,	x^21 + x^20 + 13
3343,	x^21 + x^20 + 109
3347,	x^21 + x^20 + 91
3359,	x^21 + x^20 + 10
3361,	x^21 + x^20 + 34
3371,	x^21 + x^20 + 4
3373,	x^21 + x^20 + 53
3389,	x^21 + x^20 + 10
3391,	x^21 + x^20 + 36
3407,	x^21 + x^20 + 13
3413,	x^21 + x^20 + 125
3433,	x^21 + x^20 + 40
3449,	x^21 + x^20 + 6
3457,	x^21 + x^20 + 73
3461,	x^21 + x^20 + 2
3463,	x^21 + x^20 + 105
3467,	x^21 + x^20 + 11
3469,	x^21 + x^20 + 34
3491,	x^21 + x^20 + 34
3499,	x^21 + x^20 + 33
3511,	x^21 + x^20 + 38
3517,	x^21 + x^20 + 43
3527,	x^21 + x^20 + 84
3529,	x^21 + x^20 + 143
3533,	x^21 + x^20 + 18
3539,	x^21 + x^20 + 9
3541,	x^21 + x^20 + 35
3547,	x^21 + x^20 + 71
3557,	x^21 + x^20 + 18
3559,	x^21 + x^20 + 245
3571,	x^21 + x^20 + 211
3581,	x^21 + x^20 + 8
3583,	x^21 + x^20 + 22
3593,	x^21 + x^20 + 129
3607,	x^21 + x^20 + 15
3613,	x^21 + x^20 + 82
3617,	x^21 + x^20 + 40
3623,	x^21 + x^20 + 8
3631,	x^21 + x^20 + 20
3637,	x^21 + x^20 + 73
3643,	x^21 + x^20 + 11
3659,	x^21 + x^20 + 15
3671,	x^21 + x^20 + 18
3673,	x^21 + x^20 + 10
3677,	x^21 + x^20 + 3
3691,	x^21 + x^20 + 159
3697,	x^21 + x^20 + 35
3701,	x^21 + x^20 + 22
3709,	x^21 + x^20 + 83
3719,	x^21 + x^20 + 19
3727,	x^21 + x^20 + 4
3733,	x^21 + x^20 + 20
3739,	x^21 + x^20 + 91
3761,	x^21 + x^20 + 6
3767,	x^21 + x^20 + 64
3769,	x^21 + x^20 + 11
3779,	x^21 + x^20 + 55
3793,	x^21 + x^20 + 119
3797,	x^21 + x^20 + 20
3803,	x^21 + x^20 + 43
3821,	x^21 + x^20 + 34
3823,	x^21 + x^20 + 21
3833,	x^21 + x^20 + 83
3847,	x^21 + x^20 + 51
3851,	x^21 + x^20 + 70
3853,	x^21 + x^20 + 21
3863,	x^21 + x^20 + 29
3877,	x^21 + x^20 + 70
3881,	x^21 + x^20 + 62
3889,	x^21 + x^20 + 19
3907,	x^21 + x^20 + 51
3911,	x^21 + x^20 + 5
3917,	x^21 + x^20 + 26
3919,	x^21 + x^20 + 101
3923,	x^21 + x^20 + 52
3929,	x^21 + x^20 + 75
3931,	x^21 + x^20 + 109
3943,	x^21 + x^20 + 18
3947,	x^21 + x^20 + 53
3967,	x^21 + x^20 + 65
3989,	x^21 + x^20 + 134
4001,	x^21 + x^20 + 85
4003,	x^21 + x^20 + 144
4007,	x^21 + x^20 + 39
4013,	x^21 + x^20 + 32
4019,	x^21 + x^20 + 95
4021,	x^21 + x^20 + 18
4027,	x^21 + x^20 + 139
4049,	x^21 + x^20 + 73
4051,	x^21 + x^20 + 35
4057,	x^21 + x^20 + 148
4073,	x^21 + x^20 + 10
4079,	x^21 + x^20 + 64
4091,	x^21 + x^20 + 15
4093,	x^21 + x^20 + 5
4099,	x^21 + x^20 + 164
4111,	x^21 + x^20 + 16
4127,	x^21 + x^20 + 35
4129,	x^21 + x^20 + 78
4133,	x^21 + x^20 + 97
4139,	x^21 + x^20 + 3
4153,	x^21 + x^20 + 231
4157,	x^21 + x^20 + 85
4159,	x^21 + x^20 + 21
4177,	x^21 + x^20 + 21
4201,	x^21 + x^20 + 76
4211,	x^21 + x^20 + 36
4217,	x^21 + x^20 + 54
4219,	x^21 + x^20 + 89
4229,	x^21 + x^20 + 51
4231,	x^21 + x^20 + 19
4241,	x^21 + x^20 + 39
4243,	x^21 + x^20 + 41
4253,	x^21 + x^20 + 77
4259,	x^21 + x^20 + 31
4261,	x^21 + x^20 + 96
4271,	x^21 + x^20 + 93
4273,	x^21 + x^20 + 29
4283,	x^21 + x^20 + 66
4289,	x^21 + x^20 + 27
4297,	x^21 + x^20 + 38
4327,	x^21 + x^20 + 2
4337,	x^21 + x^20 + 43
4339,	x^21 + x^20 + 168
4349,	x^21 + x^20 + 102
4357,	x^21 + x^20 + 63
4363,	x^21 + x^20 + 104
4373,	x^21 + x^20 + 27
4391,	x^21 + x^20 + 10
4397,	x^21 + x^20 + 5
4409,	x^21 + x^20 + 3
4421,	x^21 + x^20 + 19
4423,	x^21 + x^20 + 91
4441,	x^21 + x^20 + 104
4447,	x^21 + x^20 + 36
4451,	x^21 + x^20 + 89
4457,	x^21 + x^20 + 99
4463,	x^21 + x^20 + 54
4481,	x^21 + x^20 + 75
4483,	x^21 + x^20 + 150
4493,	x^21 + x^20 + 12
4507,	x^21 + x^20 + 207
4513,	x^21 + x^20 + 58
4517,	x^21 + x^20 + 41
4519,	x^21 + x^20 + 242
4523,	x^21 + x^20 + 90
4547,	x^21 + x^20 + 48
4549,	x^21 + x^20 + 154
4561,	x^21 + x^20 + 255
4567,	x^21 + x^20 + 7
4583,	x^21 + x^20 + 65
4591,	x^21 + x^20 + 41
4597,	x^21 + x^20 + 50
4603,	x^21 + x^20 + 60
4621,	x^21 + x^20 + 98
4637,	x^21 + x^20 + 3
4639,	x^21 + x^20 + 32
4643,	x^21 + x^20 + 164
4649,	x^21 + x^20 + 151
4651,	x^21 + x^20 + 229
4657,	x^21 + x^20 + 29
4663,	x^21 + x^20 + 19
4673,	x^21 + x^20 + 76
4679,	x^21 + x^20 + 81
4691,	x^21 + x^20 + 110
4703,	x^21 + x^20 + 67
4721,	x^21 + x^20 + 87
4723,	x^21 + x^20 + 280
4729,	x^21 + x^20 + 136
4733,	x^21 + x^20 + 12
4751,	x^21 + x^20 + 7
4759,	x^21 + x^20 + 23
4783,	x^21 + x^20 + 144
4787,	x^21 + x^20 + 31
4789,	x^21 + x^20 + 278
4793,	x^21 + x^20 + 10
4799,	x^21 + x^20 + 8
4801,	x^21 + x^20 + 43
4813,	x^21 + x^20 + 20
4817,	x^21 + x^20 + 153
4831,	x^21 + x^20 + 59
4861,	x^21 + x^20 + 188
4871,	x^21 + x^20 + 40
4877,	x^21 + x^20 + 3
4889,	x^21 + x^20 + 58
4903,	x^21 + x^20 + 183
4909,	x^21 + x^20 + 56
4919,	x^21 + x^20 + 42
4931,	x^21 + x^20 + 63
4933,	x^21 + x^20 + 28
4937,	x^21 + x^20 + 33
4943,	x^21 + x^20 + 26
4951,	x^21 + x^20 + 83
4957,	x^21 + x^20 + 42
4967,	x^21 + x^20 + 27
4969,	x^21 + x^20 + 58
4973,	x^21 + x^20 + 20
4987,	x^21 + x^20 + 207
4993,	x^21 + x^20 + 154
4999,	x^21 + x^20 + 45
5003,	x^21 + x^20 + 67
5009,	x^21 + x^20 + 34
5011,	x^21 + x^20 + 76
5021,	x^21 + x^20 + 3
5023,	x^21 + x^20 + 183
5039,	x^21 + x^20 + 89
5051,	x^21 + x^20 + 3
5059,	x^21 + x^20 + 83
5077,	x^21 + x^20 + 105
5081,	x^21 + x^20 + 55
5087,	x^21 + x^20 + 42
5099,	x^21 + x^20 + 63
5101,	x^21 + x^20 + 139
5107,	x^21 + x^20 + 21
5113,	x^21 + x^20 + 122
5119,	x^21 + x^20 + 4
5147,	x^21 + x^20 + 99
5153,	x^21 + x^20 + 13
5167,	x^21 + x^20 + 156
5171,	x^21 + x^20 + 25
5179,	x^21 + x^20 + 51
5189,	x^21 + x^20 + 10
5197,	x^21 + x^20 + 94
5209,	x^21 + x^20 + 233
5227,	x^21 + x^20 + 60
5231,	x^21 + x^20 + 132
5233,	x^21 + x^20 + 149
5237,	x^21 + x^20 + 12
5261,	x^21 + x^20 + 22
5273,	x^21 + x^20 + 21
5279,	x^21 + x^20 + 85
5281,	x^21 + x^20 + 17
5297,	x^21 + x^20 + 14
5303,	x^21 + x^20 + 32
5309,	x^21 + x^20 + 78
5323,	x^21 + x^20 + 99
5333,	x^21 + x^20 + 7
5347,	x^21 + x^20 + 42
5351,	x^21 + x^20 + 51
5381,	x^21 + x^20 + 26
5387,	x^21 + x^20 + 89
5393,	x^21 + x^20 + 3
5399,	x^21 + x^20 + 60
5407,	x^21 + x^20 + 4
5413,	x^21 + x^20 + 52
5417,	x^21 + x^20 + 38
5419,	x^21 + x^20 + 6
5431,	x^21 + x^20 + 80
5437,	x^21 + x^20 + 6
5441,	x^21 + x^20 + 79
5443,	x^21 + x^20 + 23
5449,	x^21 + x^20 + 166
5471,	x^21 + x^20 + 3
5477,	x^21 + x^20 + 42
5479,	x^21 + x^20 + 74
5483,	x^21 + x^20 + 59
5501,	x^21 + x^20 + 58
5503,	x^21 + x^20 + 135
5507,	x^21 + x^20 + 10
5519,	x^21 + x^20 + 3
5521,	x^21 + x^20 + 124
5527,	x^21 + x^20 + 30
5531,	x^21 + x^20 + 178
5557,	x^21 + x^20 + 62
5563,	x^21 + x^20 + 44
5569,	x^21 + x^20 + 143
5573,	x^21 + x^20 + 179
5581,	x^21 + x^20 + 43
5591,	x^21 + x^20 + 78
5623,	x^21 + x^20 + 62
5639,	x^21 + x^20 + 72
5641,	x^21 + x^20 + 134
5647,	x^21 + x^20 + 25
5651,	x^21 + x^20 + 102
5653,	x^21 + x^20 + 34
5657,	x^21 + x^20 + 19
5659,	x^21 + x^20 + 49
5669,	x^21 + x^20 + 79
5683,	x^21 + x^20 + 81
5689,	x^21 + x^20 + 95
5693,	x^21 + x^20 + 41
5701,	x^21 + x^20 + 10
5711,	x^21 + x^20 + 48
5717,	x^21 + x^20 + 170
5737,	x^21 + x^20 + 60
5741,	x^21 + x^20 + 3
5743,	x^21 + x^20 + 215
5749,	x^21 + x^20 + 150
5779,	x^21 + x^20 + 88
5783,	x^21 + x^20 + 31
5791,	x^21 + x^20 + 132
5801,	x^21 + x^20 + 37
5807,	x^21 + x^20 + 11
5813,	x^21 + x^20 + 43
5821,	x^21 + x^20 + 149
5827,	x^21 + x^20 + 91
5839,	x^21 + x^20 + 45
5843,	x^21 + x^20 + 49
5849,	x^21 + x^20 + 75
5851,	x^21 + x^20 + 5
5857,	x^21 + x^20 + 10
5861,	x^21 + x^20 + 50
5867,	x^21 + x^20 + 17
5869,	x^21 + x^20 + 29
5879,	x^21 + x^20 + 123
5881,	x^21 + x^20 + 111
5897,	x^21 + x^20 + 58
5903,	x^21 + x^20 + 32
5923,	x^21 + x^20 + 88
5927,	x^21 + x^20 + 49
5939,	x^21 + x^20 + 29
5953,	x^21 + x^20 + 79
5981,	x^21 + x^20 + 48
5987,	x^21 + x^20 + 36
6007,	x^21 + x^20 + 85
6011,	x^21 + x^20 + 12
6029,	x^21 + x^20 + 17
6037,	x^21 + x^20 + 52
6043,	x^21 + x^20 + 92
6047,	x^21 + x^20 + 92
6053,	x^21 + x^20 + 34
6067,	x^21 + x^20 + 4
6073,	x^21 + x^20 + 212
6079,	x^21 + x^20 + 51
6089,	x^21 + x^20 + 11
6091,	x^21 + x^20 + 136
6101,	x^21 + x^20 + 2
6113,	x^21 + x^20 + 5
6121,	x^21 + x^20 + 146
6131,	x^21 + x^20 + 21
6133,	x^21 + x^20 + 368
6143,	x^21 + x^20 + 119
6151,	x^21 + x^20 + 36
6163,	x^21 + x^20 + 148
6173,	x^21 + x^20 + 11
6197,	x^21 + x^20 + 3
6199,	x^21 + x^20 + 45
6203,	x^21 + x^20 + 110
6211,	x^21 + x^20 + 73
6217,	x^21 + x^20 + 80
6221,	x^21 + x^20 + 19
6229,	x^21 + x^20 + 69
6247,	x^21 + x^20 + 23
6257,	x^21 + x^20 + 55
6263,	x^21 + x^20 + 18
6269,	x^21 + x^20 + 111
6271,	x^21 + x^20 + 114
6277,	x^21 + x^20 + 28
6287,	x^21 + x^20 + 100
6299,	x^21 + x^20 + 51
6301,	x^21 + x^20 + 78
6311,	x^21 + x^20 + 44
6317,	x^21 + x^20 + 57
6323,	x^21 + x^20 + 23
6329,	x^21 + x^20 + 26
6337,	x^21 + x^20 + 110
6343,	x^21 + x^20 + 87
6353,	x^21 + x^20 + 118
6359,	x^21 + x^20 + 136
