p,	poly
1151,	x^28 + x^27 + 311
1153,	x^28 + x^27 + 235
1163,	x^28 + x^27 + 83
1171,	x^28 + x^27 + 57
1181,	x^28 + x^27 + 82
1187,	x^28 + x^27 + 655
1193,	x^28 + x^27 + 48
1201,	x^28 + x^27 + 26
1213,	x^28 + x^27 + 6
1217,	x^28 + x^27 + 247
1223,	x^28 + x^27 + 79
1229,	x^28 + x^27 + 48
1231,	x^28 + x^27 + 53
1237,	x^28 + x^27 + 142
1249,	x^28 + x^27 + 107
1259,	x^28 + x^27 + 126
1277,	x^28 + x^27 + 199
1279,	x^28 + x^27 + 99
1283,	x^28 + x^27 + 98
1289,	x^28 + x^27 + 105
1291,	x^28 + x^27 + 134
1297,	x^28 + x^27 + 253
1301,	x^28 + x^27 + 73
1303,	x^28 + x^27 + 261
1307,	x^28 + x^27 + 110
1319,	x^28 + x^27 + 173
1321,	x^28 + x^27 + 202
1327,	x^28 + x^27 + 37
1361,	x^28 + x^27 + 101
1367,	x^28 + x^27 + 141
1373,	x^28 + x^27 + 125
1381,	x^28 + x^27 + 233
1399,	x^28 + x^27 + 238
1409,	x^28 + x^27 + 299
1423,	x^28 + x^27 + 282
1427,	x^28 + x^27 + 342
1429,	x^28 + x^27 + 138
1433,	x^28 + x^27 + 223
1439,	x^28 + x^27 + 68
1447,	x^28 + x^27 + 102
1451,	x^28 + x^27 + 359
1453,	x^28 + x^27 + 43
1459,	x^28 + x^27 + 154
1471,	x^28 + x^27 + 94
1481,	x^28 + x^27 + 116
1483,	x^28 + x^27 + 111
1487,	x^28 + x^27 + 5
1489,	x^28 + x^27 + 41
1493,	x^28 + x^27 + 84
1499,	x^28 + x^27 + 72
1511,	x^28 + x^27 + 453
1523,	x^28 + x^27 + 201
1531,	x^28 + x^27 + 98
1543,	x^28 + x^27 + 213
1549,	x^28 + x^27 + 113
1553,	x^28 + x^27 + 275
1559,	x^28 + x^27 + 68
1567,	x^28 + x^27 + 42
1571,	x^28 + x^27 + 415
1579,	x^28 + x^27 + 271
1583,	x^28 + x^27 + 966
1597,	x^28 + x^27 + 83
1601,	x^28 + x^27 + 129
1607,	x^28 + x^27 + 244
1609,	x^28 + x^27 + 163
1613,	x^28 + x^27 + 448
1619,	x^28 + x^27 + 155
1621,	x^28 + x^27 + 214
1627,	x^28 + x^27 + 158
1637,	x^28 + x^27 + 22
1657,	x^28 + x^27 + 53
1663,	x^28 + x^27 + 215
1667,	x^28 + x^27 + 32
1669,	x^28 + x^27 + 367
1693,	x^28 + x^27 + 5
1697,	x^28 + x^27 + 471
1699,	x^28 + x^27 + 56
1709,	x^28 + x^27 + 93
1721,	x^28 + x^27 + 204
1723,	x^28 + x^27 + 187
1733,	x^28 + x^27 + 440
1741,	x^28 + x^27 + 204
1747,	x^28 + x^27 + 105
1753,	x^28 + x^27 + 148
1759,	x^28 + x^27 + 247
1777,	x^28 + x^27 + 80
1783,	x^28 + x^27 + 90
1787,	x^28 + x^27 + 93
1789,	x^28 + x^27 + 132
1801,	x^28 + x^27 + 78
1811,	x^28 + x^27 + 380
1823,	x^28 + x^27 + 107
1831,	x^28 + x^27 + 82
1847,	x^28 + x^27 + 80
1861,	x^28 + x^27 + 90
1867,	x^28 + x^27 + 30
1871,	x^28 + x^27 + 238
1873,	x^28 + x^27 + 34
1877,	x^28 + x^27 + 66
1879,	x^28 + x^27 + 12
1889,	x^28 + x^27 + 87
1901,	x^28 + x^27 + 12
1907,	x^28 + x^27 + 188
1913,	x^28 + x^27 + 197
1931,	x^28 + x^27 + 201
1933,	x^28 + x^27 + 260
1949,	x^28 + x^27 + 42
1951,	x^28 + x^27 + 215
1973,	x^28 + x^27 + 269
1979,	x^28 + x^27 + 299
1987,	x^28 + x^27 + 45
1993,	x^28 + x^27 + 90
1997,	x^28 + x^27 + 43
1999,	x^28 + x^27 + 213
2003,	x^28 + x^27 + 96
2011,	x^28 + x^27 + 161
2017,	x^28 + x^27 + 153
2027,	x^28 + x^27 + 312
2029,	x^28 + x^27 + 35
2039,	x^28 + x^27 + 39
2053,	x^28 + x^27 + 482
2063,	x^28 + x^27 + 46
2069,	x^28 + x^27 + 287
2081,	x^28 + x^27 + 122
2083,	x^28 + x^27 + 72
2087,	x^28 + x^27 + 55
2089,	x^28 + x^27 + 275
2099,	x^28 + x^27 + 13
2111,	x^28 + x^27 + 185
2113,	x^28 + x^27 + 90
2129,	x^28 + x^27 + 157
2131,	x^28 + x^27 + 60
2137,	x^28 + x^27 + 26
2141,	x^28 + x^27 + 127
2143,	x^28 + x^27 + 63
2153,	x^28 + x^27 + 53
2161,	x^28 + x^27 + 115
2179,	x^28 + x^27 + 55
2203,	x^28 + x^27 + 61
2207,	x^28 + x^27 + 58
2213,	x^28 + x^27 + 61
2221,	x^28 + x^27 + 359
2237,	x^28 + x^27 + 231
2239,	x^28 + x^27 + 178
2243,	x^28 + x^27 + 106
2251,	x^28 + x^27 + 95
2267,	x^28 + x^27 + 180
2269,	x^28 + x^27 + 42
2273,	x^28 + x^27 + 127
2281,	x^28 + x^27 + 378
2287,	x^28 + x^27 + 107
2293,	x^28 + x^27 + 158
2297,	x^28 + x^27 + 54
2309,	x^28 + x^27 + 213
2311,	x^28 + x^27 + 3
2333,	x^28 + x^27 + 158
2339,	x^28 + x^27 + 98
2341,	x^28 + x^27 + 109
2347,	x^28 + x^27 + 72
2351,	x^28 + x^27 + 58
2357,	x^28 + x^27 + 74
2371,	x^28 + x^27 + 142
2377,	x^28 + x^27 + 122
2381,	x^28 + x^27 + 73
2383,	x^28 + x^27 + 34
2389,	x^28 + x^27 + 56
2393,	x^28 + x^27 + 211
2399,	x^28 + x^27 + 67
2411,	x^28 + x^27 + 17
2417,	x^28 + x^27 + 44
2423,	x^28 + x^27 + 42
2437,	x^28 + x^27 + 24
2441,	x^28 + x^27 + 88
2447,	x^28 + x^27 + 122
2459,	x^28 + x^27 + 383
2467,	x^28 + x^27 + 20
2473,	x^28 + x^27 + 53
2477,	x^28 + x^27 + 455
2503,	x^28 + x^27 + 54
2521,	x^28 + x^27 + 77
2531,	x^28 + x^27 + 302
2539,	x^28 + x^27 + 12
2543,	x^28 + x^27 + 80
2549,	x^28 + x^27 + 67
2551,	x^28 + x^27 + 524
2557,	x^28 + x^27 + 164
2579,	x^28 + x^27 + 450
2591,	x^28 + x^27 + 183
2593,	x^28 + x^27 + 84
2609,	x^28 + x^27 + 55
2617,	x^28 + x^27 + 114
2621,	x^28 + x^27 + 411
2633,	x^28 + x^27 + 31
2647,	x^28 + x^27 + 412
2657,	x^28 + x^27 + 233
2659,	x^28 + x^27 + 52
2663,	x^28 + x^27 + 720
2671,	x^28 + x^27 + 59
2677,	x^28 + x^27 + 240
2683,	x^28 + x^27 + 47
2687,	x^28 + x^27 + 79
2689,	x^28 + x^27 + 19
2693,	x^28 + x^27 + 94
2699,	x^28 + x^27 + 176
2707,	x^28 + x^27 + 182
2711,	x^28 + x^27 + 52
2713,	x^28 + x^27 + 76
2719,	x^28 + x^27 + 204
2729,	x^28 + x^27 + 56
2731,	x^28 + x^27 + 7
2741,	x^28 + x^27 + 2
2749,	x^28 + x^27 + 263
2753,	x^28 + x^27 + 378
2767,	x^28 + x^27 + 276
2777,	x^28 + x^27 + 399
2789,	x^28 + x^27 + 48
2791,	x^28 + x^27 + 233
2797,	x^28 + x^27 + 162
2801,	x^28 + x^27 + 52
2803,	x^28 + x^27 + 176
2819,	x^28 + x^27 + 32
2833,	x^28 + x^27 + 175
2837,	x^28 + x^27 + 94
2843,	x^28 + x^27 + 26
2851,	x^28 + x^27 + 46
2857,	x^28 + x^27 + 163
2861,	x^28 + x^27 + 62
2879,	x^28 + x^27 + 195
2887,	x^28 + x^27 + 281
2897,	x^28 + x^27 + 137
2903,	x^28 + x^27 + 706
2909,	x^28 + x^27 + 104
2917,	x^28 + x^27 + 339
2927,	x^28 + x^27 + 362
2939,	x^28 + x^27 + 129
2953,	x^28 + x^27 + 26
2957,	x^28 + x^27 + 448
2963,	x^28 + x^27 + 33
2969,	x^28 + x^27 + 285
2971,	x^28 + x^27 + 90
2999,	x^28 + x^27 + 51
3001,	x^28 + x^27 + 154
3011,	x^28 + x^27 + 57
3019,	x^28 + x^27 + 310
3023,	x^28 + x^27 + 13
3037,	x^28 + x^27 + 439
3041,	x^28 + x^27 + 448
3049,	x^28 + x^27 + 26
3061,	x^28 + x^27 + 202
3067,	x^28 + x^27 + 18
3079,	x^28 + x^27 + 96
3083,	x^28 + x^27 + 50
3089,	x^28 + x^27 + 114
3109,	x^28 + x^27 + 222
3119,	x^28 + x^27 + 357
3121,	x^28 + x^27 + 35
3137,	x^28 + x^27 + 108
3163,	x^28 + x^27 + 59
3167,	x^28 + x^27 + 23
3169,	x^28 + x^27 + 105
3181,	x^28 + x^27 + 50
3187,	x^28 + x^27 + 108
3191,	x^28 + x^27 + 382
3203,	x^28 + x^27 + 6
3209,	x^28 + x^27 + 56
3217,	x^28 + x^27 + 180
3221,	x^28 + x^27 + 88
3229,	x^28 + x^27 + 392
3251,	x^28 + x^27 + 348
3253,	x^28 + x^27 + 60
3257,	x^28 + x^27 + 96
3259,	x^28 + x^27 + 72
3271,	x^28 + x^27 + 68
3299,	x^28 + x^27 + 66
3301,	x^28 + x^27 + 93
3307,	x^28 + x^27 + 356
3313,	x^28 + x^27 + 230
3319,	x^28 + x^27 + 590
3323,	x^28 + x^27 + 83
3329,	x^28 + x^27 + 21
3331,	x^28 + x^27 + 26
3343,	x^28 + x^27 + 286
3347,	x^28 + x^27 + 216
3359,	x^28 + x^27 + 199
3361,	x^28 + x^27 + 265
3371,	x^28 + x^27 + 186
3373,	x^28 + x^27 + 159
3389,	x^28 + x^27 + 122
3391,	x^28 + x^27 + 380
3407,	x^28 + x^27 + 76
3413,	x^28 + x^27 + 74
3433,	x^28 + x^27 + 124
3449,	x^28 + x^27 + 29
3457,	x^28 + x^27 + 254
3461,	x^28 + x^27 + 396
3463,	x^28 + x^27 + 337
3467,	x^28 + x^27 + 149
3469,	x^28 + x^27 + 150
3491,	x^28 + x^27 + 31
3499,	x^28 + x^27 + 97
3511,	x^28 + x^27 + 147
3517,	x^28 + x^27 + 54
3527,	x^28 + x^27 + 253
3529,	x^28 + x^27 + 136
3533,	x^28 + x^27 + 28
3539,	x^28 + x^27 + 50
3541,	x^28 + x^27 + 268
3547,	x^28 + x^27 + 30
3557,	x^28 + x^27 + 158
3559,	x^28 + x^27 + 312
3571,	x^28 + x^27 + 168
3581,	x^28 + x^27 + 200
3583,	x^28 + x^27 + 40
3593,	x^28 + x^27 + 38
3607,	x^28 + x^27 + 63
3613,	x^28 + x^27 + 320
3617,	x^28 + x^27 + 54
3623,	x^28 + x^27 + 141
3631,	x^28 + x^27 + 37
3637,	x^28 + x^27 + 107
3643,	x^28 + x^27 + 56
3659,	x^28 + x^27 + 120
3671,	x^28 + x^27 + 151
3673,	x^28 + x^27 + 335
3677,	x^28 + x^27 + 272
3691,	x^28 + x^27 + 72
3697,	x^28 + x^27 + 317
3701,	x^28 + x^27 + 7
3709,	x^28 + x^27 + 91
3719,	x^28 + x^27 + 55
3727,	x^28 + x^27 + 75
3733,	x^28 + x^27 + 67
3739,	x^28 + x^27 + 268
3761,	x^28 + x^27 + 133
3767,	x^28 + x^27 + 92
3769,	x^28 + x^27 + 70
3779,	x^28 + x^27 + 59
3793,	x^28 + x^27 + 197
3797,	x^28 + x^27 + 53
3803,	x^28 + x^27 + 37
3821,	x^28 + x^27 + 104
3823,	x^28 + x^27 + 75
3833,	x^28 + x^27 + 5
3847,	x^28 + x^27 + 41
3851,	x^28 + x^27 + 131
3853,	x^28 + x^27 + 70
3863,	x^28 + x^27 + 74
3877,	x^28 + x^27 + 20
3881,	x^28 + x^27 + 34
3889,	x^28 + x^27 + 239
3907,	x^28 + x^27 + 5
3911,	x^28 + x^27 + 31
3917,	x^28 + x^27 + 187
3919,	x^28 + x^27 + 475
3923,	x^28 + x^27 + 34
3929,	x^28 + x^27 + 78
3931,	x^28 + x^27 + 304
3943,	x^28 + x^27 + 102
3947,	x^28 + x^27 + 32
3967,	x^28 + x^27 + 6
3989,	x^28 + x^27 + 288
4001,	x^28 + x^27 + 176
4003,	x^28 + x^27 + 71
4007,	x^28 + x^27 + 120
4013,	x^28 + x^27 + 92
4019,	x^28 + x^27 + 7
4021,	x^28 + x^27 + 207
4027,	x^28 + x^27 + 142
4049,	x^28 + x^27 + 38
4051,	x^28 + x^27 + 304
4057,	x^28 + x^27 + 60
4073,	x^28 + x^27 + 251
4079,	x^28 + x^27 + 433
4091,	x^28 + x^27 + 204
4093,	x^28 + x^27 + 19
4099,	x^28 + x^27 + 127
4111,	x^28 + x^27 + 308
4127,	x^28 + x^27 + 82
4129,	x^28 + x^27 + 388
4133,	x^28 + x^27 + 73
4139,	x^28 + x^27 + 215
4153,	x^28 + x^27 + 238
4157,	x^28 + x^27 + 31
4159,	x^28 + x^27 + 108
4177,	x^28 + x^27 + 11
4201,	x^28 + x^27 + 19
4211,	x^28 + x^27 + 236
4217,	x^28 + x^27 + 48
4219,	x^28 + x^27 + 410
4229,	x^28 + x^27 + 438
4231,	x^28 + x^27 + 221
4241,	x^28 + x^27 + 138
4243,	x^28 + x^27 + 217
4253,	x^28 + x^27 + 32
4259,	x^28 + x^27 + 430
4261,	x^28 + x^27 + 28
4271,	x^28 + x^27 + 104
4273,	x^28 + x^27 + 160
4283,	x^28 + x^27 + 98
4289,	x^28 + x^27 + 39
4297,	x^28 + x^27 + 135
4327,	x^28 + x^27 + 47
4337,	x^28 + x^27 + 51
4339,	x^28 + x^27 + 230
4349,	x^28 + x^27 + 93
4357,	x^28 + x^27 + 32
4363,	x^28 + x^27 + 182
4373,	x^28 + x^27 + 30
4391,	x^28 + x^27 + 175
4397,	x^28 + x^27 + 39
4409,	x^28 + x^27 + 264
4421,	x^28 + x^27 + 187
4423,	x^28 + x^27 + 59
4441,	x^28 + x^27 + 312
4447,	x^28 + x^27 + 48
4451,	x^28 + x^27 + 18
4457,	x^28 + x^27 + 17
4463,	x^28 + x^27 + 164
4481,	x^28 + x^27 + 48
4483,	x^28 + x^27 + 31
4493,	x^28 + x^27 + 5
4507,	x^28 + x^27 + 108
4513,	x^28 + x^27 + 212
4517,	x^28 + x^27 + 66
4519,	x^28 + x^27 + 47
4523,	x^28 + x^27 + 66
4547,	x^28 + x^27 + 78
4549,	x^28 + x^27 + 28
4561,	x^28 + x^27 + 67
4567,	x^28 + x^27 + 24
4583,	x^28 + x^27 + 39
4591,	x^28 + x^27 + 182
4597,	x^28 + x^27 + 513
4603,	x^28 + x^27 + 264
4621,	x^28 + x^27 + 250
4637,	x^28 + x^27 + 110
4639,	x^28 + x^27 + 130
4643,	x^28 + x^27 + 18
4649,	x^28 + x^27 + 639
4651,	x^28 + x^27 + 40
4657,	x^28 + x^27 + 45
4663,	x^28 + x^27 + 354
4673,	x^28 + x^27 + 12
4679,	x^28 + x^27 + 33
4691,	x^28 + x^27 + 96
4703,	x^28 + x^27 + 244
4721,	x^28 + x^27 + 35
4723,	x^28 + x^27 + 19
4729,	x^28 + x^27 + 47
4733,	x^28 + x^27 + 162
4751,	x^28 + x^27 + 143
4759,	x^28 + x^27 + 290
4783,	x^28 + x^27 + 43
4787,	x^28 + x^27 + 128
4789,	x^28 + x^27 + 93
4793,	x^28 + x^27 + 74
4799,	x^28 + x^27 + 57
4801,	x^28 + x^27 + 71
4813,	x^28 + x^27 + 132
4817,	x^28 + x^27 + 244
4831,	x^28 + x^27 + 152
4861,	x^28 + x^27 + 145
4871,	x^28 + x^27 + 97
4877,	x^28 + x^27 + 161
4889,	x^28 + x^27 + 43
4903,	x^28 + x^27 + 92
4909,	x^28 + x^27 + 101
4919,	x^28 + x^27 + 521
4931,	x^28 + x^27 + 118
4933,	x^28 + x^27 + 153
4937,	x^28 + x^27 + 5
4943,	x^28 + x^27 + 30
4951,	x^28 + x^27 + 184
4957,	x^28 + x^27 + 77
4967,	x^28 + x^27 + 397
4969,	x^28 + x^27 + 285
4973,	x^28 + x^27 + 108
4987,	x^28 + x^27 + 200
4993,	x^28 + x^27 + 223
4999,	x^28 + x^27 + 15
5003,	x^28 + x^27 + 2
5009,	x^28 + x^27 + 38
5011,	x^28 + x^27 + 89
5021,	x^28 + x^27 + 38
5023,	x^28 + x^27 + 43
5039,	x^28 + x^27 + 285
5051,	x^28 + x^27 + 283
5059,	x^28 + x^27 + 84
5077,	x^28 + x^27 + 263
5081,	x^28 + x^27 + 205
5087,	x^28 + x^27 + 139
5099,	x^28 + x^27 + 6
5101,	x^28 + x^27 + 107
5107,	x^28 + x^27 + 70
5113,	x^28 + x^27 + 76
5119,	x^28 + x^27 + 271
5147,	x^28 + x^27 + 527
5153,	x^28 + x^27 + 75
5167,	x^28 + x^27 + 389
5171,	x^28 + x^27 + 8
5179,	x^28 + x^27 + 10
5189,	x^28 + x^27 + 91
5197,	x^28 + x^27 + 159
5209,	x^28 + x^27 + 19
5227,	x^28 + x^27 + 65
5231,	x^28 + x^27 + 84
5233,	x^28 + x^27 + 76
5237,	x^28 + x^27 + 30
5261,	x^28 + x^27 + 50
5273,	x^28 + x^27 + 33
5279,	x^28 + x^27 + 236
5281,	x^28 + x^27 + 224
5297,	x^28 + x^27 + 105
5303,	x^28 + x^27 + 33
5309,	x^28 + x^27 + 138
5323,	x^28 + x^27 + 41
5333,	x^28 + x^27 + 138
5347,	x^28 + x^27 + 48
5351,	x^28 + x^27 + 33
5381,	x^28 + x^27 + 26
5387,	x^28 + x^27 + 50
5393,	x^28 + x^27 + 20
5399,	x^28 + x^27 + 62
5407,	x^28 + x^27 + 439
5413,	x^28 + x^27 + 24
5417,	x^28 + x^27 + 31
5419,	x^28 + x^27 + 163
5431,	x^28 + x^27 + 259
5437,	x^28 + x^27 + 18
5441,	x^28 + x^27 + 158
5443,	x^28 + x^27 + 404
5449,	x^28 + x^27 + 31
5471,	x^28 + x^27 + 252
5477,	x^28 + x^27 + 65
5479,	x^28 + x^27 + 417
5483,	x^28 + x^27 + 136
5501,	x^28 + x^27 + 106
5503,	x^28 + x^27 + 11
5507,	x^28 + x^27 + 60
5519,	x^28 + x^27 + 155
5521,	x^28 + x^27 + 133
5527,	x^28 + x^27 + 80
5531,	x^28 + x^27 + 175
5557,	x^28 + x^27 + 301
5563,	x^28 + x^27 + 38
5569,	x^28 + x^27 + 47
5573,	x^28 + x^27 + 269
5581,	x^28 + x^27 + 40
5591,	x^28 + x^27 + 166
5623,	x^28 + x^27 + 12
5639,	x^28 + x^27 + 279
5641,	x^28 + x^27 + 348
5647,	x^28 + x^27 + 5
5651,	x^28 + x^27 + 28
5653,	x^28 + x^27 + 33
5657,	x^28 + x^27 + 91
5659,	x^28 + x^27 + 133
5669,	x^28 + x^27 + 145
5683,	x^28 + x^27 + 124
5689,	x^28 + x^27 + 280
5693,	x^28 + x^27 + 21
5701,	x^28 + x^27 + 120
5711,	x^28 + x^27 + 493
5717,	x^28 + x^27 + 232
5737,	x^28 + x^27 + 73
5741,	x^28 + x^27 + 451
5743,	x^28 + x^27 + 78
5749,	x^28 + x^27 + 24
5779,	x^28 + x^27 + 63
5783,	x^28 + x^27 + 456
5791,	x^28 + x^27 + 15
5801,	x^28 + x^27 + 167
5807,	x^28 + x^27 + 107
5813,	x^28 + x^27 + 61
5821,	x^28 + x^27 + 104
5827,	x^28 + x^27 + 189
5839,	x^28 + x^27 + 26
5843,	x^28 + x^27 + 32
5849,	x^28 + x^27 + 533
5851,	x^28 + x^27 + 115
5857,	x^28 + x^27 + 53
5861,	x^28 + x^27 + 27
5867,	x^28 + x^27 + 21
5869,	x^28 + x^27 + 112
5879,	x^28 + x^27 + 122
5881,	x^28 + x^27 + 178
5897,	x^28 + x^27 + 236
5903,	x^28 + x^27 + 148
5923,	x^28 + x^27 + 165
5927,	x^28 + x^27 + 40
5939,	x^28 + x^27 + 122
5953,	x^28 + x^27 + 43
5981,	x^28 + x^27 + 12
5987,	x^28 + x^27 + 138
6007,	x^28 + x^27 + 93
6011,	x^28 + x^27 + 141
6029,	x^28 + x^27 + 430
6037,	x^28 + x^27 + 6
6043,	x^28 + x^27 + 29
6047,	x^28 + x^27 + 78
6053,	x^28 + x^27 + 28
6067,	x^28 + x^27 + 19
6073,	x^28 + x^27 + 10
6079,	x^28 + x^27 + 168
6089,	x^28 + x^27 + 260
6091,	x^28 + x^27 + 161
6101,	x^28 + x^27 + 129
6113,	x^28 + x^27 + 147
6121,	x^28 + x^27 + 82
6131,	x^28 + x^27 + 210
6133,	x^28 + x^27 + 293
6143,	x^28 + x^27 + 125
6151,	x^28 + x^27 + 48
6163,	x^28 + x^27 + 314
6173,	x^28 + x^27 + 18
6197,	x^28 + x^27 + 3
6199,	x^28 + x^27 + 77
6203,	x^28 + x^27 + 45
6211,	x^28 + x^27 + 240
6217,	x^28 + x^27 + 211
6221,	x^28 + x^27 + 274
6229,	x^28 + x^27 + 117
6247,	x^28 + x^27 + 217
6257,	x^28 + x^27 + 61
6263,	x^28 + x^27 + 132
6269,	x^28 + x^27 + 75
6271,	x^28 + x^27 + 374
6277,	x^28 + x^27 + 85
6287,	x^28 + x^27 + 206
6299,	x^28 + x^27 + 248
6301,	x^28 + x^27 + 578
6311,	x^28 + x^27 + 41
6317,	x^28 + x^27 + 111
6323,	x^28 + x^27 + 166
6329,	x^28 + x^27 + 43
