p,	poly
3049,	x^24 + x^23 + 13
3061,	x^24 + x^23 + 244
3067,	x^24 + x^23 + 42
3079,	x^24 + x^23 + 251
3083,	x^24 + x^23 + 96
3089,	x^24 + x^23 + 262
3109,	x^24 + x^23 + 73
3119,	x^24 + x^23 + 212
3121,	x^24 + x^23 + 551
3137,	x^24 + x^23 + 284
3163,	x^24 + x^23 + 455
3167,	x^24 + x^23 + 458
3169,	x^24 + x^23 + 177
3181,	x^24 + x^23 + 63
3187,	x^24 + x^23 + 254
3191,	x^24 + x^23 + 127
3203,	x^24 + x^23 + 53
3209,	x^24 + x^23 + 415
3217,	x^24 + x^23 + 62
3221,	x^24 + x^23 + 21
3229,	x^24 + x^23 + 76
3251,	x^24 + x^23 + 110
3253,	x^24 + x^23 + 23
3257,	x^24 + x^23 + 113
3259,	x^24 + x^23 + 143
3271,	x^24 + x^23 + 175
3299,	x^24 + x^23 + 148
3301,	x^24 + x^23 + 188
3307,	x^24 + x^23 + 151
3313,	x^24 + x^23 + 11
3319,	x^24 + x^23 + 131
3323,	x^24 + x^23 + 85
3329,	x^24 + x^23 + 57
3331,	x^24 + x^23 + 26
3343,	x^24 + x^23 + 57
3347,	x^24 + x^23 + 13
3359,	x^24 + x^23 + 68
3361,	x^24 + x^23 + 388
3371,	x^24 + x^23 + 26
3373,	x^24 + x^23 + 45
3389,	x^24 + x^23 + 414
3391,	x^24 + x^23 + 12
3407,	x^24 + x^23 + 185
3413,	x^24 + x^23 + 48
3433,	x^24 + x^23 + 170
3449,	x^24 + x^23 + 11
3457,	x^24 + x^23 + 229
3461,	x^24 + x^23 + 19
3463,	x^24 + x^23 + 161
3467,	x^24 + x^23 + 19
3469,	x^24 + x^23 + 23
3491,	x^24 + x^23 + 11
3499,	x^24 + x^23 + 108
3511,	x^24 + x^23 + 30
3517,	x^24 + x^23 + 102
3527,	x^24 + x^23 + 179
3529,	x^24 + x^23 + 92
3533,	x^24 + x^23 + 2
3539,	x^24 + x^23 + 17
3541,	x^24 + x^23 + 109
3547,	x^24 + x^23 + 35
3557,	x^24 + x^23 + 8
3559,	x^24 + x^23 + 76
3571,	x^24 + x^23 + 94
3581,	x^24 + x^23 + 78
3583,	x^24 + x^23 + 262
3593,	x^24 + x^23 + 133
3607,	x^24 + x^23 + 152
3613,	x^24 + x^23 + 2
3617,	x^24 + x^23 + 10
3623,	x^24 + x^23 + 184
3631,	x^24 + x^23 + 283
3637,	x^24 + x^23 + 60
3643,	x^24 + x^23 + 2
3659,	x^24 + x^23 + 39
3671,	x^24 + x^23 + 127
3673,	x^24 + x^23 + 11
3677,	x^24 + x^23 + 126
3691,	x^24 + x^23 + 305
3697,	x^24 + x^23 + 86
3701,	x^24 + x^23 + 68
3709,	x^24 + x^23 + 86
3719,	x^24 + x^23 + 333
3727,	x^24 + x^23 + 42
3733,	x^24 + x^23 + 53
3739,	x^24 + x^23 + 29
3761,	x^24 + x^23 + 44
3767,	x^24 + x^23 + 87
3769,	x^24 + x^23 + 74
3779,	x^24 + x^23 + 8
3793,	x^24 + x^23 + 30
3797,	x^24 + x^23 + 45
3803,	x^24 + x^23 + 80
3821,	x^24 + x^23 + 62
3823,	x^24 + x^23 + 183
3833,	x^24 + x^23 + 171
3847,	x^24 + x^23 + 132
3851,	x^24 + x^23 + 33
3853,	x^24 + x^23 + 150
3863,	x^24 + x^23 + 382
3877,	x^24 + x^23 + 70
3881,	x^24 + x^23 + 167
3889,	x^24 + x^23 + 91
3907,	x^24 + x^23 + 254
3911,	x^24 + x^23 + 353
3917,	x^24 + x^23 + 17
3919,	x^24 + x^23 + 220
3923,	x^24 + x^23 + 19
3929,	x^24 + x^23 + 31
3931,	x^24 + x^23 + 3
3943,	x^24 + x^23 + 192
3947,	x^24 + x^23 + 39
3967,	x^24 + x^23 + 91
3989,	x^24 + x^23 + 365
4001,	x^24 + x^23 + 680
4003,	x^24 + x^23 + 43
4007,	x^24 + x^23 + 53
4013,	x^24 + x^23 + 351
4019,	x^24 + x^23 + 328
4021,	x^24 + x^23 + 112
4027,	x^24 + x^23 + 92
4049,	x^24 + x^23 + 26
4051,	x^24 + x^23 + 78
4057,	x^24 + x^23 + 110
4073,	x^24 + x^23 + 686
4079,	x^24 + x^23 + 379
4091,	x^24 + x^23 + 70
4093,	x^24 + x^23 + 693
4099,	x^24 + x^23 + 194
4111,	x^24 + x^23 + 62
4127,	x^24 + x^23 + 165
4129,	x^24 + x^23 + 77
4133,	x^24 + x^23 + 28
4139,	x^24 + x^23 + 304
4153,	x^24 + x^23 + 91
4157,	x^24 + x^23 + 50
4159,	x^24 + x^23 + 123
4177,	x^24 + x^23 + 45
4201,	x^24 + x^23 + 165
4211,	x^24 + x^23 + 572
4217,	x^24 + x^23 + 342
4219,	x^24 + x^23 + 2
4229,	x^24 + x^23 + 12
4231,	x^24 + x^23 + 188
4241,	x^24 + x^23 + 229
4243,	x^24 + x^23 + 94
4253,	x^24 + x^23 + 75
4259,	x^24 + x^23 + 202
4261,	x^24 + x^23 + 51
4271,	x^24 + x^23 + 275
4273,	x^24 + x^23 + 29
4283,	x^24 + x^23 + 5
4289,	x^24 + x^23 + 29
4297,	x^24 + x^23 + 63
4327,	x^24 + x^23 + 114
4337,	x^24 + x^23 + 90
4339,	x^24 + x^23 + 51
4349,	x^24 + x^23 + 113
4357,	x^24 + x^23 + 24
4363,	x^24 + x^23 + 86
4373,	x^24 + x^23 + 71
4391,	x^24 + x^23 + 140
4397,	x^24 + x^23 + 39
4409,	x^24 + x^23 + 143
4421,	x^24 + x^23 + 10
4423,	x^24 + x^23 + 73
4441,	x^24 + x^23 + 189
4447,	x^24 + x^23 + 127
4451,	x^24 + x^23 + 107
4457,	x^24 + x^23 + 6
4463,	x^24 + x^23 + 371
4481,	x^24 + x^23 + 135
4483,	x^24 + x^23 + 47
4493,	x^24 + x^23 + 128
4507,	x^24 + x^23 + 74
4513,	x^24 + x^23 + 53
4517,	x^24 + x^23 + 314
4519,	x^24 + x^23 + 174
4523,	x^24 + x^23 + 113
4547,	x^24 + x^23 + 85
4549,	x^24 + x^23 + 319
4561,	x^24 + x^23 + 182
4567,	x^24 + x^23 + 244
4583,	x^24 + x^23 + 5
4591,	x^24 + x^23 + 348
4597,	x^24 + x^23 + 197
4603,	x^24 + x^23 + 142
4621,	x^24 + x^23 + 6
4637,	x^24 + x^23 + 275
4639,	x^24 + x^23 + 115
4643,	x^24 + x^23 + 299
4649,	x^24 + x^23 + 130
4651,	x^24 + x^23 + 85
4657,	x^24 + x^23 + 127
4663,	x^24 + x^23 + 71
4673,	x^24 + x^23 + 24
4679,	x^24 + x^23 + 179
4691,	x^24 + x^23 + 105
4703,	x^24 + x^23 + 55
4721,	x^24 + x^23 + 44
4723,	x^24 + x^23 + 45
4729,	x^24 + x^23 + 47
4733,	x^24 + x^23 + 190
4751,	x^24 + x^23 + 237
4759,	x^24 + x^23 + 24
4783,	x^24 + x^23 + 224
4787,	x^24 + x^23 + 35
4789,	x^24 + x^23 + 69
4793,	x^24 + x^23 + 157
4799,	x^24 + x^23 + 382
4801,	x^24 + x^23 + 68
4813,	x^24 + x^23 + 45
4817,	x^24 + x^23 + 20
4831,	x^24 + x^23 + 12
4861,	x^24 + x^23 + 184
4871,	x^24 + x^23 + 159
4877,	x^24 + x^23 + 259
4889,	x^24 + x^23 + 150
4903,	x^24 + x^23 + 223
4909,	x^24 + x^23 + 52
4919,	x^24 + x^23 + 296
4931,	x^24 + x^23 + 242
4933,	x^24 + x^23 + 17
4937,	x^24 + x^23 + 78
4943,	x^24 + x^23 + 42
4951,	x^24 + x^23 + 6
4957,	x^24 + x^23 + 268
4967,	x^24 + x^23 + 51
4969,	x^24 + x^23 + 219
4973,	x^24 + x^23 + 83
4987,	x^24 + x^23 + 213
4993,	x^24 + x^23 + 40
4999,	x^24 + x^23 + 7
5003,	x^24 + x^23 + 103
5009,	x^24 + x^23 + 152
5011,	x^24 + x^23 + 75
5021,	x^24 + x^23 + 135
5023,	x^24 + x^23 + 147
5039,	x^24 + x^23 + 69
5051,	x^24 + x^23 + 227
5059,	x^24 + x^23 + 510
5077,	x^24 + x^23 + 129
5081,	x^24 + x^23 + 244
5087,	x^24 + x^23 + 383
5099,	x^24 + x^23 + 8
5101,	x^24 + x^23 + 297
5107,	x^24 + x^23 + 29
5113,	x^24 + x^23 + 278
5119,	x^24 + x^23 + 527
5147,	x^24 + x^23 + 119
5153,	x^24 + x^23 + 91
5167,	x^24 + x^23 + 12
5171,	x^24 + x^23 + 42
5179,	x^24 + x^23 + 21
5189,	x^24 + x^23 + 117
5197,	x^24 + x^23 + 7
5209,	x^24 + x^23 + 19
5227,	x^24 + x^23 + 145
5231,	x^24 + x^23 + 444
5233,	x^24 + x^23 + 715
5237,	x^24 + x^23 + 20
5261,	x^24 + x^23 + 39
5273,	x^24 + x^23 + 33
5279,	x^24 + x^23 + 107
5281,	x^24 + x^23 + 77
5297,	x^24 + x^23 + 346
5303,	x^24 + x^23 + 22
5309,	x^24 + x^23 + 399
5323,	x^24 + x^23 + 143
5333,	x^24 + x^23 + 30
5347,	x^24 + x^23 + 34
5351,	x^24 + x^23 + 93
5381,	x^24 + x^23 + 130
5387,	x^24 + x^23 + 182
5393,	x^24 + x^23 + 57
5399,	x^24 + x^23 + 264
5407,	x^24 + x^23 + 21
5413,	x^24 + x^23 + 126
5417,	x^24 + x^23 + 83
5419,	x^24 + x^23 + 325
5431,	x^24 + x^23 + 168
5437,	x^24 + x^23 + 78
5441,	x^24 + x^23 + 113
5443,	x^24 + x^23 + 311
5449,	x^24 + x^23 + 58
5471,	x^24 + x^23 + 68
5477,	x^24 + x^23 + 86
5479,	x^24 + x^23 + 29
5483,	x^24 + x^23 + 210
5501,	x^24 + x^23 + 86
5503,	x^24 + x^23 + 503
5507,	x^24 + x^23 + 168
5519,	x^24 + x^23 + 103
5521,	x^24 + x^23 + 457
5527,	x^24 + x^23 + 61
5531,	x^24 + x^23 + 122
5557,	x^24 + x^23 + 458
5563,	x^24 + x^23 + 37
5569,	x^24 + x^23 + 19
5573,	x^24 + x^23 + 79
5581,	x^24 + x^23 + 126
5591,	x^24 + x^23 + 523
5623,	x^24 + x^23 + 195
5639,	x^24 + x^23 + 28
5641,	x^24 + x^23 + 163
5647,	x^24 + x^23 + 79
5651,	x^24 + x^23 + 17
5653,	x^24 + x^23 + 305
5657,	x^24 + x^23 + 35
5659,	x^24 + x^23 + 86
5669,	x^24 + x^23 + 3
5683,	x^24 + x^23 + 128
5689,	x^24 + x^23 + 165
5693,	x^24 + x^23 + 76
5701,	x^24 + x^23 + 30
5711,	x^24 + x^23 + 329
5717,	x^24 + x^23 + 147
5737,	x^24 + x^23 + 44
5741,	x^24 + x^23 + 260
5743,	x^24 + x^23 + 24
5749,	x^24 + x^23 + 37
5779,	x^24 + x^23 + 142
5783,	x^24 + x^23 + 127
5791,	x^24 + x^23 + 44
5801,	x^24 + x^23 + 308
5807,	x^24 + x^23 + 427
5813,	x^24 + x^23 + 352
5821,	x^24 + x^23 + 168
5827,	x^24 + x^23 + 94
5839,	x^24 + x^23 + 69
5843,	x^24 + x^23 + 13
5849,	x^24 + x^23 + 263
5851,	x^24 + x^23 + 272
5857,	x^24 + x^23 + 53
5861,	x^24 + x^23 + 132
5867,	x^24 + x^23 + 91
5869,	x^24 + x^23 + 148
5879,	x^24 + x^23 + 226
5881,	x^24 + x^23 + 134
5897,	x^24 + x^23 + 52
5903,	x^24 + x^23 + 77
5923,	x^24 + x^23 + 31
5927,	x^24 + x^23 + 103
5939,	x^24 + x^23 + 163
5953,	x^24 + x^23 + 83
5981,	x^24 + x^23 + 15
5987,	x^24 + x^23 + 15
6007,	x^24 + x^23 + 156
6011,	x^24 + x^23 + 166
6029,	x^24 + x^23 + 82
6037,	x^24 + x^23 + 34
6043,	x^24 + x^23 + 392
6047,	x^24 + x^23 + 62
6053,	x^24 + x^23 + 149
6067,	x^24 + x^23 + 108
6073,	x^24 + x^23 + 209
6079,	x^24 + x^23 + 340
6089,	x^24 + x^23 + 6
6091,	x^24 + x^23 + 63
6101,	x^24 + x^23 + 133
6113,	x^24 + x^23 + 45
6121,	x^24 + x^23 + 126
6131,	x^24 + x^23 + 44
6133,	x^24 + x^23 + 101
6143,	x^24 + x^23 + 84
6151,	x^24 + x^23 + 48
6163,	x^24 + x^23 + 115
6173,	x^24 + x^23 + 298
6197,	x^24 + x^23 + 59
6199,	x^24 + x^23 + 3
6203,	x^24 + x^23 + 677
6211,	x^24 + x^23 + 77
6217,	x^24 + x^23 + 65
6221,	x^24 + x^23 + 52
6229,	x^24 + x^23 + 252
6247,	x^24 + x^23 + 139
6257,	x^24 + x^23 + 27
6263,	x^24 + x^23 + 83
6269,	x^24 + x^23 + 508
6271,	x^24 + x^23 + 176
6277,	x^24 + x^23 + 385
6287,	x^24 + x^23 + 158
6299,	x^24 + x^23 + 14
6301,	x^24 + x^23 + 50
6311,	x^24 + x^23 + 885
6317,	x^24 + x^23 + 28
6323,	x^24 + x^23 + 11
6329,	x^24 + x^23 + 24
6337,	x^24 + x^23 + 266
