p,	poly
2,	x^24 + x^23 + x^10 + x + 1
3,	x^24 + x^23 + 2*x^7 + 2*x + 2
5,	x^24 + x^23 + 2*x^2 + x + 2
7,	x^24 + x^23 + 5*x^2 + 2*x + 3
11,	x^24 + x^23 + 8
13,	x^24 + x^23 + 6*x^3 + 11
17,	x^24 + x^23 + 9*x + 10
19,	x^24 + x^23 + 12*x + 15
23,	x^24 + x^23 + 7
29,	x^24 + x^23 + 15
31,	x^24 + x^23 + 6*x + 11
37,	x^24 + x^23 + 8*x + 17
41,	x^24 + x^23 + 6
43,	x^24 + x^23 + x + 12
47,	x^24 + x^23 + x + 23
53,	x^24 + x^23 + x + 19
59,	x^24 + x^23 + 32
61,	x^24 + x^23 + x + 54
67,	x^24 + x^23 + x + 57
71,	x^24 + x^23 + 62
73,	x^24 + x^23 + 28
79,	x^24 + x^23 + x + 54
83,	x^24 + x^23 + x + 60
89,	x^24 + x^23 + x + 38
97,	x^24 + x^23 + 40
101,	x^24 + x^23 + 28
103,	x^24 + x^23 + 2*x + 70
107,	x^24 + x^23 + 2*x + 45
109,	x^24 + x^23 + 42
113,	x^24 + x^23 + x + 27
127,	x^24 + x^23 + 7
131,	x^24 + x^23 + 119
137,	x^24 + x^23 + 104
139,	x^24 + x^23 + 108
149,	x^24 + x^23 + 134
151,	x^24 + x^23 + x + 133
157,	x^24 + x^23 + 84
163,	x^24 + x^23 + 11
167,	x^24 + x^23 + 159
173,	x^24 + x^23 + 2*x + 161
179,	x^24 + x^23 + 3*x + 94
181,	x^24 + x^23 + x + 58
191,	x^24 + x^23 + 91
193,	x^24 + x^23 + 2*x + 116
197,	x^24 + x^23 + 27
199,	x^24 + x^23 + 68
211,	x^24 + x^23 + x + 174
223,	x^24 + x^23 + 147
227,	x^24 + x^23 + 149
229,	x^24 + x^23 + 74
233,	x^24 + x^23 + 54
239,	x^24 + x^23 + 123
241,	x^24 + x^23 + 185
251,	x^24 + x^23 + 104
257,	x^24 + x^23 + 179
263,	x^24 + x^23 + 45
269,	x^24 + x^23 + 122
271,	x^24 + x^23 + 48
277,	x^24 + x^23 + 72
281,	x^24 + x^23 + 46
283,	x^24 + x^23 + 107
293,	x^24 + x^23 + 44
307,	x^24 + x^23 + 111
311,	x^24 + x^23 + 221
313,	x^24 + x^23 + 14
317,	x^24 + x^23 + 56
331,	x^24 + x^23 + 244
337,	x^24 + x^23 + 61
347,	x^24 + x^23 + 17
349,	x^24 + x^23 + 30
353,	x^24 + x^23 + 132
359,	x^24 + x^23 + 26
367,	x^24 + x^23 + 19
373,	x^24 + x^23 + 32
379,	x^24 + x^23 + 15
383,	x^24 + x^23 + 89
389,	x^24 + x^23 + 134
397,	x^24 + x^23 + 165
401,	x^24 + x^23 + 347
409,	x^24 + x^23 + 176
419,	x^24 + x^23 + 82
421,	x^24 + x^23 + 150
431,	x^24 + x^23 + 7
433,	x^24 + x^23 + 116
439,	x^24 + x^23 + 97
443,	x^24 + x^23 + 44
449,	x^24 + x^23 + 17
457,	x^24 + x^23 + 23
461,	x^24 + x^23 + 274
463,	x^24 + x^23 + 46
467,	x^24 + x^23 + 238
479,	x^24 + x^23 + 156
487,	x^24 + x^23 + 45
491,	x^24 + x^23 + 19
499,	x^24 + x^23 + 168
503,	x^24 + x^23 + 41
509,	x^24 + x^23 + 12
521,	x^24 + x^23 + 139
523,	x^24 + x^23 + 39
541,	x^24 + x^23 + 62
547,	x^24 + x^23 + 124
557,	x^24 + x^23 + 44
563,	x^24 + x^23 + 42
569,	x^24 + x^23 + 46
571,	x^24 + x^23 + 3
577,	x^24 + x^23 + 250
587,	x^24 + x^23 + 19
593,	x^24 + x^23 + 155
599,	x^24 + x^23 + 138
601,	x^24 + x^23 + 14
607,	x^24 + x^23 + 232
613,	x^24 + x^23 + 327
617,	x^24 + x^23 + 227
619,	x^24 + x^23 + 137
631,	x^24 + x^23 + 123
641,	x^24 + x^23 + 3
643,	x^24 + x^23 + 79
647,	x^24 + x^23 + 178
653,	x^24 + x^23 + 35
659,	x^24 + x^23 + 104
661,	x^24 + x^23 + 92
673,	x^24 + x^23 + 35
677,	x^24 + x^23 + 28
683,	x^24 + x^23 + 153
691,	x^24 + x^23 + 55
701,	x^24 + x^23 + 188
709,	x^24 + x^23 + 86
719,	x^24 + x^23 + 43
727,	x^24 + x^23 + 232
733,	x^24 + 2*x^23 + 72
739,	x^24 + x^23 + 7
743,	x^24 + x^23 + 10
751,	x^24 + x^23 + 24
757,	x^24 + x^23 + 416
761,	x^24 + x^23 + 106
769,	x^24 + x^23 + 652
773,	x^24 + x^23 + 114
787,	x^24 + x^23 + 127
797,	x^24 + x^23 + 53
809,	x^24 + x^23 + 3
811,	x^24 + x^23 + 493
821,	x^24 + x^23 + 129
823,	x^24 + x^23 + 101
827,	x^24 + x^23 + 342
829,	x^24 + x^23 + 287
839,	x^24 + x^23 + 22
853,	x^24 + x^23 + 148
857,	x^24 + x^23 + 186
859,	x^24 + x^23 + 72
863,	x^24 + x^23 + 197
877,	x^24 + x^23 + 138
881,	x^24 + x^23 + 73
883,	x^24 + x^23 + 148
887,	x^24 + x^23 + 197
907,	x^24 + x^23 + 102
911,	x^24 + x^23 + 223
919,	x^24 + x^23 + 73
929,	x^24 + x^23 + 136
937,	x^24 + x^23 + 175
941,	x^24 + x^23 + 3
947,	x^24 + x^23 + 21
953,	x^24 + x^23 + 97
967,	x^24 + x^23 + 479
971,	x^24 + x^23 + 74
977,	x^24 + x^23 + 331
983,	x^24 + x^23 + 26
991,	x^24 + x^23 + 182
997,	x^24 + x^23 + 28
1009,	x^24 + x^23 + 88
1013,	x^24 + x^23 + 103
1019,	x^24 + x^23 + 177
1021,	x^24 + x^23 + 94
1031,	x^24 + x^23 + 68
1033,	x^24 + x^23 + 23
1039,	x^24 + x^23 + 983
1049,	x^24 + x^23 + 274
1051,	x^24 + x^23 + 22
1061,	x^24 + x^23 + 62
1063,	x^24 + x^23 + 132
1069,	x^24 + x^23 + 158
1087,	x^24 + x^23 + 188
1091,	x^24 + x^23 + 29
1093,	x^24 + x^23 + 157
1097,	x^24 + x^23 + 80
1103,	x^24 + x^23 + 84
1109,	x^24 + x^23 + 26
1117,	x^24 + x^23 + 43
1123,	x^24 + x^23 + 128
1129,	x^24 + x^23 + 103
1151,	x^24 + x^23 + 122
1153,	x^24 + x^23 + 489
1163,	x^24 + x^23 + 13
1171,	x^24 + x^23 + 404
1181,	x^24 + x^23 + 7
1187,	x^24 + x^23 + 127
1193,	x^24 + x^23 + 317
1201,	x^24 + x^23 + 642
1213,	x^24 + x^23 + 67
1217,	x^24 + x^23 + 87
1223,	x^24 + x^23 + 38
1229,	x^24 + x^23 + 145
1231,	x^24 + x^23 + 262
1237,	x^24 + x^23 + 55
1249,	x^24 + x^23 + 134
1259,	x^24 + x^23 + 142
1277,	x^24 + x^23 + 94
1279,	x^24 + x^23 + 191
1283,	x^24 + x^23 + 231
1289,	x^24 + x^23 + 362
1291,	x^24 + x^23 + 15
1297,	x^24 + x^23 + 59
1301,	x^24 + x^23 + 97
1303,	x^24 + x^23 + 39
1307,	x^24 + x^23 + 516
1319,	x^24 + x^23 + 109
1321,	x^24 + x^23 + 141
1327,	x^24 + x^23 + 5
1361,	x^24 + x^23 + 60
1367,	x^24 + x^23 + 30
1373,	x^24 + x^23 + 203
1381,	x^24 + x^23 + 332
1399,	x^24 + x^23 + 26
1409,	x^24 + x^23 + 254
1423,	x^24 + x^23 + 508
1427,	x^24 + x^23 + 66
1429,	x^24 + x^23 + 217
1433,	x^24 + x^23 + 63
1439,	x^24 + x^23 + 146
1447,	x^24 + x^23 + 370
1451,	x^24 + x^23 + 59
1453,	x^24 + x^23 + 53
1459,	x^24 + x^23 + 522
1471,	x^24 + x^23 + 69
1481,	x^24 + x^23 + 394
1483,	x^24 + x^23 + 32
1487,	x^24 + x^23 + 19
1489,	x^24 + x^23 + 344
1493,	x^24 + x^23 + 56
1499,	x^24 + x^23 + 23
1511,	x^24 + x^23 + 406
1523,	x^24 + x^23 + 28
1531,	x^24 + x^23 + 12
1543,	x^24 + x^23 + 5
1549,	x^24 + x^23 + 517
1553,	x^24 + x^23 + 38
1559,	x^24 + x^23 + 259
1567,	x^24 + x^23 + 24
1571,	x^24 + x^23 + 197
1579,	x^24 + x^23 + 38
1583,	x^24 + x^23 + 365
1597,	x^24 + x^23 + 528
1601,	x^24 + x^23 + 87
1607,	x^24 + x^23 + 20
1609,	x^24 + x^23 + 97
1613,	x^24 + x^23 + 73
1619,	x^24 + x^23 + 207
1621,	x^24 + x^23 + 87
1627,	x^24 + x^23 + 153
1637,	x^24 + x^23 + 61
1657,	x^24 + x^23 + 283
1663,	x^24 + x^23 + 133
1667,	x^24 + x^23 + 67
1669,	x^24 + x^23 + 17
1693,	x^24 + x^23 + 167
1697,	x^24 + x^23 + 7
1699,	x^24 + x^23 + 3
1709,	x^24 + x^23 + 218
1721,	x^24 + x^23 + 89
1723,	x^24 + x^23 + 168
1733,	x^24 + x^23 + 106
1741,	x^24 + x^23 + 24
1747,	x^24 + x^23 + 53
1753,	x^24 + x^23 + 117
1759,	x^24 + x^23 + 91
1777,	x^24 + x^23 + 303
1783,	x^24 + x^23 + 11
1787,	x^24 + x^23 + 8
1789,	x^24 + x^23 + 6
1801,	x^24 + x^23 + 44
1811,	x^24 + x^23 + 330
1823,	x^24 + x^23 + 122
1831,	x^24 + x^23 + 7
1847,	x^24 + x^23 + 160
1861,	x^24 + x^23 + 187
1867,	x^24 + x^23 + 35
1871,	x^24 + x^23 + 168
1873,	x^24 + x^23 + 95
1877,	x^24 + x^23 + 123
1879,	x^24 + x^23 + 44
1889,	x^24 + x^23 + 156
1901,	x^24 + x^23 + 152
1907,	x^24 + x^23 + 44
1913,	x^24 + x^23 + 158
1931,	x^24 + x^23 + 65
1933,	x^24 + x^23 + 41
1949,	x^24 + x^23 + 203
1951,	x^24 + x^23 + 41
1973,	x^24 + x^23 + 3
1979,	x^24 + x^23 + 459
1987,	x^24 + x^23 + 224
1993,	x^24 + x^23 + 85
1997,	x^24 + x^23 + 282
1999,	x^24 + x^23 + 34
2003,	x^24 + x^23 + 575
2011,	x^24 + x^23 + 153
2017,	x^24 + x^23 + 86
2027,	x^24 + x^23 + 73
2029,	x^24 + x^23 + 203
2039,	x^24 + x^23 + 210
2053,	x^24 + x^23 + 283
2063,	x^24 + x^23 + 30
2069,	x^24 + x^23 + 247
2081,	x^24 + x^23 + 106
2083,	x^24 + x^23 + 383
2087,	x^24 + x^23 + 15
2089,	x^24 + x^23 + 127
2099,	x^24 + x^23 + 102
2111,	x^24 + x^23 + 254
2113,	x^24 + x^23 + 107
2129,	x^24 + x^23 + 43
2131,	x^24 + x^23 + 108
2137,	x^24 + x^23 + 117
2141,	x^24 + x^23 + 35
2143,	x^24 + x^23 + 150
2153,	x^24 + x^23 + 3
2161,	x^24 + x^23 + 158
2179,	x^24 + x^23 + 79
2203,	x^24 + x^23 + 124
2207,	x^24 + x^23 + 172
2213,	x^24 + x^23 + 17
2221,	x^24 + x^23 + 90
2237,	x^24 + x^23 + 30
2239,	x^24 + x^23 + 83
2243,	x^24 + x^23 + 161
2251,	x^24 + x^23 + 338
2267,	x^24 + x^23 + 593
2269,	x^24 + x^23 + 233
2273,	x^24 + x^23 + 34
2281,	x^24 + x^23 + 430
2287,	x^24 + x^23 + 109
2293,	x^24 + x^23 + 73
2297,	x^24 + x^23 + 6
2309,	x^24 + x^23 + 251
2311,	x^24 + x^23 + 370
2333,	x^24 + x^23 + 20
2339,	x^24 + x^23 + 30
2341,	x^24 + x^23 + 10
2347,	x^24 + x^23 + 341
2351,	x^24 + x^23 + 238
2357,	x^24 + x^23 + 307
2371,	x^24 + x^23 + 301
2377,	x^24 + x^23 + 40
2381,	x^24 + x^23 + 22
2383,	x^24 + x^23 + 97
2389,	x^24 + x^23 + 41
2393,	x^24 + x^23 + 28
2399,	x^24 + x^23 + 232
2411,	x^24 + x^23 + 195
2417,	x^24 + x^23 + 94
2423,	x^24 + x^23 + 90
2437,	x^24 + x^23 + 35
2441,	x^24 + x^23 + 99
2447,	x^24 + x^23 + 84
2459,	x^24 + x^23 + 94
2467,	x^24 + x^23 + 3
2473,	x^24 + x^23 + 40
2477,	x^24 + x^23 + 70
2503,	x^24 + x^23 + 71
2521,	x^24 + x^23 + 19
2531,	x^24 + x^23 + 8
2539,	x^24 + x^23 + 176
2543,	x^24 + x^23 + 28
2549,	x^24 + x^23 + 26
2551,	x^24 + x^23 + 211
2557,	x^24 + x^23 + 42
2579,	x^24 + x^23 + 53
2591,	x^24 + x^23 + 84
2593,	x^24 + x^23 + 21
2609,	x^24 + x^23 + 194
2617,	x^24 + x^23 + 219
2621,	x^24 + x^23 + 92
2633,	x^24 + x^23 + 117
2647,	x^24 + x^23 + 147
2657,	x^24 + x^23 + 48
2659,	x^24 + x^23 + 65
2663,	x^24 + x^23 + 257
2671,	x^24 + x^23 + 282
2677,	x^24 + x^23 + 141
2683,	x^24 + x^23 + 298
2687,	x^24 + x^23 + 202
2689,	x^24 + x^23 + 157
2693,	x^24 + x^23 + 151
2699,	x^24 + x^23 + 123
2707,	x^24 + x^23 + 80
2711,	x^24 + x^23 + 137
2713,	x^24 + x^23 + 69
2719,	x^24 + x^23 + 41
2729,	x^24 + x^23 + 411
2731,	x^24 + x^23 + 160
2741,	x^24 + x^23 + 147
2749,	x^24 + x^23 + 52
2753,	x^24 + x^23 + 178
2767,	x^24 + x^23 + 227
2777,	x^24 + x^23 + 28
2789,	x^24 + x^23 + 108
2791,	x^24 + x^23 + 68
2797,	x^24 + x^23 + 14
2801,	x^24 + x^23 + 262
2803,	x^24 + x^23 + 140
2819,	x^24 + x^23 + 85
2833,	x^24 + x^23 + 283
2837,	x^24 + x^23 + 136
2843,	x^24 + x^23 + 54
2851,	x^24 + x^23 + 354
2857,	x^24 + x^23 + 82
2861,	x^24 + x^23 + 3
2879,	x^24 + x^23 + 85
2887,	x^24 + x^23 + 352
2897,	x^24 + x^23 + 224
2903,	x^24 + x^23 + 251
2909,	x^24 + x^23 + 268
2917,	x^24 + x^23 + 15
2927,	x^24 + x^23 + 71
2939,	x^24 + x^23 + 383
2953,	x^24 + x^23 + 457
2957,	x^24 + x^23 + 28
2963,	x^24 + x^23 + 91
2969,	x^24 + x^23 + 85
2971,	x^24 + x^23 + 214
2999,	x^24 + x^23 + 38
3001,	x^24 + x^23 + 39
3011,	x^24 + x^23 + 592
3019,	x^24 + x^23 + 112
3023,	x^24 + x^23 + 102
3037,	x^24 + x^23 + 21
3041,	x^24 + x^23 + 294
