p,	poly
2,	x^12 + x^11 + x^10 + x^4 + 1
3,	x^12 + x^11 + x^7 + 2
5,	x^12 + 3*x^11 + 3*x^6 + 2
7,	x^12 + x^11 + x + 3
11,	x^12 + x^11 + 7
13,	x^12 + 3*x^11 + 3*x + 7
17,	x^12 + x^11 + x + 7
19,	x^12 + x^11 + 3
23,	x^12 + 4*x^11 + 4*x + 11
29,	x^12 + x^11 + 21
31,	x^12 + 3*x^11 + 3*x + 11
37,	x^12 + x^11 + 17
41,	x^12 + x^11 + x + 28
43,	x^12 + x^11 + 28
47,	x^12 + x^11 + x + 5
53,	x^12 + x^11 + 2
59,	x^12 + x^11 + 14
61,	x^12 + x^11 + 6
67,	x^12 + x^11 + 18
71,	x^12 + 2*x^11 + 47
73,	x^12 + x^11 + 14
79,	x^12 + x^11 + 30
83,	x^12 + x^11 + 8
89,	x^12 + x^11 + 62
97,	x^12 + x^11 + 39
101,	x^12 + x^11 + 2
103,	x^12 + x^11 + 43
107,	x^12 + x^11 + 2
109,	x^12 + x^11 + 30
113,	x^12 + x^11 + 92
127,	x^12 + x^11 + 55
131,	x^12 + x^11 + 82
137,	x^12 + x^11 + x + 54
139,	x^12 + x^11 + 119
149,	x^12 + x^11 + 34
151,	x^12 + x^11 + 13
157,	x^12 + x^11 + 114
163,	x^12 + x^11 + 108
167,	x^12 + x^11 + 73
173,	x^12 + x^11 + 71
179,	x^12 + x^11 + 54
181,	x^12 + x^11 + 2
191,	x^12 + x^11 + 57
193,	x^12 + x^11 + x + 22
197,	x^12 + x^11 + 45
199,	x^12 + x^11 + 142
211,	x^12 + x^11 + 174
223,	x^12 + x^11 + 3
227,	x^12 + x^11 + 32
229,	x^12 + 2*x^11 + 205
233,	x^12 + x^11 + 6
239,	x^12 + x^11 + 63
241,	x^12 + x^11 + 35
251,	x^12 + x^11 + 34
257,	x^12 + x^11 + 74
263,	x^12 + x^11 + 21
269,	x^12 + x^11 + 83
271,	x^12 + x^11 + 76
277,	x^12 + x^11 + 137
281,	x^12 + x^11 + 30
283,	x^12 + x^11 + 26
293,	x^12 + x^11 + 19
307,	x^12 + x^11 + 151
311,	x^12 + x^11 + 23
313,	x^12 + x^11 + 92
317,	x^12 + x^11 + 33
331,	x^12 + x^11 + 59
337,	x^12 + x^11 + 68
347,	x^12 + x^11 + 60
349,	x^12 + x^11 + 2
353,	x^12 + x^11 + 104
359,	x^12 + x^11 + 62
367,	x^12 + x^11 + 34
373,	x^12 + x^11 + 131
379,	x^12 + x^11 + 31
383,	x^12 + x^11 + 78
389,	x^12 + x^11 + 10
397,	x^12 + x^11 + 77
401,	x^12 + x^11 + 13
409,	x^12 + x^11 + 22
419,	x^12 + x^11 + 58
421,	x^12 + x^11 + 88
431,	x^12 + x^11 + 84
433,	x^12 + x^11 + 83
439,	x^12 + x^11 + 68
443,	x^12 + x^11 + 135
449,	x^12 + x^11 + 138
457,	x^12 + x^11 + 31
461,	x^12 + x^11 + 78
463,	x^12 + x^11 + 3
467,	x^12 + x^11 + 2
479,	x^12 + x^11 + 17
487,	x^12 + x^11 + 45
491,	x^12 + x^11 + 189
499,	x^12 + x^11 + 10
503,	x^12 + x^11 + 65
509,	x^12 + x^11 + 69
521,	x^12 + x^11 + 95
523,	x^12 + x^11 + 2
541,	x^12 + x^11 + 37
547,	x^12 + x^11 + 271
557,	x^12 + x^11 + 103
563,	x^12 + x^11 + 18
569,	x^12 + x^11 + 23
571,	x^12 + x^11 + 53
577,	x^12 + x^11 + 45
587,	x^12 + x^11 + 102
593,	x^12 + x^11 + 26
599,	x^12 + x^11 + 7
601,	x^12 + x^11 + 58
607,	x^12 + x^11 + 39
613,	x^12 + x^11 + 150
617,	x^12 + x^11 + 91
619,	x^12 + x^11 + 55
631,	x^12 + x^11 + 54
641,	x^12 + x^11 + 17
643,	x^12 + x^11 + 14
647,	x^12 + x^11 + 142
653,	x^12 + x^11 + 125
659,	x^12 + x^11 + 6
661,	x^12 + x^11 + 102
673,	x^12 + x^11 + 132
677,	x^12 + x^11 + 29
683,	x^12 + x^11 + 21
691,	x^12 + x^11 + 267
701,	x^12 + x^11 + 14
709,	x^12 + x^11 + 14
719,	x^12 + x^11 + 11
727,	x^12 + x^11 + 124
733,	x^12 + x^11 + 18
739,	x^12 + x^11 + 117
743,	x^12 + x^11 + 87
751,	x^12 + x^11 + 158
757,	x^12 + x^11 + 14
761,	x^12 + x^11 + 126
769,	x^12 + x^11 + 29
773,	x^12 + x^11 + 41
787,	x^12 + x^11 + 69
797,	x^12 + x^11 + 12
809,	x^12 + x^11 + 110
811,	x^12 + x^11 + 33
821,	x^12 + x^11 + 66
823,	x^12 + x^11 + 7
827,	x^12 + x^11 + 37
829,	x^12 + x^11 + 21
839,	x^12 + x^11 + 71
853,	x^12 + x^11 + 87
857,	x^12 + x^11 + 3
859,	x^12 + x^11 + 29
863,	x^12 + x^11 + 11
877,	x^12 + x^11 + 42
881,	x^12 + x^11 + 14
883,	x^12 + x^11 + 34
887,	x^12 + x^11 + 235
907,	x^12 + x^11 + 5
911,	x^12 + x^11 + 110
919,	x^12 + x^11 + 19
929,	x^12 + x^11 + 63
937,	x^12 + x^11 + 130
941,	x^12 + x^11 + 82
947,	x^12 + x^11 + 57
953,	x^12 + x^11 + 48
967,	x^12 + x^11 + 38
971,	x^12 + x^11 + 18
977,	x^12 + x^11 + 13
983,	x^12 + x^11 + 61
991,	x^12 + x^11 + 12
997,	x^12 + x^11 + 47
1009,	x^12 + x^11 + 31
1013,	x^12 + x^11 + 5
1019,	x^12 + x^11 + 62
1021,	x^12 + x^11 + 35
1031,	x^12 + x^11 + 84
1033,	x^12 + x^11 + 30
1039,	x^12 + x^11 + 88
1049,	x^12 + x^11 + 31
1051,	x^12 + x^11 + 18
1061,	x^12 + x^11 + 137
1063,	x^12 + x^11 + 86
1069,	x^12 + x^11 + 7
1087,	x^12 + x^11 + 3
1091,	x^12 + x^11 + 17
1093,	x^12 + x^11 + 19
1097,	x^12 + x^11 + 19
1103,	x^12 + x^11 + 239
1109,	x^12 + x^11 + 60
1117,	x^12 + x^11 + 20
1123,	x^12 + x^11 + 20
1129,	x^12 + x^11 + 17
1151,	x^12 + x^11 + 34
1153,	x^12 + x^11 + 83
1163,	x^12 + x^11 + 39
1171,	x^12 + x^11 + 161
1181,	x^12 + x^11 + 74
1187,	x^12 + x^11 + 74
1193,	x^12 + x^11 + 10
1201,	x^12 + x^11 + 22
1213,	x^12 + x^11 + 89
1217,	x^12 + x^11 + 125
1223,	x^12 + x^11 + 31
1229,	x^12 + x^11 + 19
1231,	x^12 + x^11 + 57
1237,	x^12 + x^11 + 116
1249,	x^12 + x^11 + 131
1259,	x^12 + x^11 + 31
1277,	x^12 + x^11 + 77
1279,	x^12 + x^11 + 55
1283,	x^12 + x^11 + 2
1289,	x^12 + x^11 + 86
1291,	x^12 + x^11 + 104
1297,	x^12 + x^11 + 160
1301,	x^12 + x^11 + 97
1303,	x^12 + x^11 + 12
1307,	x^12 + x^11 + 38
1319,	x^12 + x^11 + 145
1321,	x^12 + x^11 + 47
1327,	x^12 + x^11 + 46
1361,	x^12 + x^11 + 29
1367,	x^12 + x^11 + 28
1373,	x^12 + x^11 + 5
1381,	x^12 + x^11 + 19
1399,	x^12 + x^11 + 43
1409,	x^12 + x^11 + 86
1423,	x^12 + x^11 + 131
1427,	x^12 + x^11 + 310
1429,	x^12 + x^11 + 139
1433,	x^12 + x^11 + 7
1439,	x^12 + x^11 + 71
1447,	x^12 + x^11 + 156
1451,	x^12 + x^11 + 51
1453,	x^12 + x^11 + 43
1459,	x^12 + x^11 + 153
1471,	x^12 + x^11 + 66
1481,	x^12 + x^11 + 29
1483,	x^12 + x^11 + 3
1487,	x^12 + x^11 + 40
1489,	x^12 + x^11 + 43
1493,	x^12 + x^11 + 141
1499,	x^12 + x^11 + 40
1511,	x^12 + x^11 + 142
1523,	x^12 + x^11 + 101
1531,	x^12 + x^11 + 14
1543,	x^12 + x^11 + 23
1549,	x^12 + x^11 + 30
1553,	x^12 + x^11 + 10
1559,	x^12 + x^11 + 129
1567,	x^12 + x^11 + 34
1571,	x^12 + x^11 + 128
1579,	x^12 + x^11 + 93
1583,	x^12 + x^11 + 154
1597,	x^12 + x^11 + 34
1601,	x^12 + x^11 + 35
1607,	x^12 + x^11 + 56
1609,	x^12 + x^11 + 63
1613,	x^12 + x^11 + 30
1619,	x^12 + x^11 + 155
1621,	x^12 + x^11 + 113
1627,	x^12 + x^11 + 62
1637,	x^12 + x^11 + 41
1657,	x^12 + x^11 + 60
1663,	x^12 + x^11 + 34
1667,	x^12 + x^11 + 26
1669,	x^12 + x^11 + 250
1693,	x^12 + x^11 + 26
1697,	x^12 + x^11 + 14
1699,	x^12 + x^11 + 12
1709,	x^12 + x^11 + 67
1721,	x^12 + x^11 + 54
1723,	x^12 + x^11 + 29
1733,	x^12 + x^11 + 51
1741,	x^12 + x^11 + 19
1747,	x^12 + x^11 + 206
1753,	x^12 + x^11 + 21
1759,	x^12 + x^11 + 12
1777,	x^12 + x^11 + 5
1783,	x^12 + x^11 + 38
1787,	x^12 + x^11 + 44
1789,	x^12 + x^11 + 167
1801,	x^12 + x^11 + 31
1811,	x^12 + x^11 + 30
1823,	x^12 + x^11 + 94
1831,	x^12 + x^11 + 3
1847,	x^12 + x^11 + 129
1861,	x^12 + x^11 + 30
1867,	x^12 + x^11 + 47
1871,	x^12 + x^11 + 44
1873,	x^12 + x^11 + 165
1877,	x^12 + x^11 + 111
1879,	x^12 + x^11 + 48
1889,	x^12 + x^11 + 61
1901,	x^12 + x^11 + 57
1907,	x^12 + x^11 + 125
1913,	x^12 + x^11 + 111
1931,	x^12 + x^11 + 150
1933,	x^12 + x^11 + 78
1949,	x^12 + x^11 + 68
1951,	x^12 + x^11 + 102
1973,	x^12 + x^11 + 18
1979,	x^12 + x^11 + 26
1987,	x^12 + x^11 + 13
1993,	x^12 + x^11 + 7
1997,	x^12 + x^11 + 76
1999,	x^12 + x^11 + 15
