p,	poly
4889,	x^26 + x^25 + 430
4903,	x^26 + x^25 + 143
4909,	x^26 + x^25 + 116
4919,	x^26 + x^25 + 91
4931,	x^26 + x^25 + 77
4933,	x^26 + x^25 + 17
4937,	x^26 + x^25 + 236
4943,	x^26 + x^25 + 167
4951,	x^26 + x^25 + 346
4957,	x^26 + x^25 + 97
4967,	x^26 + x^25 + 55
4969,	x^26 + x^25 + 126
4973,	x^26 + x^25 + 31
4987,	x^26 + x^25 + 53
4993,	x^26 + x^25 + 213
4999,	x^26 + x^25 + 23
5003,	x^26 + x^25 + 52
5009,	x^26 + x^25 + 113
5011,	x^26 + x^25 + 228
5021,	x^26 + x^25 + 18
5023,	x^26 + x^25 + 38
5039,	x^26 + x^25 + 134
5051,	x^26 + x^25 + 236
5059,	x^26 + x^25 + 97
5077,	x^26 + x^25 + 67
5081,	x^26 + x^25 + 88
5087,	x^26 + x^25 + 40
5099,	x^26 + x^25 + 59
5101,	x^26 + x^25 + 11
5107,	x^26 + x^25 + 18
5113,	x^26 + x^25 + 107
5119,	x^26 + x^25 + 120
5147,	x^26 + x^25 + 118
5153,	x^26 + x^25 + 20
5167,	x^26 + x^25 + 133
5171,	x^26 + x^25 + 162
5179,	x^26 + x^25 + 21
5189,	x^26 + x^25 + 145
5197,	x^26 + x^25 + 70
5209,	x^26 + x^25 + 88
5227,	x^26 + x^25 + 20
5231,	x^26 + x^25 + 351
5233,	x^26 + x^25 + 13
5237,	x^26 + x^25 + 290
5261,	x^26 + x^25 + 90
5273,	x^26 + x^25 + 27
5279,	x^26 + x^25 + 119
5281,	x^26 + x^25 + 23
5297,	x^26 + x^25 + 108
5303,	x^26 + x^25 + 235
5309,	x^26 + x^25 + 15
5323,	x^26 + x^25 + 140
5333,	x^26 + x^25 + 28
5347,	x^26 + x^25 + 80
5351,	x^26 + x^25 + 33
5381,	x^26 + x^25 + 104
5387,	x^26 + x^25 + 80
5393,	x^26 + x^25 + 108
5399,	x^26 + x^25 + 105
5407,	x^26 + x^25 + 148
5413,	x^26 + x^25 + 91
5417,	x^26 + x^25 + 160
5419,	x^26 + x^25 + 40
5431,	x^26 + x^25 + 39
5437,	x^26 + x^25 + 129
5441,	x^26 + x^25 + 208
5443,	x^26 + x^25 + 30
5449,	x^26 + x^25 + 351
5471,	x^26 + x^25 + 51
5477,	x^26 + x^25 + 115
5479,	x^26 + x^25 + 91
5483,	x^26 + x^25 + 193
5501,	x^26 + x^25 + 149
5503,	x^26 + x^25 + 12
5507,	x^26 + x^25 + 13
5519,	x^26 + x^25 + 122
5521,	x^26 + x^25 + 88
5527,	x^26 + x^25 + 105
5531,	x^26 + x^25 + 217
5557,	x^26 + x^25 + 70
5563,	x^26 + x^25 + 65
5569,	x^26 + x^25 + 26
5573,	x^26 + x^25 + 2
5581,	x^26 + x^25 + 57
5591,	x^26 + x^25 + 610
5623,	x^26 + x^25 + 157
5639,	x^26 + x^25 + 111
5641,	x^26 + x^25 + 73
5647,	x^26 + x^25 + 74
5651,	x^26 + x^25 + 63
5653,	x^26 + x^25 + 135
5657,	x^26 + x^25 + 40
5659,	x^26 + x^25 + 123
5669,	x^26 + x^25 + 47
5683,	x^26 + x^25 + 23
5689,	x^26 + x^25 + 76
5693,	x^26 + x^25 + 245
5701,	x^26 + x^25 + 83
5711,	x^26 + x^25 + 73
5717,	x^26 + x^25 + 12
5737,	x^26 + x^25 + 132
5741,	x^26 + x^25 + 59
5743,	x^26 + x^25 + 10
5749,	x^26 + x^25 + 118
5779,	x^26 + x^25 + 32
5783,	x^26 + x^25 + 141
5791,	x^26 + x^25 + 37
5801,	x^26 + x^25 + 112
5807,	x^26 + x^25 + 109
5813,	x^26 + x^25 + 85
5821,	x^26 + x^25 + 104
5827,	x^26 + x^25 + 72
5839,	x^26 + x^25 + 231
5843,	x^26 + x^25 + 201
5849,	x^26 + x^25 + 27
5851,	x^26 + x^25 + 205
5857,	x^26 + x^25 + 189
5861,	x^26 + x^25 + 65
5867,	x^26 + x^25 + 96
5869,	x^26 + x^25 + 2
5879,	x^26 + x^25 + 86
5881,	x^26 + x^25 + 114
5897,	x^26 + x^25 + 117
5903,	x^26 + x^25 + 189
5923,	x^26 + x^25 + 7
5927,	x^26 + x^25 + 44
5939,	x^26 + x^25 + 168
5953,	x^26 + x^25 + 306
5981,	x^26 + x^25 + 202
5987,	x^26 + x^25 + 414
6007,	x^26 + x^25 + 56
6011,	x^26 + x^25 + 29
6029,	x^26 + x^25 + 3
6037,	x^26 + x^25 + 96
6043,	x^26 + x^25 + 19
6047,	x^26 + x^25 + 60
6053,	x^26 + x^25 + 2
6067,	x^26 + x^25 + 32
6073,	x^26 + x^25 + 83
6079,	x^26 + x^25 + 223
6089,	x^26 + x^25 + 213
6091,	x^26 + x^25 + 98
6101,	x^26 + x^25 + 19
6113,	x^26 + x^25 + 125
6121,	x^26 + x^25 + 106
6131,	x^26 + x^25 + 14
6133,	x^26 + x^25 + 11
6143,	x^26 + x^25 + 40
6151,	x^26 + x^25 + 116
6163,	x^26 + x^25 + 35
6173,	x^26 + x^25 + 161
6197,	x^26 + x^25 + 2
6199,	x^26 + x^25 + 48
6203,	x^26 + x^25 + 80
6211,	x^26 + x^25 + 203
6217,	x^26 + x^25 + 195
6221,	x^26 + x^25 + 183
6229,	x^26 + x^25 + 155
6247,	x^26 + x^25 + 101
6257,	x^26 + x^25 + 185
6263,	x^26 + x^25 + 71
6269,	x^26 + x^25 + 55
6271,	x^26 + x^25 + 339
6277,	x^26 + x^25 + 32
6287,	x^26 + x^25 + 223
6299,	x^26 + x^25 + 114
6301,	x^26 + x^25 + 68
6311,	x^26 + x^25 + 193
6317,	x^26 + x^25 + 65
6323,	x^26 + x^25 + 44
6329,	x^26 + x^25 + 87
