p,	poly
2029,	x^18 + x^17 + 19
2039,	x^18 + x^17 + 11
2053,	x^18 + x^17 + 94
2063,	x^18 + x^17 + 184
2069,	x^18 + x^17 + 208
2081,	x^18 + x^17 + 47
2083,	x^18 + x^17 + 2
2087,	x^18 + x^17 + 39
2089,	x^18 + x^17 + 59
2099,	x^18 + x^17 + 2
2111,	x^18 + x^17 + 153
2113,	x^18 + x^17 + 80
2129,	x^18 + x^17 + 29
2131,	x^18 + x^17 + 46
2137,	x^18 + x^17 + 34
2141,	x^18 + x^17 + 305
2143,	x^18 + x^17 + 28
2153,	x^18 + x^17 + 20
2161,	x^18 + x^17 + 168
2179,	x^18 + x^17 + 46
2203,	x^18 + x^17 + 59
2207,	x^18 + x^17 + 249
2213,	x^18 + x^17 + 92
2221,	x^18 + x^17 + 11
2237,	x^18 + x^17 + 140
2239,	x^18 + x^17 + 421
2243,	x^18 + x^17 + 111
2251,	x^18 + x^17 + 102
2267,	x^18 + x^17 + 45
2269,	x^18 + x^17 + 19
2273,	x^18 + x^17 + 6
2281,	x^18 + x^17 + 307
2287,	x^18 + x^17 + 133
2293,	x^18 + x^17 + 32
2297,	x^18 + x^17 + 55
2309,	x^18 + x^17 + 41
2311,	x^18 + x^17 + 53
2333,	x^18 + x^17 + 32
2339,	x^18 + x^17 + 30
2341,	x^18 + x^17 + 140
2347,	x^18 + x^17 + 48
2351,	x^18 + x^17 + 203
2357,	x^18 + x^17 + 132
2371,	x^18 + x^17 + 92
2377,	x^18 + x^17 + 90
2381,	x^18 + x^17 + 192
2383,	x^18 + x^17 + 68
2389,	x^18 + x^17 + 165
2393,	x^18 + x^17 + 134
2399,	x^18 + x^17 + 133
2411,	x^18 + x^17 + 149
2417,	x^18 + x^17 + 667
2423,	x^18 + x^17 + 5
2437,	x^18 + x^17 + 109
2441,	x^18 + x^17 + 166
2447,	x^18 + x^17 + 7
2459,	x^18 + x^17 + 21
2467,	x^18 + x^17 + 20
2473,	x^18 + x^17 + 5
2477,	x^18 + x^17 + 59
2503,	x^18 + x^17 + 85
2521,	x^18 + x^17 + 22
2531,	x^18 + x^17 + 403
2539,	x^18 + x^17 + 71
2543,	x^18 + x^17 + 15
2549,	x^18 + x^17 + 19
2551,	x^18 + x^17 + 168
2557,	x^18 + x^17 + 151
2579,	x^18 + x^17 + 39
2591,	x^18 + x^17 + 282
2593,	x^18 + x^17 + 118
2609,	x^18 + x^17 + 23
2617,	x^18 + x^17 + 135
2621,	x^18 + x^17 + 116
2633,	x^18 + x^17 + 168
2647,	x^18 + x^17 + 40
2657,	x^18 + x^17 + 24
2659,	x^18 + x^17 + 128
2663,	x^18 + x^17 + 20
2671,	x^18 + x^17 + 23
2677,	x^18 + x^17 + 70
2683,	x^18 + x^17 + 109
2687,	x^18 + x^17 + 275
2689,	x^18 + x^17 + 78
2693,	x^18 + x^17 + 32
2699,	x^18 + x^17 + 105
2707,	x^18 + x^17 + 104
2711,	x^18 + x^17 + 29
2713,	x^18 + x^17 + 145
2719,	x^18 + x^17 + 54
2729,	x^18 + x^17 + 217
2731,	x^18 + x^17 + 10
2741,	x^18 + x^17 + 8
2749,	x^18 + x^17 + 13
2753,	x^18 + x^17 + 3
2767,	x^18 + x^17 + 107
2777,	x^18 + x^17 + 7
2789,	x^18 + x^17 + 44
2791,	x^18 + x^17 + 106
2797,	x^18 + x^17 + 23
2801,	x^18 + x^17 + 58
2803,	x^18 + x^17 + 110
2819,	x^18 + x^17 + 23
2833,	x^18 + x^17 + 94
2837,	x^18 + x^17 + 11
2843,	x^18 + x^17 + 152
2851,	x^18 + x^17 + 112
2857,	x^18 + x^17 + 235
2861,	x^18 + x^17 + 42
2879,	x^18 + x^17 + 149
2887,	x^18 + x^17 + 41
2897,	x^18 + x^17 + 63
2903,	x^18 + x^17 + 30
2909,	x^18 + x^17 + 90
2917,	x^18 + x^17 + 18
2927,	x^18 + x^17 + 38
2939,	x^18 + x^17 + 10
2953,	x^18 + x^17 + 17
2957,	x^18 + x^17 + 27
2963,	x^18 + x^17 + 112
2969,	x^18 + x^17 + 209
2971,	x^18 + x^17 + 78
2999,	x^18 + x^17 + 321
3001,	x^18 + x^17 + 43
3011,	x^18 + x^17 + 65
3019,	x^18 + x^17 + 32
3023,	x^18 + x^17 + 82
3037,	x^18 + x^17 + 17
3041,	x^18 + x^17 + 79
3049,	x^18 + x^17 + 33
3061,	x^18 + x^17 + 120
3067,	x^18 + x^17 + 167
3079,	x^18 + x^17 + 53
3083,	x^18 + x^17 + 18
3089,	x^18 + x^17 + 42
3109,	x^18 + x^17 + 18
3119,	x^18 + x^17 + 447
3121,	x^18 + x^17 + 91
3137,	x^18 + x^17 + 71
3163,	x^18 + x^17 + 23
3167,	x^18 + x^17 + 372
3169,	x^18 + x^17 + 257
3181,	x^18 + x^17 + 223
3187,	x^18 + x^17 + 129
3191,	x^18 + x^17 + 94
3203,	x^18 + x^17 + 61
3209,	x^18 + x^17 + 12
3217,	x^18 + x^17 + 40
3221,	x^18 + x^17 + 316
3229,	x^18 + x^17 + 6
3251,	x^18 + x^17 + 73
3253,	x^18 + x^17 + 127
3257,	x^18 + x^17 + 40
3259,	x^18 + x^17 + 97
3271,	x^18 + x^17 + 14
3299,	x^18 + x^17 + 242
3301,	x^18 + x^17 + 98
3307,	x^18 + x^17 + 254
3313,	x^18 + x^17 + 13
3319,	x^18 + x^17 + 51
3323,	x^18 + x^17 + 146
3329,	x^18 + x^17 + 188
3331,	x^18 + x^17 + 31
3343,	x^18 + x^17 + 13
3347,	x^18 + x^17 + 2
3359,	x^18 + x^17 + 102
3361,	x^18 + x^17 + 97
3371,	x^18 + x^17 + 242
3373,	x^18 + x^17 + 170
3389,	x^18 + x^17 + 39
3391,	x^18 + x^17 + 38
3407,	x^18 + x^17 + 35
3413,	x^18 + x^17 + 186
3433,	x^18 + x^17 + 212
3449,	x^18 + x^17 + 7
3457,	x^18 + x^17 + 77
3461,	x^18 + x^17 + 143
3463,	x^18 + x^17 + 13
3467,	x^18 + x^17 + 34
3469,	x^18 + x^17 + 270
3491,	x^18 + x^17 + 123
3499,	x^18 + x^17 + 138
3511,	x^18 + x^17 + 194
3517,	x^18 + x^17 + 18
3527,	x^18 + x^17 + 211
3529,	x^18 + x^17 + 78
3533,	x^18 + x^17 + 42
3539,	x^18 + x^17 + 164
3541,	x^18 + x^17 + 35
3547,	x^18 + x^17 + 30
3557,	x^18 + x^17 + 50
3559,	x^18 + x^17 + 3
3571,	x^18 + x^17 + 58
3581,	x^18 + x^17 + 330
3583,	x^18 + x^17 + 13
3593,	x^18 + x^17 + 42
3607,	x^18 + x^17 + 255
3613,	x^18 + x^17 + 111
3617,	x^18 + x^17 + 40
3623,	x^18 + x^17 + 71
3631,	x^18 + x^17 + 99
3637,	x^18 + x^17 + 41
3643,	x^18 + x^17 + 53
3659,	x^18 + x^17 + 126
3671,	x^18 + x^17 + 73
3673,	x^18 + x^17 + 22
3677,	x^18 + x^17 + 17
3691,	x^18 + x^17 + 136
3697,	x^18 + x^17 + 280
3701,	x^18 + x^17 + 10
3709,	x^18 + x^17 + 222
3719,	x^18 + x^17 + 273
3727,	x^18 + x^17 + 170
3733,	x^18 + x^17 + 17
3739,	x^18 + x^17 + 155
3761,	x^18 + x^17 + 95
3767,	x^18 + x^17 + 65
3769,	x^18 + x^17 + 328
3779,	x^18 + x^17 + 31
3793,	x^18 + x^17 + 165
3797,	x^18 + x^17 + 53
3803,	x^18 + x^17 + 51
3821,	x^18 + x^17 + 74
3823,	x^18 + x^17 + 259
3833,	x^18 + x^17 + 104
3847,	x^18 + x^17 + 6
3851,	x^18 + x^17 + 239
3853,	x^18 + x^17 + 303
3863,	x^18 + x^17 + 93
3877,	x^18 + x^17 + 96
3881,	x^18 + x^17 + 35
3889,	x^18 + x^17 + 134
3907,	x^18 + x^17 + 2
3911,	x^18 + x^17 + 152
3917,	x^18 + x^17 + 39
3919,	x^18 + x^17 + 106
3923,	x^18 + x^17 + 190
3929,	x^18 + x^17 + 750
3931,	x^18 + x^17 + 7
3943,	x^18 + x^17 + 69
3947,	x^18 + x^17 + 42
3967,	x^18 + x^17 + 20
3989,	x^18 + x^17 + 124
4001,	x^18 + x^17 + 616
4003,	x^18 + x^17 + 207
4007,	x^18 + x^17 + 68
4013,	x^18 + x^17 + 3
4019,	x^18 + x^17 + 90
4021,	x^18 + x^17 + 132
4027,	x^18 + x^17 + 236
4049,	x^18 + x^17 + 122
4051,	x^18 + x^17 + 84
4057,	x^18 + x^17 + 124
4073,	x^18 + x^17 + 71
4079,	x^18 + x^17 + 93
4091,	x^18 + x^17 + 145
4093,	x^18 + x^17 + 199
4099,	x^18 + x^17 + 38
4111,	x^18 + x^17 + 111
4127,	x^18 + x^17 + 63
4129,	x^18 + x^17 + 13
4133,	x^18 + x^17 + 7
4139,	x^18 + x^17 + 120
4153,	x^18 + x^17 + 136
4157,	x^18 + x^17 + 205
4159,	x^18 + x^17 + 56
4177,	x^18 + x^17 + 20
4201,	x^18 + x^17 + 76
4211,	x^18 + x^17 + 205
4217,	x^18 + x^17 + 26
4219,	x^18 + x^17 + 82
4229,	x^18 + x^17 + 152
4231,	x^18 + x^17 + 188
4241,	x^18 + x^17 + 229
4243,	x^18 + x^17 + 74
4253,	x^18 + x^17 + 98
4259,	x^18 + x^17 + 239
4261,	x^18 + x^17 + 388
4271,	x^18 + x^17 + 110
4273,	x^18 + x^17 + 56
4283,	x^18 + x^17 + 185
4289,	x^18 + x^17 + 201
4297,	x^18 + x^17 + 141
4327,	x^18 + x^17 + 80
4337,	x^18 + x^17 + 3
4339,	x^18 + x^17 + 60
4349,	x^18 + x^17 + 194
4357,	x^18 + x^17 + 32
4363,	x^18 + x^17 + 18
4373,	x^18 + x^17 + 168
4391,	x^18 + x^17 + 227
4397,	x^18 + x^17 + 119
4409,	x^18 + x^17 + 118
4421,	x^18 + x^17 + 50
4423,	x^18 + x^17 + 75
4441,	x^18 + x^17 + 78
4447,	x^18 + x^17 + 38
4451,	x^18 + x^17 + 8
4457,	x^18 + x^17 + 12
4463,	x^18 + x^17 + 109
4481,	x^18 + x^17 + 105
4483,	x^18 + x^17 + 206
4493,	x^18 + x^17 + 89
4507,	x^18 + x^17 + 46
4513,	x^18 + x^17 + 97
4517,	x^18 + x^17 + 5
4519,	x^18 + x^17 + 22
4523,	x^18 + x^17 + 65
4547,	x^18 + x^17 + 176
4549,	x^18 + x^17 + 90
4561,	x^18 + x^17 + 213
4567,	x^18 + x^17 + 337
4583,	x^18 + x^17 + 10
4591,	x^18 + x^17 + 198
4597,	x^18 + x^17 + 84
4603,	x^18 + x^17 + 104
4621,	x^18 + x^17 + 150
4637,	x^18 + x^17 + 12
4639,	x^18 + x^17 + 6
4643,	x^18 + x^17 + 11
4649,	x^18 + x^17 + 19
4651,	x^18 + x^17 + 59
4657,	x^18 + x^17 + 90
4663,	x^18 + x^17 + 28
4673,	x^18 + x^17 + 40
4679,	x^18 + x^17 + 267
4691,	x^18 + x^17 + 72
4703,	x^18 + x^17 + 47
4721,	x^18 + x^17 + 14
4723,	x^18 + x^17 + 20
4729,	x^18 + x^17 + 86
4733,	x^18 + x^17 + 19
4751,	x^18 + x^17 + 103
4759,	x^18 + x^17 + 15
4783,	x^18 + x^17 + 34
4787,	x^18 + x^17 + 128
4789,	x^18 + x^17 + 42
4793,	x^18 + x^17 + 231
4799,	x^18 + x^17 + 88
4801,	x^18 + x^17 + 34
4813,	x^18 + x^17 + 82
4817,	x^18 + x^17 + 113
4831,	x^18 + x^17 + 7
4861,	x^18 + x^17 + 90
4871,	x^18 + x^17 + 186
4877,	x^18 + x^17 + 3
4889,	x^18 + x^17 + 147
4903,	x^18 + x^17 + 91
4909,	x^18 + x^17 + 13
4919,	x^18 + x^17 + 86
4931,	x^18 + x^17 + 379
4933,	x^18 + x^17 + 54
4937,	x^18 + x^17 + 79
4943,	x^18 + x^17 + 62
4951,	x^18 + x^17 + 23
4957,	x^18 + x^17 + 79
4967,	x^18 + x^17 + 41
4969,	x^18 + x^17 + 28
4973,	x^18 + x^17 + 105
4987,	x^18 + x^17 + 155
4993,	x^18 + x^17 + 320
4999,	x^18 + x^17 + 124
5003,	x^18 + x^17 + 111
5009,	x^18 + x^17 + 96
5011,	x^18 + x^17 + 186
5021,	x^18 + x^17 + 138
5023,	x^18 + x^17 + 101
5039,	x^18 + x^17 + 91
5051,	x^18 + x^17 + 13
5059,	x^18 + x^17 + 114
5077,	x^18 + x^17 + 139
5081,	x^18 + x^17 + 7
5087,	x^18 + x^17 + 87
5099,	x^18 + x^17 + 26
5101,	x^18 + x^17 + 55
5107,	x^18 + x^17 + 57
5113,	x^18 + x^17 + 122
5119,	x^18 + x^17 + 12
5147,	x^18 + x^17 + 18
5153,	x^18 + x^17 + 277
5167,	x^18 + x^17 + 131
5171,	x^18 + x^17 + 242
5179,	x^18 + x^17 + 84
5189,	x^18 + x^17 + 48
5197,	x^18 + x^17 + 23
5209,	x^18 + x^17 + 595
5227,	x^18 + x^17 + 14
5231,	x^18 + x^17 + 28
5233,	x^18 + x^17 + 86
5237,	x^18 + x^17 + 30
5261,	x^18 + x^17 + 31
5273,	x^18 + x^17 + 73
5279,	x^18 + x^17 + 154
5281,	x^18 + x^17 + 115
5297,	x^18 + x^17 + 5
5303,	x^18 + x^17 + 73
5309,	x^18 + x^17 + 108
5323,	x^18 + x^17 + 5
5333,	x^18 + x^17 + 335
5347,	x^18 + x^17 + 29
5351,	x^18 + x^17 + 66
5381,	x^18 + x^17 + 168
5387,	x^18 + x^17 + 50
5393,	x^18 + x^17 + 104
5399,	x^18 + x^17 + 41
5407,	x^18 + x^17 + 145
5413,	x^18 + x^17 + 59
5417,	x^18 + x^17 + 17
5419,	x^18 + x^17 + 40
5431,	x^18 + x^17 + 165
5437,	x^18 + x^17 + 19
5441,	x^18 + x^17 + 241
5443,	x^18 + x^17 + 59
5449,	x^18 + x^17 + 13
5471,	x^18 + x^17 + 237
5477,	x^18 + x^17 + 65
5479,	x^18 + x^17 + 52
5483,	x^18 + x^17 + 109
5501,	x^18 + x^17 + 331
5503,	x^18 + x^17 + 317
5507,	x^18 + x^17 + 150
5519,	x^18 + x^17 + 39
5521,	x^18 + x^17 + 186
5527,	x^18 + x^17 + 10
5531,	x^18 + x^17 + 17
5557,	x^18 + x^17 + 32
5563,	x^18 + x^17 + 12
5569,	x^18 + x^17 + 85
5573,	x^18 + x^17 + 131
5581,	x^18 + x^17 + 70
5591,	x^18 + x^17 + 323
5623,	x^18 + x^17 + 10
5639,	x^18 + x^17 + 74
5641,	x^18 + x^17 + 133
5647,	x^18 + x^17 + 34
5651,	x^18 + x^17 + 7
5653,	x^18 + x^17 + 43
5657,	x^18 + x^17 + 170
5659,	x^18 + x^17 + 10
5669,	x^18 + x^17 + 118
5683,	x^18 + x^17 + 87
5689,	x^18 + x^17 + 85
5693,	x^18 + x^17 + 12
5701,	x^18 + x^17 + 61
5711,	x^18 + x^17 + 451
5717,	x^18 + x^17 + 31
5737,	x^18 + x^17 + 85
5741,	x^18 + x^17 + 31
5743,	x^18 + x^17 + 148
5749,	x^18 + x^17 + 62
5779,	x^18 + x^17 + 7
5783,	x^18 + x^17 + 155
5791,	x^18 + x^17 + 17
5801,	x^18 + x^17 + 228
5807,	x^18 + x^17 + 68
5813,	x^18 + x^17 + 74
5821,	x^18 + x^17 + 40
5827,	x^18 + x^17 + 26
5839,	x^18 + x^17 + 6
5843,	x^18 + x^17 + 56
5849,	x^18 + x^17 + 388
5851,	x^18 + x^17 + 18
5857,	x^18 + x^17 + 103
5861,	x^18 + x^17 + 13
5867,	x^18 + x^17 + 11
5869,	x^18 + x^17 + 90
5879,	x^18 + x^17 + 223
5881,	x^18 + x^17 + 33
5897,	x^18 + x^17 + 157
5903,	x^18 + x^17 + 95
5923,	x^18 + x^17 + 273
5927,	x^18 + x^17 + 139
5939,	x^18 + x^17 + 513
5953,	x^18 + x^17 + 79
5981,	x^18 + x^17 + 11
5987,	x^18 + x^17 + 60
6007,	x^18 + x^17 + 182
6011,	x^18 + x^17 + 11
6029,	x^18 + x^17 + 354
6037,	x^18 + x^17 + 5
6043,	x^18 + x^17 + 7
6047,	x^18 + x^17 + 38
6053,	x^18 + x^17 + 18
6067,	x^18 + x^17 + 492
6073,	x^18 + x^17 + 45
6079,	x^18 + x^17 + 21
6089,	x^18 + x^17 + 92
6091,	x^18 + x^17 + 63
6101,	x^18 + x^17 + 56
6113,	x^18 + x^17 + 27
6121,	x^18 + x^17 + 131
6131,	x^18 + x^17 + 43
6133,	x^18 + x^17 + 151
6143,	x^18 + x^17 + 202
6151,	x^18 + x^17 + 66
6163,	x^18 + x^17 + 126
6173,	x^18 + x^17 + 95
6197,	x^18 + x^17 + 108
6199,	x^18 + x^17 + 30
6203,	x^18 + x^17 + 87
6211,	x^18 + x^17 + 23
6217,	x^18 + x^17 + 137
6221,	x^18 + x^17 + 262
6229,	x^18 + x^17 + 160
6247,	x^18 + x^17 + 445
6257,	x^18 + x^17 + 3
6263,	x^18 + x^17 + 30
6269,	x^18 + x^17 + 104
6271,	x^18 + x^17 + 596
6277,	x^18 + x^17 + 31
6287,	x^18 + x^17 + 69
6299,	x^18 + x^17 + 266
6301,	x^18 + x^17 + 264
6311,	x^18 + x^17 + 73
6317,	x^18 + x^17 + 7
6323,	x^18 + x^17 + 18
6329,	x^18 + x^17 + 21
6337,	x^18 + x^17 + 10
