p,	poly
557,	x^15 + x^14 + 13
563,	x^15 + x^14 + 36
569,	x^15 + x^14 + 78
571,	x^15 + x^14 + 13
577,	x^15 + x^14 + 55
587,	x^15 + x^14 + 17
593,	x^15 + x^14 + 13
599,	x^15 + x^14 + 20
601,	x^15 + x^14 + 11
607,	x^15 + x^14 + 4
613,	x^15 + x^14 + 53
617,	x^15 + x^14 + 26
619,	x^15 + x^14 + 5
631,	x^15 + x^14 + 10
641,	x^15 + x^14 + 54
643,	x^15 + x^14 + 74
647,	x^15 + x^14 + 18
653,	x^15 + x^14 + 12
659,	x^15 + x^14 + 36
661,	x^15 + x^14 + 23
673,	x^15 + x^14 + 210
677,	x^15 + x^14 + 2
683,	x^15 + x^14 + 36
691,	x^15 + x^14 + 26
701,	x^15 + x^14 + 105
709,	x^15 + x^14 + 89
719,	x^15 + x^14 + 7
727,	x^15 + x^14 + 49
733,	x^15 + x^14 + 15
739,	x^15 + x^14 + 31
743,	x^15 + x^14 + 2
751,	x^15 + x^14 + 23
757,	x^15 + x^14 + 140
761,	x^15 + x^14 + 53
769,	x^15 + x^14 + 83
773,	x^15 + x^14 + 45
787,	x^15 + x^14 + 19
797,	x^15 + x^14 + 20
809,	x^15 + x^14 + 12
811,	x^15 + x^14 + 46
821,	x^15 + x^14 + 74
823,	x^15 + x^14 + 49
827,	x^15 + x^14 + 69
829,	x^15 + x^14 + 24
839,	x^15 + x^14 + 42
853,	x^15 + x^14 + 38
857,	x^15 + x^14 + 20
859,	x^15 + x^14 + 47
863,	x^15 + x^14 + 37
877,	x^15 + x^14 + 44
881,	x^15 + x^14 + 31
883,	x^15 + x^14 + 35
887,	x^15 + x^14 + 6
907,	x^15 + x^14 + 194
911,	x^15 + x^14 + 13
919,	x^15 + x^14 + 372
929,	x^15 + x^14 + 27
937,	x^15 + x^14 + 175
941,	x^15 + x^14 + 67
947,	x^15 + x^14 + 35
953,	x^15 + x^14 + 61
967,	x^15 + x^14 + 138
971,	x^15 + x^14 + 15
977,	x^15 + x^14 + 24
983,	x^15 + x^14 + 23
991,	x^15 + x^14 + 16
997,	x^15 + x^14 + 7
1009,	x^15 + x^14 + 55
1013,	x^15 + x^14 + 3
1019,	x^15 + x^14 + 122
1021,	x^15 + x^14 + 46
1031,	x^15 + x^14 + 18
1033,	x^15 + x^14 + 5
1039,	x^15 + x^14 + 131
1049,	x^15 + x^14 + 23
1051,	x^15 + x^14 + 36
1061,	x^15 + x^14 + 72
1063,	x^15 + x^14 + 36
1069,	x^15 + x^14 + 44
1087,	x^15 + x^14 + 4
1091,	x^15 + x^14 + 7
1093,	x^15 + x^14 + 159
1097,	x^15 + x^14 + 24
1103,	x^15 + x^14 + 9
1109,	x^15 + x^14 + 22
1117,	x^15 + x^14 + 59
1123,	x^15 + x^14 + 16
1129,	x^15 + x^14 + 38
1151,	x^15 + x^14 + 27
1153,	x^15 + x^14 + 74
1163,	x^15 + x^14 + 79
1171,	x^15 + x^14 + 74
1181,	x^15 + x^14 + 29
1187,	x^15 + x^14 + 14
1193,	x^15 + x^14 + 28
1201,	x^15 + x^14 + 65
1213,	x^15 + x^14 + 23
1217,	x^15 + x^14 + 10
1223,	x^15 + x^14 + 22
1229,	x^15 + x^14 + 12
1231,	x^15 + x^14 + 52
1237,	x^15 + x^14 + 67
1249,	x^15 + x^14 + 91
1259,	x^15 + x^14 + 16
1277,	x^15 + x^14 + 45
1279,	x^15 + x^14 + 35
1283,	x^15 + x^14 + 17
1289,	x^15 + x^14 + 91
1291,	x^15 + x^14 + 58
1297,	x^15 + x^14 + 31
1301,	x^15 + x^14 + 2
1303,	x^15 + x^14 + 89
1307,	x^15 + x^14 + 3
1319,	x^15 + x^14 + 2
1321,	x^15 + x^14 + 51
1327,	x^15 + x^14 + 121
1361,	x^15 + x^14 + 3
1367,	x^15 + x^14 + 12
1373,	x^15 + x^14 + 20
1381,	x^15 + x^14 + 26
1399,	x^15 + x^14 + 77
1409,	x^15 + x^14 + 15
1423,	x^15 + x^14 + 60
1427,	x^15 + x^14 + 30
1429,	x^15 + x^14 + 72
1433,	x^15 + x^14 + 47
1439,	x^15 + x^14 + 4
1447,	x^15 + x^14 + 17
1451,	x^15 + x^14 + 3
1453,	x^15 + x^14 + 83
1459,	x^15 + x^14 + 77
1471,	x^15 + x^14 + 34
1481,	x^15 + x^14 + 15
1483,	x^15 + x^14 + 25
1487,	x^15 + x^14 + 12
1489,	x^15 + x^14 + 46
1493,	x^15 + x^14 + 98
1499,	x^15 + x^14 + 36
1511,	x^15 + x^14 + 34
1523,	x^15 + x^14 + 12
1531,	x^15 + x^14 + 109
1543,	x^15 + x^14 + 28
1549,	x^15 + x^14 + 57
1553,	x^15 + x^14 + 19
1559,	x^15 + x^14 + 6
1567,	x^15 + x^14 + 15
1571,	x^15 + x^14 + 5
1579,	x^15 + x^14 + 9
1583,	x^15 + x^14 + 2
1597,	x^15 + x^14 + 126
1601,	x^15 + x^14 + 7
1607,	x^15 + x^14 + 49
1609,	x^15 + x^14 + 7
1613,	x^15 + x^14 + 7
1619,	x^15 + x^14 + 45
1621,	x^15 + x^14 + 6
1627,	x^15 + x^14 + 42
1637,	x^15 + x^14 + 30
1657,	x^15 + x^14 + 90
1663,	x^15 + x^14 + 22
1667,	x^15 + x^14 + 4
1669,	x^15 + x^14 + 13
1693,	x^15 + x^14 + 62
1697,	x^15 + x^14 + 12
1699,	x^15 + x^14 + 37
1709,	x^15 + x^14 + 14
1721,	x^15 + x^14 + 66
1723,	x^15 + x^14 + 21
1733,	x^15 + x^14 + 38
1741,	x^15 + x^14 + 63
1747,	x^15 + x^14 + 25
1753,	x^15 + x^14 + 86
1759,	x^15 + x^14 + 34
1777,	x^15 + x^14 + 10
1783,	x^15 + x^14 + 56
1787,	x^15 + x^14 + 51
1789,	x^15 + x^14 + 56
1801,	x^15 + x^14 + 124
1811,	x^15 + x^14 + 21
1823,	x^15 + x^14 + 9
1831,	x^15 + x^14 + 165
1847,	x^15 + x^14 + 2
1861,	x^15 + x^14 + 6
1867,	x^15 + x^14 + 38
1871,	x^15 + x^14 + 15
1873,	x^15 + x^14 + 130
1877,	x^15 + x^14 + 11
1879,	x^15 + x^14 + 4
1889,	x^15 + x^14 + 3
1901,	x^15 + x^14 + 37
1907,	x^15 + x^14 + 28
1913,	x^15 + x^14 + 19
1931,	x^15 + x^14 + 75
1933,	x^15 + x^14 + 19
1949,	x^15 + x^14 + 11
1951,	x^15 + x^14 + 106
1973,	x^15 + x^14 + 50
1979,	x^15 + x^14 + 52
1987,	x^15 + x^14 + 26
1993,	x^15 + x^14 + 20
1997,	x^15 + x^14 + 34
1999,	x^15 + x^14 + 42
2003,	x^15 + x^14 + 62
2011,	x^15 + x^14 + 56
2017,	x^15 + x^14 + 19
2027,	x^15 + x^14 + 124
2029,	x^15 + x^14 + 17
2039,	x^15 + x^14 + 16
2053,	x^15 + x^14 + 59
2063,	x^15 + x^14 + 58
2069,	x^15 + x^14 + 33
2081,	x^15 + x^14 + 150
2083,	x^15 + x^14 + 164
2087,	x^15 + x^14 + 6
2089,	x^15 + x^14 + 93
2099,	x^15 + x^14 + 9
2111,	x^15 + x^14 + 45
2113,	x^15 + x^14 + 45
2129,	x^15 + x^14 + 22
2131,	x^15 + x^14 + 79
2137,	x^15 + x^14 + 210
2141,	x^15 + x^14 + 28
2143,	x^15 + x^14 + 35
2153,	x^15 + x^14 + 43
2161,	x^15 + x^14 + 177
2179,	x^15 + x^14 + 43
2203,	x^15 + x^14 + 42
2207,	x^15 + x^14 + 44
2213,	x^15 + x^14 + 17
2221,	x^15 + x^14 + 85
2237,	x^15 + x^14 + 30
2239,	x^15 + x^14 + 2
2243,	x^15 + x^14 + 33
2251,	x^15 + x^14 + 39
2267,	x^15 + x^14 + 88
2269,	x^15 + x^14 + 18
2273,	x^15 + x^14 + 59
2281,	x^15 + x^14 + 14
2287,	x^15 + x^14 + 79
2293,	x^15 + x^14 + 41
2297,	x^15 + x^14 + 20
2309,	x^15 + x^14 + 15
2311,	x^15 + x^14 + 16
2333,	x^15 + x^14 + 71
2339,	x^15 + x^14 + 52
2341,	x^15 + x^14 + 226
2347,	x^15 + x^14 + 47
2351,	x^15 + x^14 + 5
2357,	x^15 + x^14 + 8
2371,	x^15 + x^14 + 77
2377,	x^15 + x^14 + 13
2381,	x^15 + x^14 + 15
2383,	x^15 + x^14 + 30
2389,	x^15 + x^14 + 104
2393,	x^15 + x^14 + 67
2399,	x^15 + x^14 + 16
2411,	x^15 + x^14 + 9
2417,	x^15 + x^14 + 6
2423,	x^15 + x^14 + 97
2437,	x^15 + x^14 + 2
2441,	x^15 + x^14 + 172
2447,	x^15 + x^14 + 13
2459,	x^15 + x^14 + 4
2467,	x^15 + x^14 + 7
2473,	x^15 + x^14 + 133
2477,	x^15 + x^14 + 149
2503,	x^15 + x^14 + 4
2521,	x^15 + x^14 + 22
2531,	x^15 + x^14 + 51
2539,	x^15 + x^14 + 24
2543,	x^15 + x^14 + 16
2549,	x^15 + x^14 + 77
2551,	x^15 + x^14 + 164
2557,	x^15 + x^14 + 47
2579,	x^15 + x^14 + 25
2591,	x^15 + x^14 + 46
2593,	x^15 + x^14 + 112
2609,	x^15 + x^14 + 12
2617,	x^15 + x^14 + 28
2621,	x^15 + x^14 + 31
2633,	x^15 + x^14 + 37
2647,	x^15 + x^14 + 72
2657,	x^15 + x^14 + 31
2659,	x^15 + x^14 + 26
2663,	x^15 + x^14 + 14
2671,	x^15 + x^14 + 45
2677,	x^15 + x^14 + 7
2683,	x^15 + x^14 + 4
2687,	x^15 + x^14 + 7
2689,	x^15 + x^14 + 103
2693,	x^15 + x^14 + 5
2699,	x^15 + x^14 + 61
2707,	x^15 + x^14 + 58
2711,	x^15 + x^14 + 59
2713,	x^15 + x^14 + 10
2719,	x^15 + x^14 + 99
2729,	x^15 + x^14 + 95
2731,	x^15 + x^14 + 80
2741,	x^15 + x^14 + 27
2749,	x^15 + x^14 + 72
2753,	x^15 + x^14 + 93
2767,	x^15 + x^14 + 135
2777,	x^15 + x^14 + 90
2789,	x^15 + x^14 + 7
2791,	x^15 + x^14 + 72
2797,	x^15 + x^14 + 62
2801,	x^15 + x^14 + 99
2803,	x^15 + x^14 + 82
2819,	x^15 + x^14 + 12
2833,	x^15 + x^14 + 90
2837,	x^15 + x^14 + 62
2843,	x^15 + x^14 + 76
2851,	x^15 + x^14 + 100
2857,	x^15 + x^14 + 23
2861,	x^15 + x^14 + 40
2879,	x^15 + x^14 + 5
2887,	x^15 + x^14 + 63
2897,	x^15 + x^14 + 7
2903,	x^15 + x^14 + 22
2909,	x^15 + x^14 + 37
2917,	x^15 + x^14 + 157
2927,	x^15 + x^14 + 16
2939,	x^15 + x^14 + 7
2953,	x^15 + x^14 + 42
2957,	x^15 + x^14 + 47
2963,	x^15 + x^14 + 3
2969,	x^15 + x^14 + 27
2971,	x^15 + x^14 + 31
2999,	x^15 + x^14 + 5
3001,	x^15 + x^14 + 39
3011,	x^15 + x^14 + 15
3019,	x^15 + x^14 + 30
3023,	x^15 + x^14 + 8
3037,	x^15 + x^14 + 28
3041,	x^15 + x^14 + 35
3049,	x^15 + x^14 + 39
3061,	x^15 + x^14 + 197
3067,	x^15 + x^14 + 37
3079,	x^15 + x^14 + 20
3083,	x^15 + x^14 + 41
3089,	x^15 + x^14 + 15
3109,	x^15 + x^14 + 46
3119,	x^15 + x^14 + 5
3121,	x^15 + x^14 + 35
3137,	x^15 + x^14 + 24
3163,	x^15 + x^14 + 9
3167,	x^15 + x^14 + 8
3169,	x^15 + x^14 + 63
3181,	x^15 + x^14 + 101
3187,	x^15 + x^14 + 76
3191,	x^15 + x^14 + 25
3203,	x^15 + x^14 + 12
3209,	x^15 + x^14 + 59
3217,	x^15 + x^14 + 69
3221,	x^15 + x^14 + 50
3229,	x^15 + x^14 + 44
3251,	x^15 + x^14 + 7
3253,	x^15 + x^14 + 33
3257,	x^15 + x^14 + 80
3259,	x^15 + x^14 + 70
3271,	x^15 + x^14 + 324
3299,	x^15 + x^14 + 12
3301,	x^15 + x^14 + 43
3307,	x^15 + x^14 + 81
3313,	x^15 + x^14 + 83
3319,	x^15 + x^14 + 44
3323,	x^15 + x^14 + 21
3329,	x^15 + x^14 + 12
3331,	x^15 + x^14 + 96
3343,	x^15 + x^14 + 31
3347,	x^15 + x^14 + 47
3359,	x^15 + x^14 + 70
3361,	x^15 + x^14 + 22
3371,	x^15 + x^14 + 34
3373,	x^15 + x^14 + 5
3389,	x^15 + x^14 + 163
3391,	x^15 + x^14 + 7
3407,	x^15 + x^14 + 25
3413,	x^15 + x^14 + 27
3433,	x^15 + x^14 + 161
3449,	x^15 + x^14 + 3
3457,	x^15 + x^14 + 21
3461,	x^15 + x^14 + 18
3463,	x^15 + x^14 + 36
3467,	x^15 + x^14 + 3
3469,	x^15 + x^14 + 102
3491,	x^15 + x^14 + 4
3499,	x^15 + x^14 + 51
3511,	x^15 + x^14 + 22
3517,	x^15 + x^14 + 15
3527,	x^15 + x^14 + 34
3529,	x^15 + x^14 + 17
3533,	x^15 + x^14 + 17
3539,	x^15 + x^14 + 5
3541,	x^15 + x^14 + 38
3547,	x^15 + x^14 + 16
3557,	x^15 + x^14 + 73
3559,	x^15 + x^14 + 4
3571,	x^15 + x^14 + 24
3581,	x^15 + x^14 + 13
3583,	x^15 + x^14 + 83
3593,	x^15 + x^14 + 20
3607,	x^15 + x^14 + 30
3613,	x^15 + x^14 + 106
3617,	x^15 + x^14 + 14
3623,	x^15 + x^14 + 17
3631,	x^15 + x^14 + 140
3637,	x^15 + x^14 + 14
3643,	x^15 + x^14 + 15
3659,	x^15 + x^14 + 7
3671,	x^15 + x^14 + 6
3673,	x^15 + x^14 + 10
3677,	x^15 + x^14 + 45
3691,	x^15 + x^14 + 126
3697,	x^15 + x^14 + 55
3701,	x^15 + x^14 + 31
3709,	x^15 + x^14 + 54
3719,	x^15 + x^14 + 12
3727,	x^15 + x^14 + 60
3733,	x^15 + x^14 + 53
3739,	x^15 + x^14 + 345
3761,	x^15 + x^14 + 301
3767,	x^15 + x^14 + 4
3769,	x^15 + x^14 + 70
3779,	x^15 + x^14 + 3
3793,	x^15 + x^14 + 5
3797,	x^15 + x^14 + 8
3803,	x^15 + x^14 + 35
3821,	x^15 + x^14 + 7
3823,	x^15 + x^14 + 21
3833,	x^15 + x^14 + 26
3847,	x^15 + x^14 + 139
3851,	x^15 + x^14 + 23
3853,	x^15 + x^14 + 52
3863,	x^15 + x^14 + 3
3877,	x^15 + x^14 + 18
3881,	x^15 + x^14 + 15
3889,	x^15 + x^14 + 38
3907,	x^15 + x^14 + 6
3911,	x^15 + x^14 + 45
3917,	x^15 + x^14 + 29
3919,	x^15 + x^14 + 4
3923,	x^15 + x^14 + 12
3929,	x^15 + x^14 + 48
3931,	x^15 + x^14 + 92
3943,	x^15 + x^14 + 149
3947,	x^15 + x^14 + 43
3967,	x^15 + x^14 + 44
3989,	x^15 + x^14 + 72
4001,	x^15 + x^14 + 78
4003,	x^15 + x^14 + 44
4007,	x^15 + x^14 + 8
4013,	x^15 + x^14 + 18
4019,	x^15 + x^14 + 110
4021,	x^15 + x^14 + 2
4027,	x^15 + x^14 + 19
4049,	x^15 + x^14 + 130
4051,	x^15 + x^14 + 24
4057,	x^15 + x^14 + 31
4073,	x^15 + x^14 + 129
4079,	x^15 + x^14 + 13
4091,	x^15 + x^14 + 9
4093,	x^15 + x^14 + 19
4099,	x^15 + x^14 + 214
4111,	x^15 + x^14 + 16
4127,	x^15 + x^14 + 25
4129,	x^15 + x^14 + 37
4133,	x^15 + x^14 + 45
4139,	x^15 + x^14 + 5
4153,	x^15 + x^14 + 40
4157,	x^15 + x^14 + 5
4159,	x^15 + x^14 + 2
4177,	x^15 + x^14 + 7
4201,	x^15 + x^14 + 109
4211,	x^15 + x^14 + 81
4217,	x^15 + x^14 + 28
4219,	x^15 + x^14 + 182
4229,	x^15 + x^14 + 26
4231,	x^15 + x^14 + 9
4241,	x^15 + x^14 + 6
4243,	x^15 + x^14 + 73
4253,	x^15 + x^14 + 102
4259,	x^15 + x^14 + 11
4261,	x^15 + x^14 + 21
4271,	x^15 + x^14 + 40
4273,	x^15 + x^14 + 158
4283,	x^15 + x^14 + 30
4289,	x^15 + x^14 + 43
4297,	x^15 + x^14 + 5
4327,	x^15 + x^14 + 4
4337,	x^15 + x^14 + 70
4339,	x^15 + x^14 + 121
4349,	x^15 + x^14 + 52
4357,	x^15 + x^14 + 2
4363,	x^15 + x^14 + 59
4373,	x^15 + x^14 + 147
4391,	x^15 + x^14 + 26
4397,	x^15 + x^14 + 12
4409,	x^15 + x^14 + 63
4421,	x^15 + x^14 + 50
4423,	x^15 + x^14 + 13
4441,	x^15 + x^14 + 57
4447,	x^15 + x^14 + 100
4451,	x^15 + x^14 + 9
4457,	x^15 + x^14 + 5
4463,	x^15 + x^14 + 11
4481,	x^15 + x^14 + 24
4483,	x^15 + x^14 + 4
4493,	x^15 + x^14 + 17
4507,	x^15 + x^14 + 38
4513,	x^15 + x^14 + 7
4517,	x^15 + x^14 + 5
4519,	x^15 + x^14 + 9
4523,	x^15 + x^14 + 56
4547,	x^15 + x^14 + 31
4549,	x^15 + x^14 + 59
4561,	x^15 + x^14 + 11
4567,	x^15 + x^14 + 95
4583,	x^15 + x^14 + 24
4591,	x^15 + x^14 + 43
4597,	x^15 + x^14 + 92
4603,	x^15 + x^14 + 185
4621,	x^15 + x^14 + 72
4637,	x^15 + x^14 + 28
4639,	x^15 + x^14 + 55
4643,	x^15 + x^14 + 90
4649,	x^15 + x^14 + 15
4651,	x^15 + x^14 + 37
4657,	x^15 + x^14 + 29
4663,	x^15 + x^14 + 23
4673,	x^15 + x^14 + 133
4679,	x^15 + x^14 + 51
4691,	x^15 + x^14 + 17
4703,	x^15 + x^14 + 7
4721,	x^15 + x^14 + 13
4723,	x^15 + x^14 + 130
4729,	x^15 + x^14 + 217
4733,	x^15 + x^14 + 124
4751,	x^15 + x^14 + 12
4759,	x^15 + x^14 + 61
4783,	x^15 + x^14 + 77
4787,	x^15 + x^14 + 47
4789,	x^15 + x^14 + 56
4793,	x^15 + x^14 + 51
4799,	x^15 + x^14 + 82
4801,	x^15 + x^14 + 115
4813,	x^15 + x^14 + 6
4817,	x^15 + x^14 + 24
4831,	x^15 + x^14 + 144
4861,	x^15 + x^14 + 102
4871,	x^15 + x^14 + 7
4877,	x^15 + x^14 + 43
4889,	x^15 + x^14 + 31
4903,	x^15 + x^14 + 18
4909,	x^15 + x^14 + 117
4919,	x^15 + x^14 + 3
4931,	x^15 + x^14 + 22
4933,	x^15 + x^14 + 32
4937,	x^15 + x^14 + 82
4943,	x^15 + x^14 + 24
4951,	x^15 + x^14 + 2
4957,	x^15 + x^14 + 97
4967,	x^15 + x^14 + 37
4969,	x^15 + x^14 + 211
4973,	x^15 + x^14 + 7
4987,	x^15 + x^14 + 109
4993,	x^15 + x^14 + 37
4999,	x^15 + x^14 + 149
5003,	x^15 + x^14 + 16
5009,	x^15 + x^14 + 15
5011,	x^15 + x^14 + 39
5021,	x^15 + x^14 + 18
5023,	x^15 + x^14 + 4
5039,	x^15 + x^14 + 2
5051,	x^15 + x^14 + 9
5059,	x^15 + x^14 + 20
5077,	x^15 + x^14 + 101
5081,	x^15 + x^14 + 7
5087,	x^15 + x^14 + 2
5099,	x^15 + x^14 + 15
5101,	x^15 + x^14 + 197
5107,	x^15 + x^14 + 136
5113,	x^15 + x^14 + 239
5119,	x^15 + x^14 + 67
5147,	x^15 + x^14 + 52
5153,	x^15 + x^14 + 35
5167,	x^15 + x^14 + 165
5171,	x^15 + x^14 + 105
5179,	x^15 + x^14 + 144
5189,	x^15 + x^14 + 325
5197,	x^15 + x^14 + 145
5209,	x^15 + x^14 + 154
5227,	x^15 + x^14 + 41
5231,	x^15 + x^14 + 24
5233,	x^15 + x^14 + 10
5237,	x^15 + x^14 + 27
5261,	x^15 + x^14 + 57
5273,	x^15 + x^14 + 19
5279,	x^15 + x^14 + 43
5281,	x^15 + x^14 + 19
5297,	x^15 + x^14 + 34
5303,	x^15 + x^14 + 58
5309,	x^15 + x^14 + 27
5323,	x^15 + x^14 + 138
5333,	x^15 + x^14 + 75
5347,	x^15 + x^14 + 79
5351,	x^15 + x^14 + 14
5381,	x^15 + x^14 + 217
5387,	x^15 + x^14 + 41
5393,	x^15 + x^14 + 7
5399,	x^15 + x^14 + 6
5407,	x^15 + x^14 + 57
5413,	x^15 + x^14 + 115
5417,	x^15 + x^14 + 31
5419,	x^15 + x^14 + 23
5431,	x^15 + x^14 + 5
5437,	x^15 + x^14 + 82
5441,	x^15 + x^14 + 220
5443,	x^15 + x^14 + 248
5449,	x^15 + x^14 + 83
5471,	x^15 + x^14 + 95
5477,	x^15 + x^14 + 163
5479,	x^15 + x^14 + 197
5483,	x^15 + x^14 + 37
5501,	x^15 + x^14 + 12
5503,	x^15 + x^14 + 122
5507,	x^15 + x^14 + 16
5519,	x^15 + x^14 + 18
5521,	x^15 + x^14 + 103
5527,	x^15 + x^14 + 4
5531,	x^15 + x^14 + 283
5557,	x^15 + x^14 + 20
5563,	x^15 + x^14 + 117
5569,	x^15 + x^14 + 38
5573,	x^15 + x^14 + 43
5581,	x^15 + x^14 + 61
5591,	x^15 + x^14 + 20
5623,	x^15 + x^14 + 71
5639,	x^15 + x^14 + 6
5641,	x^15 + x^14 + 111
5647,	x^15 + x^14 + 28
5651,	x^15 + x^14 + 46
5653,	x^15 + x^14 + 80
5657,	x^15 + x^14 + 27
5659,	x^15 + x^14 + 41
5669,	x^15 + x^14 + 40
5683,	x^15 + x^14 + 28
5689,	x^15 + x^14 + 35
5693,	x^15 + x^14 + 12
5701,	x^15 + x^14 + 10
5711,	x^15 + x^14 + 7
5717,	x^15 + x^14 + 27
5737,	x^15 + x^14 + 40
5741,	x^15 + x^14 + 240
5743,	x^15 + x^14 + 29
5749,	x^15 + x^14 + 24
5779,	x^15 + x^14 + 37
5783,	x^15 + x^14 + 3
5791,	x^15 + x^14 + 121
5801,	x^15 + x^14 + 46
5807,	x^15 + x^14 + 4
5813,	x^15 + x^14 + 7
5821,	x^15 + x^14 + 18
5827,	x^15 + x^14 + 16
5839,	x^15 + x^14 + 4
5843,	x^15 + x^14 + 4
5849,	x^15 + x^14 + 21
5851,	x^15 + x^14 + 5
5857,	x^15 + x^14 + 215
5861,	x^15 + x^14 + 22
5867,	x^15 + x^14 + 36
5869,	x^15 + x^14 + 2
5879,	x^15 + x^14 + 25
5881,	x^15 + x^14 + 110
5897,	x^15 + x^14 + 85
5903,	x^15 + x^14 + 12
5923,	x^15 + x^14 + 43
5927,	x^15 + x^14 + 7
5939,	x^15 + x^14 + 4
5953,	x^15 + x^14 + 17
5981,	x^15 + x^14 + 72
5987,	x^15 + x^14 + 12
6007,	x^15 + x^14 + 51
6011,	x^15 + x^14 + 7
6029,	x^15 + x^14 + 37
6037,	x^15 + x^14 + 13
6043,	x^15 + x^14 + 223
6047,	x^15 + x^14 + 14
6053,	x^15 + x^14 + 55
6067,	x^15 + x^14 + 6
6073,	x^15 + x^14 + 39
6079,	x^15 + x^14 + 7
6089,	x^15 + x^14 + 15
6091,	x^15 + x^14 + 26
6101,	x^15 + x^14 + 40
6113,	x^15 + x^14 + 124
6121,	x^15 + x^14 + 106
6131,	x^15 + x^14 + 7
6133,	x^15 + x^14 + 20
6143,	x^15 + x^14 + 24
6151,	x^15 + x^14 + 7
6163,	x^15 + x^14 + 161
6173,	x^15 + x^14 + 8
6197,	x^15 + x^14 + 8
6199,	x^15 + x^14 + 51
6203,	x^15 + x^14 + 51
6211,	x^15 + x^14 + 56
6217,	x^15 + x^14 + 94
6221,	x^15 + x^14 + 43
6229,	x^15 + x^14 + 13
6247,	x^15 + x^14 + 87
6257,	x^15 + x^14 + 62
6263,	x^15 + x^14 + 27
6269,	x^15 + x^14 + 93
6271,	x^15 + x^14 + 93
6277,	x^15 + x^14 + 52
6287,	x^15 + x^14 + 32
6299,	x^15 + x^14 + 16
6301,	x^15 + x^14 + 69
6311,	x^15 + x^14 + 16
6317,	x^15 + x^14 + 31
6323,	x^15 + x^14 + 19
6329,	x^15 + x^14 + 165
6337,	x^15 + x^14 + 250
6343,	x^15 + x^14 + 42
6353,	x^15 + x^14 + 31
6359,	x^15 + x^14 + 54
6361,	x^15 + x^14 + 164
