p,	poly
3049,	x^14 + x^13 + 11
3061,	x^14 + x^13 + 13
3067,	x^14 + x^13 + 112
3079,	x^14 + x^13 + 179
3083,	x^14 + x^13 + 18
3089,	x^14 + x^13 + 75
3109,	x^14 + x^13 + 19
3119,	x^14 + x^13 + 105
3121,	x^14 + x^13 + 284
3137,	x^14 + x^13 + 40
3163,	x^14 + x^13 + 149
3167,	x^14 + x^13 + 68
3169,	x^14 + x^13 + 152
3181,	x^14 + x^13 + 33
3187,	x^14 + x^13 + 139
3191,	x^14 + x^13 + 154
3203,	x^14 + x^13 + 18
3209,	x^14 + x^13 + 12
3217,	x^14 + x^13 + 60
3221,	x^14 + x^13 + 160
3229,	x^14 + x^13 + 133
3251,	x^14 + x^13 + 161
3253,	x^14 + x^13 + 7
3257,	x^14 + x^13 + 84
3259,	x^14 + x^13 + 162
3271,	x^14 + x^13 + 31
3299,	x^14 + x^13 + 18
3301,	x^14 + x^13 + 187
3307,	x^14 + x^13 + 52
3313,	x^14 + x^13 + 11
3319,	x^14 + x^13 + 233
3323,	x^14 + x^13 + 18
3329,	x^14 + x^13 + 78
3331,	x^14 + x^13 + 40
3343,	x^14 + x^13 + 104
3347,	x^14 + x^13 + 13
3359,	x^14 + x^13 + 13
3361,	x^14 + x^13 + 197
3371,	x^14 + x^13 + 6
3373,	x^14 + x^13 + 15
3389,	x^14 + x^13 + 262
3391,	x^14 + x^13 + 146
3407,	x^14 + x^13 + 138
3413,	x^14 + x^13 + 198
3433,	x^14 + x^13 + 91
3449,	x^14 + x^13 + 39
3457,	x^14 + x^13 + 45
3461,	x^14 + x^13 + 10
3463,	x^14 + x^13 + 6
3467,	x^14 + x^13 + 72
3469,	x^14 + x^13 + 32
3491,	x^14 + x^13 + 31
3499,	x^14 + x^13 + 60
3511,	x^14 + x^13 + 62
3517,	x^14 + x^13 + 21
3527,	x^14 + x^13 + 59
3529,	x^14 + x^13 + 37
3533,	x^14 + x^13 + 48
3539,	x^14 + x^13 + 26
3541,	x^14 + x^13 + 94
3547,	x^14 + x^13 + 30
3557,	x^14 + x^13 + 35
3559,	x^14 + x^13 + 42
3571,	x^14 + x^13 + 58
3581,	x^14 + x^13 + 65
3583,	x^14 + x^13 + 123
3593,	x^14 + x^13 + 88
3607,	x^14 + x^13 + 112
3613,	x^14 + x^13 + 5
3617,	x^14 + x^13 + 14
3623,	x^14 + x^13 + 66
3631,	x^14 + x^13 + 37
3637,	x^14 + x^13 + 190
3643,	x^14 + x^13 + 43
3659,	x^14 + x^13 + 50
3671,	x^14 + x^13 + 52
3673,	x^14 + x^13 + 63
3677,	x^14 + x^13 + 41
3691,	x^14 + x^13 + 53
3697,	x^14 + x^13 + 253
3701,	x^14 + x^13 + 17
3709,	x^14 + x^13 + 150
3719,	x^14 + x^13 + 151
3727,	x^14 + x^13 + 10
3733,	x^14 + x^13 + 187
3739,	x^14 + x^13 + 208
3761,	x^14 + x^13 + 3
3767,	x^14 + x^13 + 66
3769,	x^14 + x^13 + 56
3779,	x^14 + x^13 + 43
3793,	x^14 + x^13 + 74
3797,	x^14 + x^13 + 8
3803,	x^14 + x^13 + 20
3821,	x^14 + x^13 + 15
3823,	x^14 + x^13 + 3
3833,	x^14 + x^13 + 76
3847,	x^14 + x^13 + 28
3851,	x^14 + x^13 + 200
3853,	x^14 + x^13 + 20
3863,	x^14 + x^13 + 31
3877,	x^14 + x^13 + 109
3881,	x^14 + x^13 + 17
3889,	x^14 + x^13 + 57
3907,	x^14 + x^13 + 42
3911,	x^14 + x^13 + 134
3917,	x^14 + x^13 + 158
3919,	x^14 + x^13 + 213
3923,	x^14 + x^13 + 14
3929,	x^14 + x^13 + 67
3931,	x^14 + x^13 + 2
3943,	x^14 + x^13 + 5
3947,	x^14 + x^13 + 14
3967,	x^14 + x^13 + 177
3989,	x^14 + x^13 + 18
4001,	x^14 + x^13 + 17
4003,	x^14 + x^13 + 34
4007,	x^14 + x^13 + 82
4013,	x^14 + x^13 + 38
4019,	x^14 + x^13 + 21
4021,	x^14 + x^13 + 18
4027,	x^14 + x^13 + 48
4049,	x^14 + x^13 + 19
4051,	x^14 + x^13 + 84
4057,	x^14 + x^13 + 372
4073,	x^14 + x^13 + 34
4079,	x^14 + x^13 + 47
4091,	x^14 + x^13 + 22
4093,	x^14 + x^13 + 2
4099,	x^14 + x^13 + 26
4111,	x^14 + x^13 + 76
4127,	x^14 + x^13 + 21
4129,	x^14 + x^13 + 139
4133,	x^14 + x^13 + 18
4139,	x^14 + x^13 + 34
4153,	x^14 + x^13 + 70
4157,	x^14 + x^13 + 18
4159,	x^14 + x^13 + 155
4177,	x^14 + x^13 + 7
4201,	x^14 + x^13 + 214
4211,	x^14 + x^13 + 91
4217,	x^14 + x^13 + 5
4219,	x^14 + x^13 + 17
4229,	x^14 + x^13 + 48
4231,	x^14 + x^13 + 102
4241,	x^14 + x^13 + 39
4243,	x^14 + x^13 + 22
4253,	x^14 + x^13 + 37
4259,	x^14 + x^13 + 79
4261,	x^14 + x^13 + 21
4271,	x^14 + x^13 + 14
4273,	x^14 + x^13 + 17
4283,	x^14 + x^13 + 32
4289,	x^14 + x^13 + 19
4297,	x^14 + x^13 + 7
4327,	x^14 + x^13 + 147
4337,	x^14 + x^13 + 66
4339,	x^14 + x^13 + 61
4349,	x^14 + x^13 + 12
4357,	x^14 + x^13 + 50
4363,	x^14 + x^13 + 2
4373,	x^14 + x^13 + 109
4391,	x^14 + x^13 + 63
4397,	x^14 + x^13 + 39
4409,	x^14 + x^13 + 54
4421,	x^14 + x^13 + 41
4423,	x^14 + x^13 + 48
4441,	x^14 + x^13 + 107
4447,	x^14 + x^13 + 7
4451,	x^14 + x^13 + 52
4457,	x^14 + x^13 + 53
4463,	x^14 + x^13 + 41
4481,	x^14 + x^13 + 59
4483,	x^14 + x^13 + 35
4493,	x^14 + x^13 + 31
4507,	x^14 + x^13 + 32
4513,	x^14 + x^13 + 46
4517,	x^14 + x^13 + 30
4519,	x^14 + x^13 + 7
4523,	x^14 + x^13 + 96
4547,	x^14 + x^13 + 94
4549,	x^14 + x^13 + 17
4561,	x^14 + x^13 + 11
4567,	x^14 + x^13 + 43
4583,	x^14 + x^13 + 61
4591,	x^14 + x^13 + 147
4597,	x^14 + x^13 + 155
4603,	x^14 + x^13 + 32
4621,	x^14 + x^13 + 191
4637,	x^14 + x^13 + 2
4639,	x^14 + x^13 + 42
4643,	x^14 + x^13 + 99
4649,	x^14 + x^13 + 142
4651,	x^14 + x^13 + 50
4657,	x^14 + x^13 + 15
4663,	x^14 + x^13 + 142
4673,	x^14 + x^13 + 125
4679,	x^14 + x^13 + 29
4691,	x^14 + x^13 + 44
4703,	x^14 + x^13 + 60
4721,	x^14 + x^13 + 24
4723,	x^14 + x^13 + 128
4729,	x^14 + x^13 + 47
4733,	x^14 + x^13 + 19
4751,	x^14 + x^13 + 133
4759,	x^14 + x^13 + 42
4783,	x^14 + x^13 + 112
4787,	x^14 + x^13 + 96
4789,	x^14 + x^13 + 142
4793,	x^14 + x^13 + 27
4799,	x^14 + x^13 + 38
4801,	x^14 + x^13 + 85
4813,	x^14 + x^13 + 5
4817,	x^14 + x^13 + 5
4831,	x^14 + x^13 + 26
4861,	x^14 + x^13 + 102
4871,	x^14 + x^13 + 73
4877,	x^14 + x^13 + 5
4889,	x^14 + x^13 + 30
4903,	x^14 + x^13 + 20
4909,	x^14 + x^13 + 13
4919,	x^14 + x^13 + 34
4931,	x^14 + x^13 + 11
4933,	x^14 + x^13 + 17
4937,	x^14 + x^13 + 53
4943,	x^14 + x^13 + 40
4951,	x^14 + x^13 + 76
4957,	x^14 + x^13 + 38
4967,	x^14 + x^13 + 21
4969,	x^14 + x^13 + 142
4973,	x^14 + x^13 + 50
4987,	x^14 + x^13 + 2
4993,	x^14 + x^13 + 11
4999,	x^14 + x^13 + 111
5003,	x^14 + x^13 + 5
5009,	x^14 + x^13 + 96
5011,	x^14 + x^13 + 2
5021,	x^14 + x^13 + 22
5023,	x^14 + x^13 + 54
5039,	x^14 + x^13 + 110
5051,	x^14 + x^13 + 34
5059,	x^14 + x^13 + 33
5077,	x^14 + x^13 + 6
5081,	x^14 + x^13 + 122
5087,	x^14 + x^13 + 29
5099,	x^14 + x^13 + 18
5101,	x^14 + x^13 + 120
5107,	x^14 + x^13 + 57
5113,	x^14 + x^13 + 19
5119,	x^14 + x^13 + 7
5147,	x^14 + x^13 + 65
5153,	x^14 + x^13 + 67
5167,	x^14 + x^13 + 51
5171,	x^14 + x^13 + 155
5179,	x^14 + x^13 + 60
5189,	x^14 + x^13 + 34
5197,	x^14 + x^13 + 37
5209,	x^14 + x^13 + 71
5227,	x^14 + x^13 + 34
5231,	x^14 + x^13 + 7
5233,	x^14 + x^13 + 13
5237,	x^14 + x^13 + 34
5261,	x^14 + x^13 + 3
5273,	x^14 + x^13 + 55
5279,	x^14 + x^13 + 101
5281,	x^14 + x^13 + 181
5297,	x^14 + x^13 + 37
5303,	x^14 + x^13 + 40
5309,	x^14 + x^13 + 50
5323,	x^14 + x^13 + 41
5333,	x^14 + x^13 + 248
5347,	x^14 + x^13 + 47
5351,	x^14 + x^13 + 11
5381,	x^14 + x^13 + 42
5387,	x^14 + x^13 + 55
5393,	x^14 + x^13 + 104
5399,	x^14 + x^13 + 82
5407,	x^14 + x^13 + 38
5413,	x^14 + x^13 + 20
5417,	x^14 + x^13 + 14
5419,	x^14 + x^13 + 60
5431,	x^14 + x^13 + 12
5437,	x^14 + x^13 + 29
5441,	x^14 + x^13 + 96
5443,	x^14 + x^13 + 3
5449,	x^14 + x^13 + 35
5471,	x^14 + x^13 + 70
5477,	x^14 + x^13 + 7
5479,	x^14 + x^13 + 11
5483,	x^14 + x^13 + 32
5501,	x^14 + x^13 + 10
5503,	x^14 + x^13 + 178
5507,	x^14 + x^13 + 85
5519,	x^14 + x^13 + 37
5521,	x^14 + x^13 + 42
5527,	x^14 + x^13 + 67
5531,	x^14 + x^13 + 13
5557,	x^14 + x^13 + 45
5563,	x^14 + x^13 + 2
5569,	x^14 + x^13 + 47
5573,	x^14 + x^13 + 48
5581,	x^14 + x^13 + 101
5591,	x^14 + x^13 + 69
5623,	x^14 + x^13 + 108
5639,	x^14 + x^13 + 83
5641,	x^14 + x^13 + 194
5647,	x^14 + x^13 + 46
5651,	x^14 + x^13 + 8
5653,	x^14 + x^13 + 43
5657,	x^14 + x^13 + 10
5659,	x^14 + x^13 + 89
5669,	x^14 + x^13 + 3
5683,	x^14 + x^13 + 78
5689,	x^14 + x^13 + 22
5693,	x^14 + x^13 + 20
5701,	x^14 + x^13 + 2
5711,	x^14 + x^13 + 76
5717,	x^14 + x^13 + 147
5737,	x^14 + x^13 + 5
5741,	x^14 + x^13 + 91
5743,	x^14 + x^13 + 41
5749,	x^14 + x^13 + 30
5779,	x^14 + x^13 + 50
5783,	x^14 + x^13 + 10
5791,	x^14 + x^13 + 97
5801,	x^14 + x^13 + 63
5807,	x^14 + x^13 + 159
5813,	x^14 + x^13 + 12
5821,	x^14 + x^13 + 200
5827,	x^14 + x^13 + 3
5839,	x^14 + x^13 + 476
5843,	x^14 + x^13 + 56
5849,	x^14 + x^13 + 12
5851,	x^14 + x^13 + 310
5857,	x^14 + x^13 + 77
5861,	x^14 + x^13 + 115
5867,	x^14 + x^13 + 28
5869,	x^14 + x^13 + 29
5879,	x^14 + x^13 + 110
5881,	x^14 + x^13 + 52
5897,	x^14 + x^13 + 5
5903,	x^14 + x^13 + 112
5923,	x^14 + x^13 + 11
5927,	x^14 + x^13 + 22
5939,	x^14 + x^13 + 90
5953,	x^14 + x^13 + 43
5981,	x^14 + x^13 + 199
5987,	x^14 + x^13 + 2
6007,	x^14 + x^13 + 6
6011,	x^14 + x^13 + 14
6029,	x^14 + x^13 + 3
6037,	x^14 + x^13 + 37
6043,	x^14 + x^13 + 30
6047,	x^14 + x^13 + 40
6053,	x^14 + x^13 + 43
6067,	x^14 + x^13 + 114
6073,	x^14 + x^13 + 133
6079,	x^14 + x^13 + 33
6089,	x^14 + x^13 + 26
6091,	x^14 + x^13 + 112
6101,	x^14 + x^13 + 8
6113,	x^14 + x^13 + 44
6121,	x^14 + x^13 + 29
6131,	x^14 + x^13 + 61
6133,	x^14 + x^13 + 20
6143,	x^14 + x^13 + 41
6151,	x^14 + x^13 + 24
6163,	x^14 + x^13 + 124
6173,	x^14 + x^13 + 63
6197,	x^14 + x^13 + 83
6199,	x^14 + x^13 + 148
6203,	x^14 + x^13 + 70
6211,	x^14 + x^13 + 39
6217,	x^14 + x^13 + 34
6221,	x^14 + x^13 + 28
6229,	x^14 + x^13 + 7
6247,	x^14 + x^13 + 237
6257,	x^14 + x^13 + 20
6263,	x^14 + x^13 + 73
6269,	x^14 + x^13 + 128
6271,	x^14 + x^13 + 19
6277,	x^14 + x^13 + 6
6287,	x^14 + x^13 + 79
6299,	x^14 + x^13 + 38
6301,	x^14 + x^13 + 70
6311,	x^14 + x^13 + 21
6317,	x^14 + x^13 + 27
6323,	x^14 + x^13 + 15
6329,	x^14 + x^13 + 41
6337,	x^14 + x^13 + 70
6343,	x^14 + x^13 + 20
6353,	x^14 + x^13 + 5
6359,	x^14 + x^13 + 116
6361,	x^14 + x^13 + 97
