q, p, r, n, CN, PCN, gens
31, 31, 1, 2, 900*, 256, (1 1 1)*: 30 (2 1 1)*: 30
31, 31, 1, 3, 27000*, 7200, (1 1 1)*: 30 (3 1 1)*: 900
31, 31, 1, 4, 864000*, 207360, (1 1 1)*: 30 (2 1 1)*: 30 (4 1 1)*: 960
31, 31, 1, 5, 24300000*, 5895200, (1 1 1)*: 30 (5 1 1)*: 810000
31, 31, 1, 6, 729000000*, 157394880, (1 1 1)*: 30 (2 1 1)*: 30 (3 1 1)*: 900 (6 1 1)*: 900
961, 31, 2, 2, 921600*, 221184, (1 1 1)*: 960 (2 1 1)*: 960
961, 31, 2, 3, 884736000*, 191020032, (1 1 1)*: 960 (3 1 1)*: 921600
