q, p, r, n, CN, PCN, gens
19, 19, 1, 2, 324*, 96, (1 1 1)*: 18 (2 1 1)*: 18
19, 19, 1, 3, 5832*, 1944, (1 1 1)*: 18 (3 1 1)*: 324
19, 19, 1, 4, 116640*, 31104, (1 1 1)*: 18 (2 1 1)*: 18 (4 1 1)*: 360
19, 19, 1, 5, 2332800*, 771510, (1 1 1)*: 18 (5 1 1)*: 129600
19, 19, 1, 6, 34012224*, 7711200, (1 1 1)*: 18 (2 1 1)*: 18 (3 1 1)*: 324 (6 1 1)*: 324
19, 19, 1, 7, 846825840*, 281869602, (1 1 1)*: 18 (7 1 1)*: 47045880
361, 19, 2, 2, 129600*, 34560, (1 1 1)*: 360 (2 1 1)*: 360
361, 19, 2, 3, 46656000*, 10584000, (1 1 1)*: 360 (3 1 1)*: 129600
