p,	poly
3373,	x^30 + x^29 + 39
3389,	x^30 + x^29 + 48
3391,	x^30 + x^29 + 19
3407,	x^30 + x^29 + 590
3413,	x^30 + x^29 + 72
3433,	x^30 + x^29 + 194
3449,	x^30 + x^29 + 461
3457,	x^30 + x^29 + 120
3461,	x^30 + x^29 + 205
3463,	x^30 + x^29 + 5
3467,	x^30 + x^29 + 212
3469,	x^30 + x^29 + 266
3491,	x^30 + x^29 + 65
3499,	x^30 + x^29 + 47
3511,	x^30 + x^29 + 702
3517,	x^30 + x^29 + 85
3527,	x^30 + x^29 + 45
3529,	x^30 + x^29 + 185
3533,	x^30 + x^29 + 103
3539,	x^30 + x^29 + 403
3541,	x^30 + x^29 + 109
3547,	x^30 + x^29 + 44
3557,	x^30 + x^29 + 123
3559,	x^30 + x^29 + 132
3571,	x^30 + x^29 + 34
3581,	x^30 + x^29 + 27
3583,	x^30 + x^29 + 66
3593,	x^30 + x^29 + 147
3607,	x^30 + x^29 + 109
3613,	x^30 + x^29 + 163
3617,	x^30 + x^29 + 3
3623,	x^30 + x^29 + 84
3631,	x^30 + x^29 + 412
3637,	x^30 + x^29 + 107
3643,	x^30 + x^29 + 57
3659,	x^30 + x^29 + 280
3671,	x^30 + x^29 + 317
3673,	x^30 + x^29 + 5
3677,	x^30 + x^29 + 75
3691,	x^30 + x^29 + 31
3697,	x^30 + x^29 + 603
3701,	x^30 + x^29 + 91
3709,	x^30 + x^29 + 32
3719,	x^30 + x^29 + 364
3727,	x^30 + x^29 + 207
3733,	x^30 + x^29 + 428
3739,	x^30 + x^29 + 170
3761,	x^30 + x^29 + 55
3767,	x^30 + x^29 + 311
3769,	x^30 + x^29 + 297
3779,	x^30 + x^29 + 130
3793,	x^30 + x^29 + 61
3797,	x^30 + x^29 + 393
3803,	x^30 + x^29 + 245
3821,	x^30 + x^29 + 258
3823,	x^30 + x^29 + 24
3833,	x^30 + x^29 + 122
3847,	x^30 + x^29 + 40
3851,	x^30 + x^29 + 33
3853,	x^30 + x^29 + 52
3863,	x^30 + x^29 + 223
3877,	x^30 + x^29 + 186
3881,	x^30 + x^29 + 52
3889,	x^30 + x^29 + 146
3907,	x^30 + x^29 + 333
3911,	x^30 + x^29 + 1018
3917,	x^30 + x^29 + 319
3919,	x^30 + x^29 + 363
3923,	x^30 + x^29 + 71
3929,	x^30 + x^29 + 115
3931,	x^30 + x^29 + 438
3943,	x^30 + x^29 + 51
3947,	x^30 + x^29 + 17
3967,	x^30 + x^29 + 355
3989,	x^30 + x^29 + 175
4001,	x^30 + x^29 + 176
4003,	x^30 + x^29 + 180
4007,	x^30 + x^29 + 114
4013,	x^30 + x^29 + 218
4019,	x^30 + x^29 + 33
4021,	x^30 + x^29 + 40
4027,	x^30 + x^29 + 87
4049,	x^30 + x^29 + 127
4051,	x^30 + x^29 + 363
4057,	x^30 + x^29 + 466
4073,	x^30 + x^29 + 17
4079,	x^30 + x^29 + 249
4091,	x^30 + x^29 + 79
4093,	x^30 + x^29 + 210
4099,	x^30 + x^29 + 123
4111,	x^30 + x^29 + 448
4127,	x^30 + x^29 + 39
4129,	x^30 + x^29 + 21
4133,	x^30 + x^29 + 112
4139,	x^30 + x^29 + 184
4153,	x^30 + x^29 + 17
4157,	x^30 + x^29 + 29
4159,	x^30 + x^29 + 60
4177,	x^30 + x^29 + 47
4201,	x^30 + x^29 + 23
4211,	x^30 + x^29 + 24
4217,	x^30 + x^29 + 66
4219,	x^30 + x^29 + 269
4229,	x^30 + x^29 + 72
4231,	x^30 + x^29 + 326
4241,	x^30 + x^29 + 187
4243,	x^30 + x^29 + 7
4253,	x^30 + x^29 + 61
4259,	x^30 + x^29 + 38
4261,	x^30 + x^29 + 760
4271,	x^30 + x^29 + 217
4273,	x^30 + x^29 + 37
4283,	x^30 + x^29 + 115
4289,	x^30 + x^29 + 108
4297,	x^30 + x^29 + 187
4327,	x^30 + x^29 + 80
4337,	x^30 + x^29 + 13
4339,	x^30 + x^29 + 127
4349,	x^30 + x^29 + 94
4357,	x^30 + x^29 + 63
4363,	x^30 + x^29 + 32
4373,	x^30 + x^29 + 120
4391,	x^30 + x^29 + 713
4397,	x^30 + x^29 + 119
4409,	x^30 + x^29 + 281
4421,	x^30 + x^29 + 86
4423,	x^30 + x^29 + 73
4441,	x^30 + x^29 + 303
4447,	x^30 + x^29 + 572
4451,	x^30 + x^29 + 74
4457,	x^30 + x^29 + 153
4463,	x^30 + x^29 + 397
4481,	x^30 + x^29 + 165
4483,	x^30 + x^29 + 14
4493,	x^30 + x^29 + 270
4507,	x^30 + x^29 + 184
4513,	x^30 + x^29 + 143
4517,	x^30 + x^29 + 71
4519,	x^30 + x^29 + 53
4523,	x^30 + x^29 + 195
4547,	x^30 + x^29 + 332
4549,	x^30 + x^29 + 6
4561,	x^30 + x^29 + 283
4567,	x^30 + x^29 + 6
4583,	x^30 + x^29 + 46
4591,	x^30 + x^29 + 233
4597,	x^30 + x^29 + 11
4603,	x^30 + x^29 + 307
4621,	x^30 + x^29 + 349
4637,	x^30 + x^29 + 260
4639,	x^30 + x^29 + 132
4643,	x^30 + x^29 + 52
4649,	x^30 + x^29 + 26
4651,	x^30 + x^29 + 308
4657,	x^30 + x^29 + 480
4663,	x^30 + x^29 + 97
4673,	x^30 + x^29 + 10
4679,	x^30 + x^29 + 522
4691,	x^30 + x^29 + 52
4703,	x^30 + x^29 + 123
4721,	x^30 + x^29 + 217
4723,	x^30 + x^29 + 123
4729,	x^30 + x^29 + 53
4733,	x^30 + x^29 + 5
4751,	x^30 + x^29 + 673
4759,	x^30 + x^29 + 491
4783,	x^30 + x^29 + 116
4787,	x^30 + x^29 + 26
4789,	x^30 + x^29 + 67
4793,	x^30 + x^29 + 44
4799,	x^30 + x^29 + 110
4801,	x^30 + x^29 + 318
4813,	x^30 + x^29 + 60
4817,	x^30 + x^29 + 94
4831,	x^30 + x^29 + 38
4861,	x^30 + x^29 + 26
4871,	x^30 + x^29 + 31
4877,	x^30 + x^29 + 614
4889,	x^30 + x^29 + 161
4903,	x^30 + x^29 + 117
4909,	x^30 + x^29 + 263
4919,	x^30 + x^29 + 156
4931,	x^30 + x^29 + 149
4933,	x^30 + x^29 + 454
4937,	x^30 + x^29 + 65
4943,	x^30 + x^29 + 175
4951,	x^30 + x^29 + 135
4957,	x^30 + x^29 + 119
4967,	x^30 + x^29 + 126
4969,	x^30 + x^29 + 672
4973,	x^30 + x^29 + 142
4987,	x^30 + x^29 + 5
4993,	x^30 + x^29 + 283
4999,	x^30 + x^29 + 270
5003,	x^30 + x^29 + 199
5009,	x^30 + x^29 + 370
5011,	x^30 + x^29 + 69
5021,	x^30 + x^29 + 88
5023,	x^30 + x^29 + 20
5039,	x^30 + x^29 + 52
5051,	x^30 + x^29 + 138
5059,	x^30 + x^29 + 84
5077,	x^30 + x^29 + 50
5081,	x^30 + x^29 + 93
5087,	x^30 + x^29 + 255
5099,	x^30 + x^29 + 200
5101,	x^30 + x^29 + 119
5107,	x^30 + x^29 + 28
5113,	x^30 + x^29 + 183
5119,	x^30 + x^29 + 56
5147,	x^30 + x^29 + 6
5153,	x^30 + x^29 + 132
5167,	x^30 + x^29 + 20
5171,	x^30 + x^29 + 43
5179,	x^30 + x^29 + 358
5189,	x^30 + x^29 + 29
5197,	x^30 + x^29 + 173
5209,	x^30 + x^29 + 228
5227,	x^30 + x^29 + 58
5231,	x^30 + x^29 + 41
5233,	x^30 + x^29 + 139
5237,	x^30 + x^29 + 30
5261,	x^30 + x^29 + 3
5273,	x^30 + x^29 + 187
5279,	x^30 + x^29 + 126
5281,	x^30 + x^29 + 91
5297,	x^30 + x^29 + 94
5303,	x^30 + x^29 + 656
5309,	x^30 + x^29 + 575
5323,	x^30 + x^29 + 271
5333,	x^30 + x^29 + 86
5347,	x^30 + x^29 + 127
5351,	x^30 + x^29 + 185
5381,	x^30 + x^29 + 113
5387,	x^30 + x^29 + 24
5393,	x^30 + x^29 + 13
5399,	x^30 + x^29 + 223
5407,	x^30 + x^29 + 265
5413,	x^30 + x^29 + 74
5417,	x^30 + x^29 + 152
5419,	x^30 + x^29 + 46
5431,	x^30 + x^29 + 59
5437,	x^30 + x^29 + 111
5441,	x^30 + x^29 + 213
5443,	x^30 + x^29 + 75
5449,	x^30 + x^29 + 46
5471,	x^30 + x^29 + 918
5477,	x^30 + x^29 + 162
5479,	x^30 + x^29 + 17
5483,	x^30 + x^29 + 24
5501,	x^30 + x^29 + 278
5503,	x^30 + x^29 + 160
5507,	x^30 + x^29 + 52
5519,	x^30 + x^29 + 119
5521,	x^30 + x^29 + 209
5527,	x^30 + x^29 + 80
5531,	x^30 + x^29 + 175
5557,	x^30 + x^29 + 95
5563,	x^30 + x^29 + 166
5569,	x^30 + x^29 + 94
5573,	x^30 + x^29 + 145
5581,	x^30 + x^29 + 43
5591,	x^30 + x^29 + 159
5623,	x^30 + x^29 + 5
5639,	x^30 + x^29 + 83
5641,	x^30 + x^29 + 129
5647,	x^30 + x^29 + 44
5651,	x^30 + x^29 + 123
5653,	x^30 + x^29 + 194
5657,	x^30 + x^29 + 24
5659,	x^30 + x^29 + 77
5669,	x^30 + x^29 + 88
5683,	x^30 + x^29 + 35
5689,	x^30 + x^29 + 132
5693,	x^30 + x^29 + 53
5701,	x^30 + x^29 + 160
5711,	x^30 + x^29 + 155
5717,	x^30 + x^29 + 63
5737,	x^30 + x^29 + 105
5741,	x^30 + x^29 + 8
5743,	x^30 + x^29 + 45
5749,	x^30 + x^29 + 99
5779,	x^30 + x^29 + 35
5783,	x^30 + x^29 + 97
5791,	x^30 + x^29 + 237
5801,	x^30 + x^29 + 203
5807,	x^30 + x^29 + 123
5813,	x^30 + x^29 + 34
5821,	x^30 + x^29 + 313
5827,	x^30 + x^29 + 215
5839,	x^30 + x^29 + 35
5843,	x^30 + x^29 + 87
5849,	x^30 + x^29 + 31
5851,	x^30 + x^29 + 161
5857,	x^30 + x^29 + 95
5861,	x^30 + x^29 + 381
5867,	x^30 + x^29 + 189
5869,	x^30 + x^29 + 317
5879,	x^30 + x^29 + 251
5881,	x^30 + x^29 + 39
5897,	x^30 + x^29 + 511
5903,	x^30 + x^29 + 120
5923,	x^30 + x^29 + 5
5927,	x^30 + x^29 + 95
5939,	x^30 + x^29 + 185
5953,	x^30 + x^29 + 33
5981,	x^30 + x^29 + 108
5987,	x^30 + x^29 + 179
6007,	x^30 + x^29 + 80
6011,	x^30 + x^29 + 39
6029,	x^30 + x^29 + 61
6037,	x^30 + x^29 + 280
6043,	x^30 + x^29 + 59
6047,	x^30 + x^29 + 519
6053,	x^30 + x^29 + 38
6067,	x^30 + x^29 + 140
6073,	x^30 + x^29 + 19
6079,	x^30 + x^29 + 213
6089,	x^30 + x^29 + 62
6091,	x^30 + x^29 + 37
6101,	x^30 + x^29 + 558
6113,	x^30 + x^29 + 138
6121,	x^30 + x^29 + 65
6131,	x^30 + x^29 + 273
6133,	x^30 + x^29 + 5
6143,	x^30 + x^29 + 193
6151,	x^30 + x^29 + 179
6163,	x^30 + x^29 + 201
6173,	x^30 + x^29 + 85
6197,	x^30 + x^29 + 485
6199,	x^30 + x^29 + 7
6203,	x^30 + x^29 + 212
6211,	x^30 + x^29 + 102
6217,	x^30 + x^29 + 211
6221,	x^30 + x^29 + 540
6229,	x^30 + x^29 + 65
6247,	x^30 + x^29 + 80
6257,	x^30 + x^29 + 62
6263,	x^30 + x^29 + 115
6269,	x^30 + x^29 + 104
6271,	x^30 + x^29 + 11
6277,	x^30 + x^29 + 60
6287,	x^30 + x^29 + 103
6299,	x^30 + x^29 + 260
6301,	x^30 + x^29 + 101
6311,	x^30 + x^29 + 82
6317,	x^30 + x^29 + 28
6323,	x^30 + x^29 + 28
