p,	poly,	modulus
2,	x^14 + x^13 + (a + 1)*x + a^3 + a^2 + a + 1,	a^5 + a^2 + 1
3,	x^14 + x^13 + 2*x + 2*a^2 + 2,	a^5 + 2*a + 1
5,	x^14 + x^13 + 2*a^3 + 4*a,	a^5 + 4*a + 3
7,	x^14 + x^13 + 2*a,	a^5 + a + 4
