p,	poly,	modulus
2,	x^20 + x^19 + x + a,	a^4 + a + 1
3,	x^20 + x^19 + a^2*x + a^3,	a^4 + 2*a^3 + 2
5,	x^20 + x^19 + x + 4*a^2 + 1,	a^4 + 4*a^2 + 4*a + 2
7,	x^20 + x^19 + 2*a + 3,	a^4 + 5*a^2 + 4*a + 3
11,	x^20 + x^19 + a + 2,	a^4 + 8*a^2 + 10*a + 2
13,	x^20 + x^19 + 11*a,	a^4 + 3*a^2 + 12*a + 2
17,	x^20 + x^19 + 4*a,	a^4 + 7*a^2 + 10*a + 3
19,	x^20 + x^19 + 3*a,	a^4 + 2*a^2 + 11*a + 2
