p,	poly,	modulus
2!,	x^15 + (a^6 + a^4 + a^3 + a + 1)*x^14 + (a^2 + a + 1)*x^13 + (a^6 + a^4 + a^3 + a^2 + a + 1)*x^12 + (a^6 + a^5 + a^4 + a^2 + a + 1)*x^11 + (a^6 + a^3 + a^2)*x^10 + (a^5 + a^4 + a^2 + 1)*x^9 + (a^6 + a^4 + a + 1)*x^8 + (a^5 + a^3 + 1)*x^7 + (a^4 + a^3)*x^6 + (a^4 + a + 1)*x^5 + (a^4 + a^3 + a + 1)*x^4 + (a^6 + a^5 + a^4 + a^2 + a + 1)*x^3 + (a^4 + a^3 + a + 1)*x^2 + (a^4 + a)*x + a^5 + a,	a^7 + a + 1
3!,	x^15 + (2*a^6 + 2*a^3 + a^2 + 2*a + 1)*x^14 + (2*a^4 + a^2 + 2)*x^13 + (a^5 + 2*a^4 + a^3 + a^2 + 2)*x^12 + (a^6 + a^5 + 2*a^4 + a^3 + a^2 + a + 2)*x^11 + (a^6 + a^5 + 2*a^3 + 2)*x^10 + (a^6 + a^4 + 2*a^2 + 1)*x^9 + (a^5 + 2*a^4 + 2*a^3 + a^2 + 2)*x^8 + (a^6 + 2*a^5 + a + 2)*x^7 + (2*a^6 + 2*a^5 + a^3 + 2*a + 2)*x^6 + (2*a^5 + 2*a^4 + 2*a^3 + 1)*x^5 + (a^5 + 2*a^4 + 2*a^3 + 2*a^2 + 2*a + 1)*x^4 + (2*a^6 + a^5 + a^4 + 2*a^3 + a + 1)*x^3 + (a^5 + a^4 + 2*a + 2)*x^2 + (2*a^6 + 2*a^5 + 2*a^4 + 2*a^3)*x + a^6 + 2*a^5 + a^3 + 2*a^2 + 2*a + 2,	a^7 + 2*a^2 + 1
