p,	poly
2887,	x^20 + x^19 + 176
2897,	x^20 + x^19 + 201
2903,	x^20 + x^19 + 320
2909,	x^20 + x^19 + 107
2917,	x^20 + x^19 + 80
2927,	x^20 + x^19 + 30
2939,	x^20 + x^19 + 34
2953,	x^20 + x^19 + 325
2957,	x^20 + x^19 + 78
2963,	x^20 + x^19 + 154
2969,	x^20 + x^19 + 270
2971,	x^20 + x^19 + 246
2999,	x^20 + x^19 + 17
3001,	x^20 + x^19 + 94
3011,	x^20 + x^19 + 120
3019,	x^20 + x^19 + 148
3023,	x^20 + x^19 + 39
3037,	x^20 + x^19 + 45
3041,	x^20 + x^19 + 39
3049,	x^20 + x^19 + 94
3061,	x^20 + x^19 + 263
3067,	x^20 + x^19 + 45
3079,	x^20 + x^19 + 148
3083,	x^20 + x^19 + 185
3089,	x^20 + x^19 + 66
3109,	x^20 + x^19 + 11
3119,	x^20 + x^19 + 82
3121,	x^20 + x^19 + 174
3137,	x^20 + x^19 + 133
3163,	x^20 + x^19 + 48
3167,	x^20 + x^19 + 119
3169,	x^20 + x^19 + 145
3181,	x^20 + x^19 + 78
3187,	x^20 + x^19 + 59
3191,	x^20 + x^19 + 55
3203,	x^20 + x^19 + 17
3209,	x^20 + x^19 + 107
3217,	x^20 + x^19 + 202
3221,	x^20 + x^19 + 22
3229,	x^20 + x^19 + 70
3251,	x^20 + x^19 + 42
3253,	x^20 + x^19 + 5
3257,	x^20 + x^19 + 71
3259,	x^20 + x^19 + 72
3271,	x^20 + x^19 + 267
3299,	x^20 + x^19 + 91
3301,	x^20 + x^19 + 162
3307,	x^20 + x^19 + 83
3313,	x^20 + x^19 + 111
3319,	x^20 + x^19 + 157
3323,	x^20 + x^19 + 45
3329,	x^20 + x^19 + 15
3331,	x^20 + x^19 + 230
3343,	x^20 + x^19 + 45
3347,	x^20 + x^19 + 53
3359,	x^20 + x^19 + 11
3361,	x^20 + x^19 + 201
3371,	x^20 + x^19 + 6
3373,	x^20 + x^19 + 210
3389,	x^20 + x^19 + 200
3391,	x^20 + x^19 + 3
3407,	x^20 + x^19 + 19
3413,	x^20 + x^19 + 281
3433,	x^20 + x^19 + 14
3449,	x^20 + x^19 + 167
3457,	x^20 + x^19 + 51
3461,	x^20 + x^19 + 44
3463,	x^20 + x^19 + 160
3467,	x^20 + x^19 + 47
3469,	x^20 + x^19 + 65
3491,	x^20 + x^19 + 203
3499,	x^20 + x^19 + 73
3511,	x^20 + x^19 + 51
3517,	x^20 + x^19 + 701
3527,	x^20 + x^19 + 118
3529,	x^20 + x^19 + 92
3533,	x^20 + x^19 + 238
3539,	x^20 + x^19 + 8
3541,	x^20 + x^19 + 90
3547,	x^20 + x^19 + 165
3557,	x^20 + x^19 + 208
3559,	x^20 + x^19 + 264
3571,	x^20 + x^19 + 98
3581,	x^20 + x^19 + 67
3583,	x^20 + x^19 + 76
3593,	x^20 + x^19 + 77
3607,	x^20 + x^19 + 38
3613,	x^20 + x^19 + 32
3617,	x^20 + x^19 + 197
3623,	x^20 + x^19 + 120
3631,	x^20 + x^19 + 85
3637,	x^20 + x^19 + 60
3643,	x^20 + x^19 + 32
3659,	x^20 + x^19 + 160
3671,	x^20 + x^19 + 37
3673,	x^20 + x^19 + 56
3677,	x^20 + x^19 + 32
3691,	x^20 + x^19 + 244
3697,	x^20 + x^19 + 356
3701,	x^20 + x^19 + 19
3709,	x^20 + x^19 + 46
3719,	x^20 + x^19 + 47
3727,	x^20 + x^19 + 20
3733,	x^20 + x^19 + 341
3739,	x^20 + x^19 + 65
3761,	x^20 + x^19 + 120
3767,	x^20 + x^19 + 14
3769,	x^20 + x^19 + 51
3779,	x^20 + x^19 + 24
3793,	x^20 + x^19 + 28
3797,	x^20 + x^19 + 7
3803,	x^20 + x^19 + 134
3821,	x^20 + x^19 + 161
3823,	x^20 + x^19 + 171
3833,	x^20 + x^19 + 6
3847,	x^20 + x^19 + 254
3851,	x^20 + x^19 + 133
3853,	x^20 + x^19 + 180
3863,	x^20 + x^19 + 97
3877,	x^20 + x^19 + 60
3881,	x^20 + x^19 + 13
3889,	x^20 + x^19 + 129
3907,	x^20 + x^19 + 281
3911,	x^20 + x^19 + 26
3917,	x^20 + x^19 + 75
3919,	x^20 + x^19 + 99
3923,	x^20 + x^19 + 116
3929,	x^20 + x^19 + 127
3931,	x^20 + x^19 + 51
3943,	x^20 + x^19 + 113
3947,	x^20 + x^19 + 17
3967,	x^20 + x^19 + 140
3989,	x^20 + x^19 + 18
4001,	x^20 + x^19 + 176
4003,	x^20 + x^19 + 23
4007,	x^20 + x^19 + 166
4013,	x^20 + x^19 + 108
4019,	x^20 + x^19 + 2
4021,	x^20 + x^19 + 79
4027,	x^20 + x^19 + 20
4049,	x^20 + x^19 + 26
4051,	x^20 + x^19 + 21
4057,	x^20 + x^19 + 122
4073,	x^20 + x^19 + 91
4079,	x^20 + x^19 + 47
4091,	x^20 + x^19 + 356
4093,	x^20 + x^19 + 60
4099,	x^20 + x^19 + 40
4111,	x^20 + x^19 + 244
4127,	x^20 + x^19 + 7
4129,	x^20 + x^19 + 78
4133,	x^20 + x^19 + 12
4139,	x^20 + x^19 + 30
4153,	x^20 + x^19 + 17
4157,	x^20 + x^19 + 351
4159,	x^20 + x^19 + 239
4177,	x^20 + x^19 + 80
4201,	x^20 + x^19 + 65
4211,	x^20 + x^19 + 10
4217,	x^20 + x^19 + 45
4219,	x^20 + x^19 + 32
4229,	x^20 + x^19 + 106
4231,	x^20 + x^19 + 33
4241,	x^20 + x^19 + 333
4243,	x^20 + x^19 + 45
4253,	x^20 + x^19 + 30
4259,	x^20 + x^19 + 294
4261,	x^20 + x^19 + 123
4271,	x^20 + x^19 + 92
4273,	x^20 + x^19 + 77
4283,	x^20 + x^19 + 103
4289,	x^20 + x^19 + 399
4297,	x^20 + x^19 + 193
4327,	x^20 + x^19 + 103
4337,	x^20 + x^19 + 138
4339,	x^20 + x^19 + 360
4349,	x^20 + x^19 + 224
4357,	x^20 + x^19 + 18
4363,	x^20 + x^19 + 30
4373,	x^20 + x^19 + 5
4391,	x^20 + x^19 + 133
4397,	x^20 + x^19 + 2
4409,	x^20 + x^19 + 14
4421,	x^20 + x^19 + 60
4423,	x^20 + x^19 + 3
4441,	x^20 + x^19 + 21
4447,	x^20 + x^19 + 58
4451,	x^20 + x^19 + 24
4457,	x^20 + x^19 + 90
4463,	x^20 + x^19 + 80
4481,	x^20 + x^19 + 62
4483,	x^20 + x^19 + 18
4493,	x^20 + x^19 + 195
4507,	x^20 + x^19 + 65
4513,	x^20 + x^19 + 29
4517,	x^20 + x^19 + 48
4519,	x^20 + x^19 + 198
4523,	x^20 + x^19 + 54
4547,	x^20 + x^19 + 107
4549,	x^20 + x^19 + 153
4561,	x^20 + x^19 + 52
4567,	x^20 + x^19 + 40
4583,	x^20 + x^19 + 237
4591,	x^20 + x^19 + 158
4597,	x^20 + x^19 + 21
4603,	x^20 + x^19 + 298
4621,	x^20 + x^19 + 378
4637,	x^20 + x^19 + 277
4639,	x^20 + x^19 + 73
4643,	x^20 + x^19 + 19
4649,	x^20 + x^19 + 3
4651,	x^20 + x^19 + 40
4657,	x^20 + x^19 + 38
4663,	x^20 + x^19 + 89
4673,	x^20 + x^19 + 107
4679,	x^20 + x^19 + 43
4691,	x^20 + x^19 + 7
4703,	x^20 + x^19 + 41
4721,	x^20 + x^19 + 177
4723,	x^20 + x^19 + 3
4729,	x^20 + x^19 + 217
4733,	x^20 + x^19 + 30
4751,	x^20 + x^19 + 314
4759,	x^20 + x^19 + 33
4783,	x^20 + x^19 + 107
4787,	x^20 + x^19 + 260
4789,	x^20 + x^19 + 66
4793,	x^20 + x^19 + 93
4799,	x^20 + x^19 + 33
4801,	x^20 + x^19 + 53
4813,	x^20 + x^19 + 45
4817,	x^20 + x^19 + 90
4831,	x^20 + x^19 + 164
4861,	x^20 + x^19 + 120
4871,	x^20 + x^19 + 223
4877,	x^20 + x^19 + 2
4889,	x^20 + x^19 + 123
4903,	x^20 + x^19 + 104
4909,	x^20 + x^19 + 146
4919,	x^20 + x^19 + 65
4931,	x^20 + x^19 + 72
4933,	x^20 + x^19 + 2
4937,	x^20 + x^19 + 53
4943,	x^20 + x^19 + 205
4951,	x^20 + x^19 + 6
4957,	x^20 + x^19 + 14
4967,	x^20 + x^19 + 87
4969,	x^20 + x^19 + 247
4973,	x^20 + x^19 + 295
4987,	x^20 + x^19 + 200
4993,	x^20 + x^19 + 57
4999,	x^20 + x^19 + 82
5003,	x^20 + x^19 + 54
5009,	x^20 + x^19 + 135
5011,	x^20 + x^19 + 89
5021,	x^20 + x^19 + 71
5023,	x^20 + x^19 + 28
5039,	x^20 + x^19 + 69
5051,	x^20 + x^19 + 18
5059,	x^20 + x^19 + 70
5077,	x^20 + x^19 + 122
5081,	x^20 + x^19 + 237
5087,	x^20 + x^19 + 143
5099,	x^20 + x^19 + 504
5101,	x^20 + x^19 + 11
5107,	x^20 + x^19 + 18
5113,	x^20 + x^19 + 69
5119,	x^20 + x^19 + 37
5147,	x^20 + x^19 + 125
5153,	x^20 + x^19 + 52
5167,	x^20 + x^19 + 87
5171,	x^20 + x^19 + 6
5179,	x^20 + x^19 + 79
5189,	x^20 + x^19 + 15
5197,	x^20 + x^19 + 53
5209,	x^20 + x^19 + 133
5227,	x^20 + x^19 + 48
5231,	x^20 + x^19 + 301
5233,	x^20 + x^19 + 140
5237,	x^20 + x^19 + 69
5261,	x^20 + x^19 + 12
5273,	x^20 + x^19 + 26
5279,	x^20 + x^19 + 21
5281,	x^20 + x^19 + 19
5297,	x^20 + x^19 + 175
5303,	x^20 + x^19 + 79
5309,	x^20 + x^19 + 18
5323,	x^20 + x^19 + 58
5333,	x^20 + x^19 + 8
5347,	x^20 + x^19 + 165
5351,	x^20 + x^19 + 93
5381,	x^20 + x^19 + 51
5387,	x^20 + x^19 + 20
5393,	x^20 + x^19 + 102
5399,	x^20 + x^19 + 89
5407,	x^20 + x^19 + 205
5413,	x^20 + x^19 + 138
5417,	x^20 + x^19 + 40
5419,	x^20 + x^19 + 182
5431,	x^20 + x^19 + 156
5437,	x^20 + x^19 + 31
5441,	x^20 + x^19 + 158
5443,	x^20 + x^19 + 162
5449,	x^20 + x^19 + 63
5471,	x^20 + x^19 + 85
5477,	x^20 + x^19 + 111
5479,	x^20 + x^19 + 403
5483,	x^20 + x^19 + 8
5501,	x^20 + x^19 + 157
5503,	x^20 + x^19 + 28
5507,	x^20 + x^19 + 59
5519,	x^20 + x^19 + 214
5521,	x^20 + x^19 + 22
5527,	x^20 + x^19 + 94
5531,	x^20 + x^19 + 194
5557,	x^20 + x^19 + 6
5563,	x^20 + x^19 + 3
5569,	x^20 + x^19 + 86
5573,	x^20 + x^19 + 38
5581,	x^20 + x^19 + 51
5591,	x^20 + x^19 + 166
5623,	x^20 + x^19 + 26
5639,	x^20 + x^19 + 56
5641,	x^20 + x^19 + 111
5647,	x^20 + x^19 + 37
5651,	x^20 + x^19 + 6
5653,	x^20 + x^19 + 5
5657,	x^20 + x^19 + 110
5659,	x^20 + x^19 + 26
5669,	x^20 + x^19 + 199
5683,	x^20 + x^19 + 97
5689,	x^20 + x^19 + 17
5693,	x^20 + x^19 + 14
5701,	x^20 + x^19 + 21
5711,	x^20 + x^19 + 116
5717,	x^20 + x^19 + 3
5737,	x^20 + x^19 + 11
5741,	x^20 + x^19 + 328
5743,	x^20 + x^19 + 65
5749,	x^20 + x^19 + 38
5779,	x^20 + x^19 + 149
5783,	x^20 + x^19 + 206
5791,	x^20 + x^19 + 112
5801,	x^20 + x^19 + 15
5807,	x^20 + x^19 + 7
5813,	x^20 + x^19 + 22
5821,	x^20 + x^19 + 109
5827,	x^20 + x^19 + 189
5839,	x^20 + x^19 + 69
5843,	x^20 + x^19 + 24
5849,	x^20 + x^19 + 97
5851,	x^20 + x^19 + 60
5857,	x^20 + x^19 + 46
5861,	x^20 + x^19 + 72
5867,	x^20 + x^19 + 288
5869,	x^20 + x^19 + 35
5879,	x^20 + x^19 + 145
5881,	x^20 + x^19 + 176
5897,	x^20 + x^19 + 133
5903,	x^20 + x^19 + 53
5923,	x^20 + x^19 + 5
5927,	x^20 + x^19 + 102
5939,	x^20 + x^19 + 8
5953,	x^20 + x^19 + 17
5981,	x^20 + x^19 + 85
5987,	x^20 + x^19 + 135
6007,	x^20 + x^19 + 24
6011,	x^20 + x^19 + 29
6029,	x^20 + x^19 + 230
6037,	x^20 + x^19 + 31
6043,	x^20 + x^19 + 80
6047,	x^20 + x^19 + 19
6053,	x^20 + x^19 + 51
6067,	x^20 + x^19 + 238
6073,	x^20 + x^19 + 70
6079,	x^20 + x^19 + 191
6089,	x^20 + x^19 + 157
6091,	x^20 + x^19 + 98
6101,	x^20 + x^19 + 71
6113,	x^20 + x^19 + 43
6121,	x^20 + x^19 + 308
6131,	x^20 + x^19 + 6
6133,	x^20 + x^19 + 493
6143,	x^20 + x^19 + 244
6151,	x^20 + x^19 + 61
6163,	x^20 + x^19 + 31
6173,	x^20 + x^19 + 2
6197,	x^20 + x^19 + 206
6199,	x^20 + x^19 + 33
6203,	x^20 + x^19 + 19
6211,	x^20 + x^19 + 86
6217,	x^20 + x^19 + 136
6221,	x^20 + x^19 + 60
6229,	x^20 + x^19 + 54
6247,	x^20 + x^19 + 73
6257,	x^20 + x^19 + 33
6263,	x^20 + x^19 + 204
6269,	x^20 + x^19 + 291
6271,	x^20 + x^19 + 51
6277,	x^20 + x^19 + 59
6287,	x^20 + x^19 + 31
6299,	x^20 + x^19 + 117
6301,	x^20 + x^19 + 40
6311,	x^20 + x^19 + 59
6317,	x^20 + x^19 + 43
6323,	x^20 + x^19 + 84
6329,	x^20 + x^19 + 238
6337,	x^20 + x^19 + 45
6343,	x^20 + x^19 + 248
6353,	x^20 + x^19 + 10
